bioguide_id,first_name,last_name,middle_name,net_worth_estimate,normalized_net_worth,top_holdings,top_traded_sectors,strategy_return,spy_return,strategy_start_date
K000393,John,Kennedy,,20394683.84,"$20,395,000","Mutual Funds, ETF/Note: $7.9M; Mutual Fund: $4.8M; Real Estate, Unimproved Land: $3.9M; Real Estate, Commercial: $1.1M; Real Estate, Residential: $925.0K",Financials: 1,,,
K000403,Mike,Kennedy,,1448892.80,"$1,449,000","Debts Owed to the Filer: $550.0K; Mutual Funds: $239.0K; Other: $207.5K; Ownership Interest (Trade or Business): $176.0K; Bank Accts, Money Market Accts & CDs: $156.0K",Other: 1,,,
K000402,Timothy,Kennedy,M.,231000.00,"$231,000","Mutual Funds: $175.0K; Bank Accts, Money Market Accts & CDs: $24.0K; 5F: $24.0K; Whole/Universal Insurance: $8.0K",,,,
K000389,Ro,Khanna,,,,,Financials: 3769; Information Technology: 3686; Health Care: 3454; Industrials: 3050; Consumer Discretionary: 2817,,,
K000399,Jennifer,Kiggans,A.,4247000.00,"$4,247,000","Other: $3.0M; Real Property: $750.0K; Mutual Funds: $373.5K; Bank Accts, Money Market Accts & CDs: $83.0K; 5F: $32.5K",,,,
K000401,Kevin,Kiley,,56500.00,"$56,000","Bank Accts, Money Market Accts & CDs: $40.5K; Other: $16.0K",,,,
K000394,Andy,Kim,,1652866.71,"$1,653,000","Mutual Fund: $855.0K; Mutual Funds, ETF/Note: $290.5K; Annuity, Fixed: $227.5K; Bank Deposit: $215.5K",,,,
K000397,Young,Kim,,3618000.00,"$3,618,000","Real Property: $6.0M; Mutual Funds: $1.1M; Bank Accts, Money Market Accts & CDs: $150.0K; Fixed Annuity: $16.0K; Whole/Universal Insurance: $16.0K",,,,
K000383,Angus,King,S.,21909155.01,"$21,909,000","Mutual Fund: $15.5M; Mutual Funds, ETF/Note: $2.9M; Real Estate, Residential: $1.5M; Corporate Securities, Stock: $726.0K; Govt Securities, Municipal Security: $343.0K",Information Technology: 11; Communication Services: 10; Health Care: 9; Financials: 8; Energy: 8,,,
K000404,Kimberlyn,King-Hinds,,,,,,,,
K000367,Amy,Klobuchar,,2272500.00,"$2,272,000","Mutual Fund: $1.8M; Retirement Plans, Deferred Compensation: $407.5K; Bank Deposit: $48.5K",,,,
K000405,Brad,Knott,,5335119.48,"$5,335,000","Stock: $3.5M; Other: $525.0K; Exchange Traded Funds (ETF): $367.1K; Mutual Funds: $175.0K; Bank Accts, Money Market Accts & CDs: $500",Health Care: 1,,,
K000391,Raja,Krishnamoorthi,,3882500.00,"$3,882,000","Mutual Funds: $2.6M; Other: $658.5K; Real Property: $375.0K; Stock (Not Publicly Traded): $182.5K; Bank Accts, Money Market Accts & CDs: $40.5K",Other: 1,,,
K000392,David,Kustoff,,8651859.03,"$8,652,000","Whole/Universal Insurance: $3.9M; Stock: $2.2M; Mutual Funds: $1.2M; 529 Prepaid Tuition Plan: $450.0K; Bank Accts, Money Market Accts & CDs: $260.5K",Communication Services: 2,,,
L000585,Darin,LaHood,,398500.00,"$398,000",IRA (Held in Cash): $317.5K; Corporate Securities (Bonds & Notes): $40.5K; Other: $40.0K; Real Estate Invest. Trust (REIT): $500,Other: 1,,,
L000598,Nick,LaLota,,473521.68,"$474,000",Exchange Traded Funds (ETF): $175.0K; Hedge Funds & Private Equity Funds (EIF): $154.0K; Mutual Funds: $32.5K; IRA (Held in Cash): $8.0K,,,,
L000578,Doug,LaMalfa,,3510231.50,"$3,510,000","Farms: $3.2M; Bank Accts, Money Market Accts & CDs: $175.0K; Stock: $75.0K; Whole/Universal Insurance: $73.0K; Stock (Not Publicly Traded): $500",,,,
L000601,Greg,Landsman,,2362109.65,"$2,362,000","Stock: $1.5M; Other: $350.0K; Bank Accts, Money Market Accts & CDs: $232.0K; Exchange Traded Funds (ETF): $83.0K; Defined Benefit Pension: $75.0K",Information Technology: 47; Industrials: 29; Health Care: 23; Financials: 16; Consumer Staples: 12,,,
L000600,Nicholas,Langworthy,A.,248371.10,"$248,000","Mutual Funds: $174.0K; Bank Accts, Money Market Accts & CDs: $64.5K; Stock: $8.0K; Govt Securities & Agency Debt: $500",,,,
L000575,James,Lankford,,807161.29,"$807,000","Bank Deposit: $375.0K; Mutual Funds, ETF/Note: $231.0K; Mutual Fund: $144.5K; Corporate Securities, Stock: $8.0K",,,,
L000560,Rick,Larsen,,1295717.67,"$1,296,000",Mutual Funds: $419.5K; Real Property: $375.0K; Stock: $225.5K; Whole/Universal Insurance: $175.0K; Real Estate Invest. Trust (REIT): $40.5K,Industrials: 14; Health Care: 13; Financials: 10; Consumer Staples: 9; Information Technology: 5,,,
L000557,John,Larson,B.,2295804.47,"$2,296,000","Fixed Annuity: $1.5M; Exchange Traded Funds (ETF): $539.0K; Bank Accts, Money Market Accts & CDs: $200.0K; Pensions: $1.5K; Mutual Funds: $500",Health Care: 7; Information Technology: 5; Consumer Discretionary: 3; Consumer Staples: 3; Energy: 3,,,
L000606,George,Latimer,,445048.62,"$445,000","Real Property: $175.0K; Bank Accts, Money Market Accts & CDs: $123.5K; Mutual Funds: $80.0K; Exchange Traded Funds (ETF): $56.0K; Whole/Universal Insurance: $8.0K",,,,
L000566,Robert,Latta,E.,7730431.79,"$7,730,000","Mutual Funds: $4.6M; Bank Accts, Money Market Accts & CDs: $2.3M; Fixed Annuity: $375.5K; Other: $282.5K; Stock: $175.0K",Financials: 16,,,
L000599,Michael,Lawler,,174055.47,"$174,000","Exchange Traded Funds (ETF): $88.0K; Bank Accts, Money Market Accts & CDs: $75.0K",,,,
L000597,Laurel,Lee,M.,14634090.36,"$14,634,000",Stock: $4.6M; Mutual Funds: $3.6M; Ownership Interest (Trade or Business): $3.0M; Exchange Traded Funds (ETF): $775.0K; Hedge Funds & Private Equity Funds (EIF): $750.0K,Information Technology: 4; Health Care: 2; Communication Services: 1; Financials: 1; Consumer Discretionary: 1,,,
L000577,Mike,Lee,,390500.00,"$390,000",Mutual Fund: $207.5K; Bank Deposit: $183.0K,,,,
L000602,Summer,Lee,L.,32500.00,"$32,000","Bank Accts, Money Market Accts & CDs: $32.5K",,,,
L000590,Susie,Lee,,9161503.45,"$9,162,000","Stock: $6.1M; Real Property: $1.9M; Other: $750.0K; Bank Accts, Money Market Accts & CDs: $183.0K; Mutual Funds: $148.0K",Consumer Discretionary: 225; Industrials: 203; Information Technology: 185; Health Care: 127; Financials: 100,,,
L000273,Teresa,Leger Fernandez,,2163019.48,"$2,163,000","Mutual Funds: $1.8M; Exchange Traded Funds (ETF): $325.0K; Bank Accts, Money Market Accts & CDs: $32.5K; IRA (Held in Cash): $500",Financials: 1,,,
L000595,Julia,Letlow,,1934790.68,"$1,935,000","Real Property: $750.0K; Stock: $513.0K; Exchange Traded Funds (ETF): $218.0K; Corporate Securities (Bonds & Notes): $120.5K; Bank Accts, Money Market Accts & CDs: $107.5K",,,,
L000593,Mike,Levin,,1911000.00,"$1,911,000","Mutual Funds: $1.7M; Bank Accts, Money Market Accts & CDs: $175.0K",,,,
L000607,Sam,Liccardo,T.,8346273.06,"$8,346,000","Real Property: $18.0M; Mutual Funds: $1.3M; Defined Benefit Pension: $1.1M; Exchange Traded Funds (ETF): $1.1M; Bank Accts, Money Market Accts & CDs: $730.0K",,,,
L000582,Ted,Lieu,,3858500.00,"$3,858,000","Real Property: $3.4M; Bank Accts, Money Market Accts & CDs: $272.5K; Mutual Funds: $203.0K; Govt Securities & Agency Debt: $8.0K",,,,
L000397,Zoe,Lofgren,,5726139.26,"$5,726,000",Real Property: $3.0M; Exchange Traded Funds (ETF): $1.2M; Mutual Funds: $882.5K; Govt Securities & Agency Debt: $183.0K; Stock (Not Publicly Traded): $175.0K,Financials: 78; Health Care: 58; Information Technology: 41; Consumer Discretionary: 38; Utilities: 37,,,
L000583,Barry,Loudermilk,,107500.00,"$108,000","Bank Accts, Money Market Accts & CDs: $107.5K",,,,
L000491,Frank,Lucas,D.,3012500.00,"$3,012,000","Real Property: $1.3M; Farms: $1.3M; Fixed Annuity: $175.0K; Bank Accts, Money Market Accts & CDs: $115.5K; Whole/Universal Insurance: $65.0K",,,,
L000570,Ben Ray,Luján,,,,,,,,
L000571,Cynthia,Lummis,M.,15496619.13,"$15,497,000","Farm: $6.0M; Corporate Securities, Non-Public Stock: $3.0M; Real Estate, Residential: $3.0M; Real Estate, Commercial: $1.5M; Mutual Fund: $1.2M",Industrials: 1,,,
L000596,Anna Paulina,Luna,,590500.00,"$590,000","Ownership Interest (Trade or Business): $375.0K; Real Property: $175.0K; Bank Accts, Money Market Accts & CDs: $40.5K",Other: 3,,,
L000603,Morgan,Luttrell,,822055.84,"$822,000",Exchange Traded Funds (ETF): $331.0K; Mutual Funds: $168.0K; Other: $131.5K; 529 Prepaid Tuition Plan: $65.0K; 5F: $32.5K,,,,
L000562,Stephen,Lynch,F.,1063000.00,"$1,063,000","Real Property: $750.0K; Other: $175.0K; IRA (Held in Cash): $97.0K; Bank Accts, Money Market Accts & CDs: $33.0K; Stock: $8.0K",Information Technology: 2,,,
M000194,Nancy,Mace,,3428000.00,"$3,428,000","Real Property: $3.0M; Other: $190.5K; Bank Accts, Money Market Accts & CDs: $140.0K; 5F: $65.0K; Whole/Universal Insurance: $32.5K",,,,
M001230,Ryan,Mackenzie,,726354.06,"$726,000","Bank Accts, Money Market Accts & CDs: $415.0K; Excepted/Qualified Blind Trust: $175.0K; Exchange Traded Funds (ETF): $83.0K; Other: $40.5K",,,,
M001223,Seth,Magaziner,,653489.49,"$653,000","Mutual Funds: $338.5K; Other: $129.5K; Bank Accts, Money Market Accts & CDs: $75.0K; 5F: $40.5K; Exchange Traded Funds (ETF): $32.5K",Other: 1,,,
M000317,Nicole,Malliotakis,,1682797.50,"$1,683,000","Bank Accts, Money Market Accts & CDs: $591.8K; Stock: $391.0K; Mutual Funds: $344.5K; Other: $175.0K; Exchange Traded Funds (ETF): $56.0K",,,,
M001228,Celeste,Maloy,,24000.00,"$24,000",Mutual Funds: $16.0K; Pensions: $8.0K,,,,
M000871,Tracey,Mann,,5994832.86,"$5,995,000","Stock (Not Publicly Traded): $3.5M; Real Property: $2.1M; 529 Prepaid Tuition Plan: $182.5K; Bank Accts, Money Market Accts & CDs: $109.0K; Exchange Traded Funds (ETF): $89.0K",Other: 2,,,
M001231,John,Mannion,W.,456000.00,"$456,000","Real Property: $375.0K; Mutual Funds: $73.0K; Bank Accts, Money Market Accts & CDs: $8.0K",,,,
M000133,Edward,Markey,J.,,,,,,,
M001198,Roger,Marshall,,6047441.57,"$6,047,000","Corporate Securities, Non-Public Stock: $3.5M; Mutual Fund: $2.0M; Bank Deposit: $199.0K; Real Estate, Commercial: $183.0K; Business Entity, Limited Liability Company (LLC): $83.0K",Consumer Discretionary: 37; Health Care: 32; Communication Services: 29; Information Technology: 25; Consumer Staples: 6,,,
M001184,Thomas,Massie,,3110802.42,"$3,111,000","Farms: $3.0M; Bank Accts, Money Market Accts & CDs: $65.0K; Stock: $32.5K; Ownership Interest (Trade or Business): $8.0K",Consumer Discretionary: 1,,,
M001199,Brian,Mast,J.,925500.00,"$926,000","Real Property: $750.0K; Bank Accts, Money Market Accts & CDs: $175.0K; Ownership Interest (Trade or Business): $500",Health Care: 21; Consumer Discretionary: 15; Industrials: 12; Consumer Staples: 10; Energy: 8,,,
M001163,Doris,Matsui,O.,2306000.00,"$2,306,000","Bank Accts, Money Market Accts & CDs: $1.2M; Mutual Funds: $1.1M",Information Technology: 1,,,
M001208,Lucy,McBath,,1593467.71,"$1,593,000",Mutual Funds: $1.6M; Stock: $8.5K,,,,
M001238,Sarah,McBride,,,,,,,,
M001157,Michael,McCaul,T.,,,,Financials: 3850; Industrials: 3441; Consumer Discretionary: 2866; Information Technology: 2357; Health Care: 2026,,,
M001136,Lisa,McClain,C.,7848358.62,"$7,848,000","Stock (Not Publicly Traded): $3.0M; Stock: $777.5K; Fixed Annuity: $750.0K; Mutual Funds: $725.0K; Bank Accts, Money Market Accts & CDs: $581.5K",Information Technology: 181; Financials: 113; Health Care: 111; Consumer Discretionary: 98; Industrials: 96,,,
M001232,April,McClain Delaney,,152805957.45,"$152,806,000","Stock (Not Publicly Traded): $41.2M; Hedge Funds & Private Equity Funds (EIF): $33.9M; Govt Securities & Agency Debt: $19.2M; Bank Accts, Money Market Accts & CDs: $17.9M; Other: $12.2M",Financials: 25; Industrials: 24; Health Care: 23; Information Technology: 13; Consumer Discretionary: 12,,,
M001227,Jennifer,McClellan,L.,2506525.86,"$2,507,000",Other: $758.0K; Stock: $550.0K; Real Property: $375.0K; Mutual Funds: $308.0K; 529 Prepaid Tuition Plan: $250.0K,Communication Services: 1,,,
M001177,Tom,McClintock,,44720.64,"$45,000",Pensions: $32.5K; Stock: $8.0K,,,,
M001143,Betty,McCollum,,32000.00,"$32,000",,,,,
M000355,Mitch,McConnell,,65772178.15,"$65,772,000","Mutual Fund: $46.6M; Trust, General Trust: $4.7M; Corporate Securities, Stock: $3.5M; Real Estate, Residential: $3.0M; Other Securities: $925.0K",Financials: 32; Consumer Discretionary: 1; Consumer Staples: 1; Industrials: 1; Materials: 1,,,
M001243,David,McCormick,,174907346.12,"$174,907,000","Real Estate, Residential: $73.5M; Investment Fund, Private Equity Fund: $22.7M; Govt Securities, Municipal Security: $15.1M; Govt Securities, US Treasury/Agency Security: $15.1M; Corporate Securities, Corporate Bond: $11.4M",Financials: 1; Communication Services: 1,,,
M001218,Richard,McCormick,,1282595.93,"$1,283,000","Bank Accts, Money Market Accts & CDs: $350.0K; Mutual Funds: $327.5K; Stock: $208.0K; Ownership Interest (Trade or Business): $175.0K; Exchange Traded Funds (ETF): $120.0K",Industrials: 5; Information Technology: 5; Health Care: 5; Financials: 3; Consumer Staples: 3,,,
M001237,Kristen,McDonald Rivet,,1339000.00,"$1,339,000","IRA (Held in Cash): $782.5K; Mutual Funds: $374.0K; 529 Prepaid Tuition Plan: $75.0K; Fixed Annuity: $75.0K; Bank Accts, Money Market Accts & CDs: $32.5K",,,,
M001240,Addison,McDowell,P.,,,,,,,
M001220,Morgan,McGarvey,,1594140.00,"$1,594,000","Exchange Traded Funds (ETF): $892.5K; Mutual Funds: $328.5K; Bank Accts, Money Market Accts & CDs: $91.0K; 5F: $75.0K; IRA (Held in Cash): $32.0K",Information Technology: 13; Consumer Discretionary: 4; Financials: 4; Industrials: 2; Energy: 1,,,
M000312,James,McGovern,P.,3555484.08,"$3,555,000","Real Property: $3.0M; Mutual Funds: $375.0K; Bank Accts, Money Market Accts & CDs: $175.0K; Stock: $8.0K",Communication Services: 2; Industrials: 1,,,
M001239,John,McGuire,J.,1199282.76,"$1,199,000","Real Property: $750.0K; Stock: $257.0K; Bank Accts, Money Market Accts & CDs: $91.0K; Mutual Funds: $65.0K; Ownership Interest (Trade or Business): $8.5K",Communication Services: 2; Information Technology: 2; Health Care: 1,,,
M001229,LaMonica,McIver,,673000.00,"$673,000","Pensions: $290.5K; Bank Accts, Money Market Accts & CDs: $207.5K; Fixed Annuity: $175.0K",,,,
M001137,Gregory,Meeks,W.,,,,,,,
M001226,Robert,Menendez,,1203911.76,"$1,204,000","Exchange Traded Funds (ETF): $628.5K; Mutual Funds: $319.5K; Bank Accts, Money Market Accts & CDs: $147.5K; Stock (Not Publicly Traded): $8.0K",,,,
M001188,Grace,Meng,,2649377.89,"$2,649,000",Mutual Funds: $1.3M; Real Property: $423.5K; 5F: $415.0K; Fixed Annuity: $215.5K; Whole/Universal Insurance: $107.5K,Industrials: 2,,,
M001176,Jeff,Merkley,,10990000.00,"$10,990,000","Real Estate, Residential: $7.5M; Mutual Fund: $1.7M; Real Estate, Unimproved Land: $375.0K; Bank Deposit: $366.0K; Retirement Plans, Benefit Pension: $65.0K",,,,
M001233,Mark,Messmer,B.,1974238.87,"$1,974,000","Real Property: $997.5K; Mutual Funds: $455.0K; Whole/Universal Insurance: $229.0K; Exchange Traded Funds (ETF): $137.0K; Bank Accts, Money Market Accts & CDs: $99.5K",,,,
M001204,Daniel,Meuser,,69101216.17,"$69,101,000","Ownership Interest (Trade or Business): $55.7M; Mutual Funds: $4.3M; Bank Accts, Money Market Accts & CDs: $4.1M; Stock: $2.6M; Stock (Not Publicly Traded): $766.0K",Information Technology: 26; Communication Services: 13; Financials: 10; Consumer Staples: 4; Energy: 4,,,
M000687,Kweisi,Mfume,,1100000.00,"$1,100,000",Fixed Annuity: $750.0K; Mutual Funds: $350.0K,,,,
M001205,Carol,Miller,D.,27656536.00,"$27,657,000",Ownership Interest (Trade or Business): $16.4M; Real Property: $6.0M; Stock: $2.0M; Mutual Funds: $1.1M; Exchange Traded Funds (ETF): $980.5K,Health Care: 23; Consumer Staples: 22; Industrials: 16; Financials: 6; Utilities: 6,,,
M001211,Mary,Miller,E.,15790500.00,"$15,790,000","Farms: $15.0M; Other: $750.0K; Bank Accts, Money Market Accts & CDs: $40.5K",,,,
M001222,Max,Miller,L.,11596425.65,"$11,596,000",Exchange Traded Funds (ETF): $3.9M; Real Property: $3.0M; Mutual Funds: $3.0M; Hedge Funds & Private Equity Funds (EIF): $603.5K; Other: $375.0K,Other: 59,,,
M001215,Mariannette,Miller-Meeks,,1775500.00,"$1,776,000",Mutual Funds: $1.8M; IRA (Held in Cash): $16.0K,,,,
M001216,Cory,Mills,,21250000.00,"$21,250,000","Real Property: $15.0M; Ownership Interest (Trade or Business): $6.0M; Bank Accts, Money Market Accts & CDs: $250.0K",,,,
M001241,Dave,Min,,2265632.33,"$2,266,000","Real Property: $750.0K; Bank Accts, Money Market Accts & CDs: $415.5K; Other: $406.0K; 5F: $353.0K; Mutual Funds: $256.0K",Information Technology: 2,,,
M001244,Ashley,Moody,,,,,Information Technology: 13; Industrials: 3; Financials: 2; Health Care: 2; Energy: 1,,,
M001194,John,Moolenaar,R.,524500.00,"$524,000","Mutual Funds: $484.0K; Bank Accts, Money Market Accts & CDs: $40.5K",,,,
M001212,Barry,Moore,,2156500.00,"$2,156,000",Real Property: $5.6M; Ownership Interest (Trade or Business): $549.0K; Stock (Not Publicly Traded): $75.0K; Mutual Funds: $16.0K; CT: $8.0K,Other: 8,,,
M001213,Blake,Moore,D.,9714876.54,"$9,715,000","Excepted/Qualified Blind Trust: $3.0M; Real Property: $3.0M; Ownership Interest (Trade or Business): $1.6M; Bank Accts, Money Market Accts & CDs: $782.5K; Exchange Traded Funds (ETF): $480.0K",Consumer Discretionary: 44; Information Technology: 28; Financials: 18; Health Care: 13; Communication Services: 11,,,
M001160,Gwen,Moore,,,,Real Property: $350.0K,,,,
M001235,Riley,Moore,M.,627987.14,"$628,000","Mutual Funds: $550.0K; Bank Accts, Money Market Accts & CDs: $40.5K; Stock: $32.5K",,,,
M001236,Tim,Moore,,7120655.18,"$7,121,000","Bank Accts, Money Market Accts & CDs: $3.9M; Real Property: $1.3M; Stock: $810.0K; Other: $375.0K; Mutual Funds: $32.0K",Consumer Discretionary: 47; Industrials: 26; Health Care: 15; Information Technology: 9; Communication Services: 5,,,
M000934,Jerry,Moran,,3058689.30,"$3,059,000","Bank Deposit: $913.5K; Mutual Funds, ETF/Note: $586.0K; Mutual Fund: $549.0K; Corporate Securities, Stock: $452.0K; Corporate Securities, Non-Public Stock: $375.0K",Financials: 42; Health Care: 35; Information Technology: 32; Communication Services: 31; Consumer Staples: 26,,,
M001224,Nathaniel,Moran,,777356.76,"$777,000","Mutual Funds: $300.0K; Exchange Traded Funds (ETF): $201.5K; Pensions: $107.5K; Whole/Universal Insurance: $75.0K; Bank Accts, Money Market Accts & CDs: $64.5K",,,,
M001206,Joseph,Morelle,D.,606546.46,"$607,000","Pensions: $375.0K; Exchange Traded Funds (ETF): $97.5K; Bank Accts, Money Market Accts & CDs: $81.0K; Whole/Universal Insurance: $24.0K; Mutual Funds: $16.5K",Information Technology: 4; Health Care: 3; Financials: 3; Consumer Discretionary: 2; Utilities: 1,,,
M001242,Bernie,Moreno,,139063731.86,"$139,064,000","Real Estate, Residential: $67.5M; Real Estate, Unimproved Land: $30.0M; Business Entity, Limited Liability Company (LLC): $10.1M; Business Entity, Limited Partnership (LP): $7.7M; Real Estate, Commercial: $7.5M",Other: 4,,,
M001234,Kelly,Morrison,,41424279.13,"$41,424,000",Mutual Funds: $12.9M; Ownership Interest (Trade or Business): $9.5M; Hedge Funds & Private Equity Funds (EIF): $6.7M; Exchange Traded Funds (ETF): $4.5M; Stock: $3.7M,Information Technology: 16; Health Care: 11; Industrials: 9; Communication Services: 6; Consumer Staples: 6,,,
M001217,Jared,Moskowitz,,12125597.08,"$12,126,000","Bank Accts, Money Market Accts & CDs: $6.6M; Stock: $2.8M; Ownership Interest (Trade or Business): $750.0K; Mutual Funds: $621.5K; Exchange Traded Funds (ETF): $619.5K",Health Care: 64; Financials: 54; Information Technology: 46; Industrials: 39; Consumer Discretionary: 36,,,
M001196,Seth,Moulton,,7814856.73,"$7,815,000","Stock (Not Publicly Traded): $3.9M; Real Property: $3.0M; Mutual Funds: $859.5K; Bank Accts, Money Market Accts & CDs: $40.5K; Hedge Funds & Private Equity Funds (EIF): $32.5K",Communication Services: 4; Consumer Discretionary: 4; Utilities: 1; Materials: 1; Consumer Staples: 1,,,
M001219,James,Moylan,C.,549000.00,"$549,000","Real Property: $375.0K; IRA (Held in Cash): $150.0K; Bank Accts, Money Market Accts & CDs: $24.0K",,,,
M001214,Frank,Mrvan,J.,199000.00,"$199,000","Pensions: $175.0K; Bank Accts, Money Market Accts & CDs: $16.0K; 529 Prepaid Tuition Plan: $8.0K",,,,
M001225,Kevin,Mullin,,1115500.00,"$1,116,000","Real Property: $750.0K; Exchange Traded Funds (ETF): $207.5K; Mutual Funds: $150.0K; Bank Accts, Money Market Accts & CDs: $8.0K",,,,
M001190,Markwayne,Mullin,,66112417.15,"$66,112,000","Mutual Fund: $26.0M; Real Estate, Residential: $8.2M; Real Estate, Commercial: $6.3M; Life Insurance, Whole: $6.0M; Business Entity, Limited Liability Company (LLC): $5.2M",Information Technology: 66; Industrials: 46; Health Care: 38; Financials: 32; Consumer Discretionary: 30,,,
M001153,Lisa,Murkowski,,2361832.44,"$2,362,000","Real Estate, Residential: $750.0K; Mutual Funds, ETF/Note: $738.0K; Corporate Securities, Stock: $375.0K; Bank Deposit: $214.5K; Retirement Plans, Benefit Pension: $75.0K",,,,
M001169,Christopher,Murphy,,904000.00,"$904,000","Bank Deposit: $440.0K; Real Estate, Residential: $375.0K; Mutual Fund: $81.0K; Mutual Funds, Stable Value Fund: $8.0K",,,,
M001210,Gregory,Murphy,F.,24235941.50,"$24,236,000","Exchange Traded Funds (ETF): $10.7M; Ownership Interest (Trade or Business): $6.0M; Real Property: $3.0M; Mutual Funds: $2.5M; Bank Accts, Money Market Accts & CDs: $282.5K",Health Care: 1,,,
M001111,Patty,Murray,,3376000.00,"$3,376,000","Mutual Fund: $2.4M; Bank Deposit: $631.5K; Annuity, Fixed: $350.0K; Retirement Plans, Benefit Pension: $32.5K",Financials: 25; Health Care: 21; Consumer Staples: 21; Industrials: 20; Energy: 16,,,
N000002,Jerrold,Nadler,,,,,,,,
N000015,Richard,Neal,E.,217000.00,"$217,000","Bank Accts, Money Market Accts & CDs: $183.0K; Mutual Funds: $34.0K",,,,
N000191,Joe,Neguse,,825000.00,"$825,000",Real Property: $750.0K; IRA (Held in Cash): $75.0K,,,,
N000026,Troy,Nehls,E.,378500.00,"$378,000","Other: $233.0K; Bank Accts, Money Market Accts & CDs: $48.0K; Mutual Funds: $32.5K; Fixed Annuity: $32.5K; Govt Securities & Agency Debt: $32.5K",,,,
N000189,Dan,Newhouse,,18258927.69,"$18,259,000","Farms: $15.8M; Mutual Funds: $1.6M; Stock: $432.0K; Exchange Traded Funds (ETF): $288.0K; Bank Accts, Money Market Accts & CDs: $132.0K",Information Technology: 35; Consumer Discretionary: 23; Industrials: 17; Financials: 17; Consumer Staples: 16,,,
N000188,Donald,Norcross,,6176563.40,"$6,177,000","Pensions: $4.7M; Mutual Funds: $749.5K; Other: $205.0K; Bank Accts, Money Market Accts & CDs: $173.5K; Exchange Traded Funds (ETF): $140.0K",Financials: 1,,,
N000190,Ralph,Norman,,56981538.34,"$56,982,000","Real Property: $38.5M; IRA (Held in Cash): $15.0M; Stock: $1.5M; Mutual Funds: $1.0M; Bank Accts, Money Market Accts & CDs: $815.0K",,,,
N000147,Eleanor Holmes,Norton,,2537608.29,"$2,538,000","Mutual Funds: $1.2M; Exchange Traded Funds (ETF): $680.0K; Stock: $383.5K; Bank Accts, Money Market Accts & CDs: $180.5K; 529 Prepaid Tuition Plan: $75.0K",Utilities: 1,,,
N000193,Zachary,Nunn,,1400449.89,"$1,400,000","Real Property: $550.0K; Bank Accts, Money Market Accts & CDs: $549.0K; 2: $64.0K; 1: $40.5K; 5: $40.5K",,,,
O000019,Jay,Obernolte,,97758000.00,"$97,758,000",Ownership Interest (Trade or Business): $52.5M; Mutual Funds: $39.1M; Debts Owed to the Filer: $3.2M; Real Property: $3.0M,,,,
O000172,Alexandria,Ocasio-Cortez,,49000.00,"$49,000","Bank Accts, Money Market Accts & CDs: $41.0K; Mutual Funds: $8.0K",,,,
O000175,Andrew,Ogles,,673000.00,"$673,000","Real Property: $375.0K; Other: $158.0K; Pensions: $75.0K; Mutual Funds: $32.5K; Bank Accts, Money Market Accts & CDs: $32.5K",,,,
O000176,Johnny,Olszewski,,618017.90,"$618,000","Hedge Funds & Private Equity Funds (EIF): $258.0K; Bank Accts, Money Market Accts & CDs: $191.0K; Mutual Funds: $96.5K; 5F: $23.0K; Stock: $16.0K",,,,
O000173,Ilhan,Omar,,18056500.00,"$18,056,000","Ownership Interest (Trade or Business): $18.0M; Mutual Funds: $40.5K; Bank Accts, Money Market Accts & CDs: $16.0K",,,,
O000177,Robert,Onder,F.,17916959.35,"$17,917,000","Mutual Funds: $7.2M; Exchange Traded Funds (ETF): $3.5M; Ownership Interest (Trade or Business): $3.0M; Real Property: $3.0M; Bank Accts, Money Market Accts & CDs: $423.0K",,,,
O000174,Jon,Ossoff,,3247241.49,"$3,247,000","Trust, Blind: $3.0M; Mutual Fund: $155.0K; Bank Deposit: $56.5K; Mutual Funds, ETF/Note: $24.0K; Foreign Bonds, Foreign Bond: $8.0K",,,,
O000086,Burgess,Owens,,16000.00,"$16,000","Bank Accts, Money Market Accts & CDs: $16.0K",,,,
P000145,Alex,Padilla,,85773.86,"$86,000","Mutual Fund: $40.5K; Bank Deposit: $32.5K; Mutual Funds, ETF/Note: $8.0K",,,,
P000034,Frank,Pallone,,4487575.22,"$4,488,000",Real Property: $2.6M; Mutual Funds: $988.0K; Fixed Annuity: $375.0K; Stock: $211.0K; Exchange Traded Funds (ETF): $185.0K,Consumer Staples: 5; Industrials: 2; Financials: 1; Energy: 1; Utilities: 1,,,
P000609,Gary,Palmer,J.,1589991.34,"$1,590,000",Mutual Funds: $1.1M; Real Property: $375.0K; Stock: $73.0K,Financials: 57; Health Care: 44; Consumer Discretionary: 37; Information Technology: 33; Consumer Staples: 25,,,
P000613,Jimmy,Panetta,,398500.00,"$398,000","Mutual Funds: $366.0K; Bank Accts, Money Market Accts & CDs: $32.5K",,,,
P000614,Chris,Pappas,,4370323.94,"$4,370,000","Ownership Interest (Trade or Business): $3.0M; Mutual Funds: $539.0K; Real Property: $407.5K; RS: $175.0K; Bank Accts, Money Market Accts & CDs: $115.5K",,,,
P000622,Jimmy,Patronis,,,,,,,,
P000603,Rand,Paul,,2092961.22,"$2,093,000","Mutual Fund: $1.3M; Business Entity, Limited Partnership (LP): $432.5K; Real Estate, Residential: $239.5K; Bank Deposit: $40.5K; Personal Property, Other: $32.5K",Other: 1,,,
