bioguide_id,first_name,last_name,middle_name,net_worth_estimate,normalized_net_worth,top_holdings,top_traded_sectors
K000399,Jennifer,Kiggans,A.,4247000.00,"$4,247,000","Other: $3,008,000; Real Property: $750,000; Mutual Funds: $373,500; Bank Accounts, Money Market Accounts and CDs: $83,000; 5F: $32,500",
K000401,Kevin,Kiley,,56500.00,"$56,500","Bank Accounts, Money Market Accounts and CDs: $40,500; Other: $16,000",
K000394,Andy,Kim,,1643975.23,"$1,643,975","Mutual Funds, Mutual Fund: $855,000; Mutual Funds, Exchange Traded Fund/Note: $290,500; Annuity, Fixed: $227,500; Bank Deposit: $215,500",
K000397,Young,Kim,,3618000.00,"$3,618,000","Real Property: $3,000,000; Mutual Funds: $527,000; Bank Accounts, Money Market Accounts and CDs: $75,000; Fixed Annuity: $8,000; Whole/Universal Insurance: $8,000",
K000383,Angus,King,S.,21789668.33,"$21,789,668","Mutual Funds, Mutual Fund: $15,533,500; Mutual Funds, Exchange Traded Fund/Note: $2,934,500; Real Estate, Residential: $1,500,000; Corporate Securities, Stock: $726,000; Government Securities, Municipal Security: $343,000",Information Technology: 11; Communication Services: 10; Health Care: 9; Financials: 8; Energy: 8
K000404,Kimberlyn,King-Hinds,,,,,
K000367,Amy,Klobuchar,,2272500.00,"$2,272,500","Mutual Funds, Mutual Fund: $1,816,500; Retirement Plans, Deferred Compensation: $407,500; Bank Deposit: $48,500",
K000405,Brad,Knott,,4694610.53,"$4,694,611","Stock: $3,523,000; Other: $525,000; Exchange Traded Funds (ETF): $367,100; Mutual Funds: $175,000; Bank Accounts, Money Market Accounts and CDs: $500",Health Care: 1
K000391,Raja,Krishnamoorthi,,3882500.00,"$3,882,500","Mutual Funds: $2,577,500; Other: $658,500; Real Property: $375,000; Stock (Not Publicly Traded): $182,500; Exchange Traded Funds (ETF): $40,500",Other: 1
K000392,David,Kustoff,,8600939.45,"$8,600,939","Whole/Universal Insurance: $3,855,500; Stock: $2,236,000; Mutual Funds: $1,151,000; 529 Prepaid Tuition Plan: $450,000; Bank Accounts, Money Market Accounts and CDs: $260,500",Communication Services: 2
L000585,Darin,LaHood,,398500.00,"$398,500","IRA (Held in Cash): $317,500; Corporate Securities (Bonds and Notes): $40,500; Other: $40,000; Real Estate Invest. Trust (REIT): $500",Other: 1
L000598,Nick,LaLota,,456577.87,"$456,578","Exchange Traded Funds (ETF): $175,000; Hedge Funds & Private Equity Funds (EIF): $154,000; Mutual Funds: $32,500; IRA (Held in Cash): $8,000",
L000578,Doug,LaMalfa,,3499498.61,"$3,499,499","Farms: $3,175,000; Bank Accounts, Money Market Accounts and CDs: $175,000; Stock: $75,000; Whole/Universal Insurance: $73,000; Stock (Not Publicly Traded): $500",
L000601,Greg,Landsman,,2379437.71,"$2,379,438","Stock: $1,492,000; Other: $350,000; Bank Accounts, Money Market Accounts and CDs: $232,000; Exchange Traded Funds (ETF): $83,000; Defined Benefit Pension: $75,000",Information Technology: 47; Industrials: 29; Health Care: 23; Financials: 16; Consumer Staples: 12
L000600,Nicholas,Langworthy,A.,248152.30,"$248,152","Mutual Funds: $174,000; Bank Accounts, Money Market Accounts and CDs: $64,500; Stock: $8,000; Government Securities and Agency Debt: $500",
L000575,James,Lankford,,799291.76,"$799,292","Bank Deposit: $375,000; Mutual Funds, Exchange Traded Fund/Note: $231,000; Mutual Funds, Mutual Fund: $144,500; Corporate Securities, Stock: $8,000",
L000560,Rick,Larsen,,1286581.08,"$1,286,581","Mutual Funds: $419,500; Real Property: $375,000; Stock: $225,500; Whole/Universal Insurance: $175,000; Real Estate Invest. Trust (REIT): $40,500",Industrials: 13; Health Care: 11; Financials: 10; Consumer Staples: 7; Information Technology: 5
L000557,John,Larson,B.,2281633.99,"$2,281,634","Fixed Annuity: $1,500,000; Exchange Traded Funds (ETF): $539,000; Bank Accounts, Money Market Accounts and CDs: $200,000; Pensions: $1,500; Mutual Funds: $500",Health Care: 7; Information Technology: 5; Consumer Discretionary: 3; Consumer Staples: 3; Energy: 3
L000606,George,Latimer,,445894.41,"$445,894","Real Property: $175,000; Bank Accounts, Money Market Accounts and CDs: $123,500; Mutual Funds: $80,000; Exchange Traded Funds (ETF): $56,000; Whole/Universal Insurance: $8,000",
L000566,Robert,Latta,E.,7713855.81,"$7,713,856","Mutual Funds: $4,562,500; Bank Accounts, Money Market Accounts and CDs: $2,337,500; Fixed Annuity: $375,500; Other: $282,500; Stock: $175,000",Financials: 15
L000599,Michael,Lawler,,171123.75,"$171,124","Exchange Traded Funds (ETF): $88,000; Bank Accounts, Money Market Accounts and CDs: $75,000",
L000597,Laurel,Lee,M.,14518824.59,"$14,518,825","Stock: $4,623,750; Mutual Funds: $3,632,500; Ownership Interest (Engaged in a Trade or Business): $3,000,000; Exchange Traded Funds (ETF): $775,000; Hedge Funds & Private Equity Funds (EIF): $750,000",Information Technology: 4; Health Care: 2; Communication Services: 1; Financials: 1; Consumer Discretionary: 1
L000577,Mike,Lee,,390500.00,"$390,500","Mutual Funds, Mutual Fund: $207,500; Bank Deposit: $183,000",
L000602,Summer,Lee,L.,32500.00,"$32,500","Bank Accounts, Money Market Accounts and CDs: $32,500",
L000590,Susie,Lee,,9160617.29,"$9,160,617","Stock: $6,129,000; Real Property: $1,875,000; Other: $750,000; Bank Accounts, Money Market Accounts and CDs: $183,000; Mutual Funds: $148,000",Consumer Discretionary: 225; Industrials: 203; Information Technology: 185; Health Care: 127; Financials: 100
L000273,Teresa,Leger Fernandez,,2156785.79,"$2,156,786","Mutual Funds: $1,752,000; Exchange Traded Funds (ETF): $325,000; Bank Accounts, Money Market Accounts and CDs: $32,500; IRA (Held in Cash): $500",Financials: 1
L000595,Julia,Letlow,,1904757.49,"$1,904,757","Real Property: $750,000; Stock: $513,000; Exchange Traded Funds (ETF): $218,000; Corporate Securities (Bonds and Notes): $120,500; Bank Accounts, Money Market Accounts and CDs: $107,500",
L000593,Mike,Levin,,1911000.00,"$1,911,000","Mutual Funds: $1,736,000; Bank Accounts, Money Market Accounts and CDs: $175,000",
L000607,Sam,Liccardo,T.,8161636.07,"$8,161,636","Real Property: $12,000,000; Defined Benefit Pension: $750,000; Mutual Funds: $652,500; Exchange Traded Funds (ETF): $633,500; Bank Accounts, Money Market Accounts and CDs: $448,000",
L000582,Ted,Lieu,,3858500.00,"$3,858,500","Real Property: $3,375,000; Bank Accounts, Money Market Accounts and CDs: $272,500; Mutual Funds: $203,000; Government Securities and Agency Debt: $8,000",
L000397,Zoe,Lofgren,,5703783.66,"$5,703,784","Real Property: $3,000,000; Exchange Traded Funds (ETF): $1,231,000; Mutual Funds: $882,500; Government Securities and Agency Debt: $183,000; Stock (Not Publicly Traded): $175,000",Financials: 79; Health Care: 58; Information Technology: 41; Consumer Discretionary: 38; Utilities: 37
L000583,Barry,Loudermilk,,107500.00,"$107,500","Bank Accounts, Money Market Accounts and CDs: $107,500",
L000491,Frank,Lucas,D.,3012500.00,"$3,012,500","Farms: $1,300,000; Real Property: $1,300,000; Fixed Annuity: $175,000; Bank Accounts, Money Market Accounts and CDs: $115,500; Whole/Universal Insurance: $65,000",
L000570,Ben Ray,Luján,,,,,
L000571,Cynthia,Lummis,M.,15496348.93,"$15,496,349","Farm: $6,000,000; Real Estate, Residential: $3,000,000; Corporate Securities, Non-Public Stock: $3,000,000; Real Estate, Commercial: $1,500,000; Mutual Funds, Mutual Fund: $1,213,000",Industrials: 1
L000596,Anna Paulina,Luna,,590500.00,"$590,500","Ownership Interest (Engaged in a Trade or Business): $375,000; Real Property: $175,000; Bank Accounts, Money Market Accounts and CDs: $40,500",Other: 3
L000603,Morgan,Luttrell,,810451.65,"$810,452","Exchange Traded Funds (ETF): $331,000; Mutual Funds: $168,000; Other: $131,500; 529 Prepaid Tuition Plan: $65,000; 5F: $32,500",
L000562,Stephen,Lynch,F.,1063000.00,"$1,063,000","Real Property: $750,000; Other: $175,000; IRA (Held in Cash): $97,000; Bank Accounts, Money Market Accounts and CDs: $33,000; Stock: $8,000",Information Technology: 2
M000194,Nancy,Mace,,3428000.00,"$3,428,000","Real Property: $3,000,000; Other: $190,500; Bank Accounts, Money Market Accounts and CDs: $140,000; 5F: $65,000; Whole/Universal Insurance: $32,500",
M001230,Ryan,Mackenzie,,724302.80,"$724,303","Bank Accounts, Money Market Accounts and CDs: $415,000; Excepted/Qualified Blind Trust: $175,000; Exchange Traded Funds (ETF): $83,000; Other: $40,500",
M001223,Seth,Magaziner,,651847.88,"$651,848","Mutual Funds: $338,500; Other: $129,500; Bank Accounts, Money Market Accounts and CDs: $75,000; 5F: $40,500; Exchange Traded Funds (ETF): $32,500",Other: 1
M000317,Nicole,Malliotakis,,1679906.97,"$1,679,907","Bank Accounts, Money Market Accounts and CDs: $591,751; Stock: $391,000; Mutual Funds: $344,500; Other: $175,000; Exchange Traded Funds (ETF): $56,000",
M001228,Celeste,Maloy,,24000.00,"$24,000","Mutual Funds: $16,000; Pensions: $8,000",
M000871,Tracey,Mann,,5988742.32,"$5,988,742","Stock (Not Publicly Traded): $3,498,500; Real Property: $2,082,000; 529 Prepaid Tuition Plan: $182,500; Bank Accounts, Money Market Accounts and CDs: $109,000; Exchange Traded Funds (ETF): $89,000",Other: 2
M001231,John,Mannion,W.,456000.00,"$456,000","Real Property: $375,000; Mutual Funds: $73,000; Bank Accounts, Money Market Accounts and CDs: $8,000",
M000133,Edward,Markey,J.,,,,
M001198,Roger,Marshall,,6043459.29,"$6,043,459","Corporate Securities, Non-Public Stock: $3,456,000; Mutual Funds, Mutual Fund: $1,991,000; Bank Deposit: $199,000; Real Estate, Commercial: $183,000; Business Entity, Limited Liability Company (LLC): $83,000",Consumer Discretionary: 37; Health Care: 32; Communication Services: 29; Information Technology: 25; Consumer Staples: 6
M001184,Thomas,Massie,,3110445.95,"$3,110,446","Farms: $3,000,000; Bank Accounts, Money Market Accounts and CDs: $65,000; Stock: $32,500; Ownership Interest (Engaged in a Trade or Business): $8,000",Consumer Discretionary: 1
M001199,Brian,Mast,J.,925500.00,"$925,500","Real Property: $750,000; Bank Accounts, Money Market Accounts and CDs: $175,000; Ownership Interest (Engaged in a Trade or Business): $500",Health Care: 21; Consumer Discretionary: 15; Industrials: 12; Consumer Staples: 10; Energy: 8
M001163,Doris,Matsui,O.,2306000.00,"$2,306,000","Bank Accounts, Money Market Accounts and CDs: $1,216,000; Mutual Funds: $1,090,000",Information Technology: 1
M001208,Lucy,McBath,,1593099.87,"$1,593,100","Mutual Funds: $1,584,000; Stock: $8,500",
M001238,Sarah,McBride,,,,,
M001157,Michael,McCaul,T.,,,,Financials: 3837; Industrials: 3423; Consumer Discretionary: 2849; Information Technology: 2307; Health Care: 2013
M001136,Lisa,McClain,C.,7826580.76,"$7,826,581","Stock (Not Publicly Traded): $3,000,000; Stock: $777,500; Fixed Annuity: $750,000; Mutual Funds: $725,000; Bank Accounts, Money Market Accounts and CDs: $581,500",Information Technology: 165; Financials: 109; Health Care: 100; Consumer Discretionary: 91; Industrials: 87
M001232,April,McClain Delaney,,152736531.12,"$152,736,531","Stock (Not Publicly Traded): $41,200,000; Hedge Funds & Private Equity Funds (EIF): $33,871,000; Government Securities and Agency Debt: $19,185,000; Bank Accounts, Money Market Accounts and CDs: $17,862,000; Other: $12,180,000",Industrials: 22; Financials: 21; Health Care: 19; Information Technology: 12; Consumer Discretionary: 11
M001227,Jennifer,McClellan,L.,2517250.81,"$2,517,251","Other: $758,000; Stock: $550,000; Real Property: $375,000; Mutual Funds: $308,000; 529 Prepaid Tuition Plan: $250,000",Communication Services: 1
M001177,Tom,McClintock,,43550.77,"$43,551","Pensions: $32,500; Stock: $8,000",
M001143,Betty,McCollum,,32000.00,"$32,000",,
M000355,Mitch,McConnell,,64415108.25,"$64,415,108","Mutual Funds, Mutual Fund: $46,646,500; Trust, General Trust: $4,675,000; Corporate Securities, Stock: $3,457,500; Real Estate, Residential: $3,000,000; Other Securities: $925,000",Financials: 32; Consumer Discretionary: 1; Consumer Staples: 1; Industrials: 1; Materials: 1
M001243,David,McCormick,,176952128.69,"$176,952,129","Real Estate, Residential: $73,500,000; Investment Fund, Private Equity Fund: $22,675,000; Government Securities, Municipal Security: $15,079,500; Government Securities, US Treasury/Agency Security: $15,075,000; Corporate Securities, Corporate Bond: $11,425,000",Financials: 1; Communication Services: 1
M001218,Richard,McCormick,,1279165.75,"$1,279,166","Bank Accounts, Money Market Accounts and CDs: $350,000; Mutual Funds: $327,500; Stock: $208,000; Ownership Interest (Engaged in a Trade or Business): $175,000; Exchange Traded Funds (ETF): $120,000",Information Technology: 4; Health Care: 4; Industrials: 4; Consumer Staples: 3; Real Estate: 2
M001237,Kristen,McDonald Rivet,,1339000.00,"$1,339,000","IRA (Held in Cash): $782,500; Mutual Funds: $374,000; 529 Prepaid Tuition Plan: $75,000; Fixed Annuity: $75,000; Bank Accounts, Money Market Accounts and CDs: $32,500",
M001240,Addison,McDowell,P.,,,,
M001220,Morgan,McGarvey,,1581322.86,"$1,581,323","Exchange Traded Funds (ETF): $892,500; Mutual Funds: $328,500; Bank Accounts, Money Market Accounts and CDs: $91,000; 5F: $75,000; IRA (Held in Cash): $32,000",Information Technology: 13; Consumer Discretionary: 4; Financials: 4; Industrials: 2; Energy: 1
M000312,James,McGovern,P.,3556303.03,"$3,556,303","Real Property: $3,000,000; Mutual Funds: $375,000; Bank Accounts, Money Market Accounts and CDs: $175,000; Stock: $8,000",Communication Services: 2; Industrials: 1
M001239,John,McGuire,J.,1199916.69,"$1,199,917","Real Property: $750,000; Stock: $257,000; Bank Accounts, Money Market Accounts and CDs: $91,000; Mutual Funds: $65,000; Ownership Interest (Engaged in a Trade or Business): $8,500",Communication Services: 2; Information Technology: 2; Health Care: 1
M001229,LaMonica,McIver,,673000.00,"$673,000","Pensions: $290,500; Bank Accounts, Money Market Accounts and CDs: $207,500; Fixed Annuity: $175,000",
M001137,Gregory,Meeks,W.,,,,
M001226,Robert,Menendez,,1191451.70,"$1,191,452","Exchange Traded Funds (ETF): $628,500; Mutual Funds: $319,500; Bank Accounts, Money Market Accounts and CDs: $147,500; Stock (Not Publicly Traded): $8,000",
M001188,Grace,Meng,,2644517.50,"$2,644,518","Mutual Funds: $1,324,000; Real Property: $423,500; 5F: $415,000; Fixed Annuity: $215,500; Whole/Universal Insurance: $107,500",Industrials: 2
M001176,Jeff,Merkley,,10990000.00,"$10,990,000","Real Estate, Residential: $7,500,000; Mutual Funds, Mutual Fund: $1,676,000; Real Estate, Unimproved Land: $375,000; Bank Deposit: $366,000; Retirement Plans, Defined Benefit Pension Plan: $65,000",
M001233,Mark,Messmer,B.,1970291.49,"$1,970,291","Real Property: $997,500; Mutual Funds: $455,000; Whole/Universal Insurance: $229,000; Exchange Traded Funds (ETF): $137,000; Bank Accounts, Money Market Accounts and CDs: $99,500",
M001204,Daniel,Meuser,,69108469.07,"$69,108,469","Ownership Interest (Engaged in a Trade or Business): $55,691,000; Mutual Funds: $4,284,500; Bank Accounts, Money Market Accounts and CDs: $4,096,500; Stock: $2,568,500; Stock (Not Publicly Traded): $766,000",Information Technology: 26; Communication Services: 13; Financials: 10; Consumer Staples: 4; Energy: 4
M000687,Kweisi,Mfume,,1100000.00,"$1,100,000","Fixed Annuity: $750,000; Mutual Funds: $350,000",
M001205,Carol,Miller,D.,27723069.04,"$27,723,069","Ownership Interest (Engaged in a Trade or Business): $16,440,000; Real Property: $6,000,000; Stock: $1,976,500; Mutual Funds: $1,075,000; Exchange Traded Funds (ETF): $980,500",Health Care: 23; Consumer Staples: 22; Industrials: 16; Financials: 6; Utilities: 6
M001211,Mary,Miller,E.,15790500.00,"$15,790,500","Farms: $15,000,000; Other: $750,000; Bank Accounts, Money Market Accounts and CDs: $40,500",
M001222,Max,Miller,L.,11492669.30,"$11,492,669","Exchange Traded Funds (ETF): $3,872,500; Real Property: $3,000,000; Mutual Funds: $2,990,000; Hedge Funds & Private Equity Funds (EIF): $603,500; Other: $375,000",Other: 54
M001215,Mariannette,Miller-Meeks,,1775500.00,"$1,775,500","Mutual Funds: $1,759,500; IRA (Held in Cash): $16,000",
M001216,Cory,Mills,,21250000.00,"$21,250,000","Real Property: $15,000,000; Ownership Interest (Engaged in a Trade or Business): $6,000,000; Bank Accounts, Money Market Accounts and CDs: $250,000",
M001241,Dave,Min,,2268020.60,"$2,268,021","Real Property: $750,000; Bank Accounts, Money Market Accounts and CDs: $415,500; Other: $406,000; 5F: $353,000; Mutual Funds: $256,000",Information Technology: 2
M001244,Ashley,Moody,,,,,Information Technology: 13; Industrials: 3; Financials: 2; Health Care: 2; Energy: 1
M001194,John,Moolenaar,R.,524500.00,"$524,500","Mutual Funds: $484,000; Bank Accounts, Money Market Accounts and CDs: $40,500",
M001212,Barry,Moore,,2156500.00,"$2,156,500","Real Property: $5,647,500; Ownership Interest (Engaged in a Trade or Business): $549,000; Stock (Not Publicly Traded): $75,000; Mutual Funds: $16,000; CT: $8,000",Other: 8
M001213,Blake,Moore,D.,9705049.14,"$9,705,049","Excepted/Qualified Blind Trust: $3,000,000; Real Property: $3,000,000; Ownership Interest (Engaged in a Trade or Business): $1,582,500; Bank Accounts, Money Market Accounts and CDs: $782,500; Exchange Traded Funds (ETF): $480,000",Consumer Discretionary: 44; Information Technology: 28; Financials: 18; Health Care: 13; Communication Services: 11
M001160,Gwen,Moore,,,,"Real Property: $350,000",
M001235,Riley,Moore,M.,626917.75,"$626,918","Mutual Funds: $550,000; Bank Accounts, Money Market Accounts and CDs: $40,500; Stock: $32,500",
M001236,Tim,Moore,,7039783.43,"$7,039,783","Bank Accounts, Money Market Accounts and CDs: $3,873,500; Real Property: $1,325,000; Stock: $810,000; Other: $375,000; Mutual Funds: $32,000",Consumer Discretionary: 46; Industrials: 20; Health Care: 14; Information Technology: 9; Communication Services: 2
M000934,Jerry,Moran,,3017133.75,"$3,017,134","Bank Deposit: $913,500; Mutual Funds, Exchange Traded Fund/Note: $586,000; Mutual Funds, Mutual Fund: $549,000; Corporate Securities, Stock: $452,000; Corporate Securities, Non-Public Stock: $375,000",Financials: 42; Health Care: 35; Information Technology: 32; Communication Services: 29; Consumer Staples: 26
M001224,Nathaniel,Moran,,773836.79,"$773,837","Mutual Funds: $300,000; Exchange Traded Funds (ETF): $201,500; Pensions: $107,500; Whole/Universal Insurance: $75,000; Bank Accounts, Money Market Accounts and CDs: $64,500",
M001206,Joseph,Morelle,D.,605448.78,"$605,449","Pensions: $375,000; Exchange Traded Funds (ETF): $97,500; Bank Accounts, Money Market Accounts and CDs: $81,000; Whole/Universal Insurance: $24,000; Mutual Funds: $16,500",Information Technology: 4; Health Care: 3; Financials: 3; Consumer Discretionary: 2; Utilities: 1
M001242,Bernie,Moreno,,139046562.71,"$139,046,563","Real Estate, Residential: $67,532,500; Real Estate, Unimproved Land: $30,000,000; Business Entity, Limited Liability Company (LLC): $10,125,000; Business Entity, Limited Partnership (LP): $7,675,000; Real Estate, Commercial: $7,532,500",Other: 2
M001234,Kelly,Morrison,,41143864.28,"$41,143,864","Mutual Funds: $12,895,500; Ownership Interest (Engaged in a Trade or Business): $9,528,000; Hedge Funds & Private Equity Funds (EIF): $6,682,500; Exchange Traded Funds (ETF): $4,452,500; Stock: $3,733,500",Information Technology: 16; Health Care: 11; Industrials: 9; Communication Services: 6; Consumer Staples: 6
M001217,Jared,Moskowitz,,12067672.35,"$12,067,672","Bank Accounts, Money Market Accounts and CDs: $6,645,500; Stock: $2,790,500; Ownership Interest (Engaged in a Trade or Business): $750,000; Mutual Funds: $621,500; Exchange Traded Funds (ETF): $619,500",Health Care: 64; Financials: 54; Information Technology: 46; Industrials: 39; Consumer Discretionary: 36
M001196,Seth,Moulton,,7814550.49,"$7,814,550","Stock (Not Publicly Traded): $3,857,500; Real Property: $3,000,000; Mutual Funds: $859,500; Bank Accounts, Money Market Accounts and CDs: $40,500; Hedge Funds & Private Equity Funds (EIF): $32,500",Communication Services: 4; Consumer Discretionary: 4; Utilities: 1; Materials: 1; Consumer Staples: 1
M001219,James,Moylan,C.,549000.00,"$549,000","Real Property: $375,000; IRA (Held in Cash): $150,000; Bank Accounts, Money Market Accounts and CDs: $24,000",
M001214,Frank,Mrvan,J.,199000.00,"$199,000","Pensions: $175,000; Bank Accounts, Money Market Accounts and CDs: $16,000; 529 Prepaid Tuition Plan: $8,000",
M001225,Kevin,Mullin,,1115500.00,"$1,115,500","Real Property: $750,000; Exchange Traded Funds (ETF): $207,500; Mutual Funds: $150,000; Bank Accounts, Money Market Accounts and CDs: $8,000",
M001190,Markwayne,Mullin,,65688910.79,"$65,688,911","Mutual Funds, Mutual Fund: $26,020,500; Real Estate, Residential: $8,233,000; Real Estate, Commercial: $6,350,000; Life Insurance, Whole: $6,000,000; Business Entity, Limited Liability Company (LLC): $5,250,000",Information Technology: 66; Industrials: 46; Health Care: 38; Financials: 32; Consumer Discretionary: 30
M001153,Lisa,Murkowski,,2301564.12,"$2,301,564","Real Estate, Residential: $750,000; Mutual Funds, Exchange Traded Fund/Note: $738,000; Corporate Securities, Stock: $375,000; Bank Deposit: $214,500; Retirement Plans, Defined Benefit Pension Plan: $75,000",
M001169,Christopher,Murphy,,904000.00,"$904,000","Bank Deposit: $440,000; Real Estate, Residential: $375,000; Mutual Funds, Mutual Fund: $81,000; Mutual Funds, Stable Value Fund: $8,000",
M001210,Gregory,Murphy,F.,23985845.34,"$23,985,845","Exchange Traded Funds (ETF): $10,675,000; Ownership Interest (Engaged in a Trade or Business): $6,040,500; Real Property: $3,000,000; Mutual Funds: $2,535,000; Bank Accounts, Money Market Accounts and CDs: $282,500",Health Care: 1
M001111,Patty,Murray,,3376000.00,"$3,376,000","Mutual Funds, Mutual Fund: $2,362,000; Bank Deposit: $631,500; Annuity, Fixed: $350,000; Retirement Plans, Defined Benefit Pension Plan: $32,500",Financials: 25; Health Care: 21; Consumer Staples: 21; Industrials: 20; Energy: 16
N000002,Jerrold,Nadler,,,,,
N000015,Richard,Neal,E.,217000.00,"$217,000","Bank Accounts, Money Market Accounts and CDs: $183,000; Mutual Funds: $34,000",
N000191,Joe,Neguse,,825000.00,"$825,000","Real Property: $750,000; IRA (Held in Cash): $75,000",
N000026,Troy,Nehls,E.,378500.00,"$378,500","Other: $233,000; Bank Accounts, Money Market Accounts and CDs: $48,000; Mutual Funds: $32,500; Fixed Annuity: $32,500; Government Securities and Agency Debt: $32,500",
N000189,Dan,Newhouse,,18254575.12,"$18,254,575","Farms: $15,750,000; Mutual Funds: $1,575,000; Stock: $432,000; Exchange Traded Funds (ETF): $288,000; Bank Accounts, Money Market Accounts and CDs: $132,000",Information Technology: 35; Consumer Discretionary: 23; Industrials: 17; Financials: 17; Consumer Staples: 16
N000188,Donald,Norcross,,6161873.46,"$6,161,873","Pensions: $4,726,000; Mutual Funds: $749,500; Other: $205,000; Bank Accounts, Money Market Accounts and CDs: $173,500; Exchange Traded Funds (ETF): $140,000",Financials: 1
N000190,Ralph,Norman,,56970865.35,"$56,970,865","Real Property: $38,546,000; IRA (Held in Cash): $15,016,000; Stock: $1,459,000; Mutual Funds: $1,017,000; Bank Accounts, Money Market Accounts and CDs: $815,000",
N000147,Eleanor Holmes,Norton,,2544544.00,"$2,544,544","Mutual Funds: $1,159,000; Exchange Traded Funds (ETF): $680,000; Stock: $383,500; Bank Accounts, Money Market Accounts and CDs: $180,500; 529 Prepaid Tuition Plan: $75,000",Utilities: 1
N000193,Zachary,Nunn,,1399769.84,"$1,399,770","Real Property: $550,000; Bank Accounts, Money Market Accounts and CDs: $549,000; 2: $64,000; 1: $40,500; 5: $40,500",
O000019,Jay,Obernolte,,97758000.00,"$97,758,000","Ownership Interest (Engaged in a Trade or Business): $52,500,000; Mutual Funds: $39,075,000; Debts Owed to the Filer: $3,183,000; Real Property: $3,000,000",
O000172,Alexandria,Ocasio-Cortez,,49000.00,"$49,000","Bank Accounts, Money Market Accounts and CDs: $41,000; Mutual Funds: $8,000",
O000175,Andrew,Ogles,,673000.00,"$673,000","Real Property: $375,000; Other: $158,000; Pensions: $75,000; Bank Accounts, Money Market Accounts and CDs: $32,500; Mutual Funds: $32,500",
O000176,Johnny,Olszewski,,617304.51,"$617,305","Hedge Funds & Private Equity Funds (EIF): $258,000; Bank Accounts, Money Market Accounts and CDs: $191,000; Mutual Funds: $96,500; 5F: $23,000; Stock: $16,000",
O000173,Ilhan,Omar,,18056500.00,"$18,056,500","Ownership Interest (Engaged in a Trade or Business): $18,000,000; Mutual Funds: $40,500; Bank Accounts, Money Market Accounts and CDs: $16,000",
O000177,Robert,Onder,F.,17809994.12,"$17,809,994","Mutual Funds: $7,197,500; Exchange Traded Funds (ETF): $3,490,000; Ownership Interest (Engaged in a Trade or Business): $3,000,000; Real Property: $3,000,000; Bank Accounts, Money Market Accounts and CDs: $423,000",
O000174,Jon,Ossoff,,3246526.28,"$3,246,526","Trust, Blind: $3,000,000; Mutual Funds, Mutual Fund: $155,000; Bank Deposit: $56,500; Mutual Funds, Exchange Traded Fund/Note: $24,000; Foreign Bonds, Foreign Bond: $8,000",
O000086,Burgess,Owens,,16000.00,"$16,000","Bank Accounts, Money Market Accounts and CDs: $16,000",
P000145,Alex,Padilla,,84981.67,"$84,982","Mutual Funds, Mutual Fund: $40,500; Bank Deposit: $32,500; Mutual Funds, Exchange Traded Fund/Note: $8,000",
P000034,Frank,Pallone,,4478879.05,"$4,478,879","Real Property: $2,625,000; Mutual Funds: $988,000; Fixed Annuity: $375,000; Stock: $211,000; Exchange Traded Funds (ETF): $185,000",Consumer Staples: 5; Industrials: 2; Financials: 1; Energy: 1; Utilities: 1
P000609,Gary,Palmer,J.,1585892.44,"$1,585,892","Mutual Funds: $1,125,000; Real Property: $375,000; Stock: $73,000",Financials: 57; Health Care: 44; Consumer Discretionary: 37; Information Technology: 33; Consumer Staples: 25
P000613,Jimmy,Panetta,,398500.00,"$398,500","Mutual Funds: $366,000; Bank Accounts, Money Market Accounts and CDs: $32,500",
P000614,Chris,Pappas,,4385939.11,"$4,385,939","Ownership Interest (Engaged in a Trade or Business): $3,000,000; Mutual Funds: $539,000; Real Property: $407,500; RS: $175,000; Bank Accounts, Money Market Accounts and CDs: $115,500",
P000622,Jimmy,Patronis,,,,,
P000603,Rand,Paul,,2090450.76,"$2,090,451","Mutual Funds, Mutual Fund: $1,319,500; Business Entity, Limited Partnership (LP): $432,500; Real Estate, Residential: $239,500; Bank Deposit: $40,500; Personal Property, Other: $32,500",Other: 1
P000197,Nancy,Pelosi,,272122769.55,"$272,122,770","Stock: $133,748,000; Ownership Interest (Engaged in a Trade or Business): $70,172,500; Real Property: $45,000,000; Asset-Backed Securities: $4,475,000; Options: $3,000,000",Information Technology: 69; Financials: 28; Communication Services: 26; Consumer Discretionary: 13; Industrials: 3
G000600,Marie Gluesenkamp,Perez,,965000.00,"$965,000","Real Property: $750,000; Mutual Funds: $107,500; Ownership Interest (Engaged in a Trade or Business): $75,000; Bank Accounts, Money Market Accounts and CDs: $32,500",
P000605,Scott,Perry,,1509000.00,"$1,509,000","Mutual Funds: $655,000; Real Property: $525,000; Bank Accounts, Money Market Accounts and CDs: $223,500; 529 Prepaid Tuition Plan: $65,000; Whole/Universal Insurance: $32,500",
P000595,Gary,Peters,C.,7361516.69,"$7,361,517","Corporate Securities, Stock: $2,506,000; Mutual Funds, Mutual Fund: $2,103,500; Bank Deposit: $706,500; Mutual Funds, Exchange Traded Fund/Note: $665,500; Government Securities, Municipal Security: $531,000",Financials: 14; Real Estate: 12; Industrials: 7; Materials: 6; Health Care: 6
