bioguide_id,first_name,last_name,middle_name,net_worth_estimate,top_holdings
M001220,Morgan,McGarvey,,1580281.89,"Exchange Traded Funds (ETF): $892,500; Mutual Funds: $328,500; Bank Accnts, Money Market Accnts & CDs: $91,000; 5F: $75,000; IRA (Held in Cash): $32,000"
M000312,James,McGovern,P.,3556555.38,"Real Property: $3,000,000; Mutual Funds: $375,000; Bank Accnts, Money Market Accnts & CDs: $175,000; Stock: $8,000"
M001239,John,McGuire,J.,1199629.67,"Real Property: $750,000; Stock: $257,000; Bank Accnts, Money Market Accnts & CDs: $91,000; Mutual Funds: $65,000; Ownership Interest (Trade or Business): $8,500"
M001229,LaMonica,McIver,,673000.00,"Pensions: $290,500; Bank Accnts, Money Market Accnts & CDs: $207,500; Fixed Annuity: $175,000"
M001137,Gregory,Meeks,W.,,
M001226,Robert,Menendez,,1195126.16,"Exchange Traded Funds (ETF): $628,500; Mutual Funds: $319,500; Bank Accnts, Money Market Accnts & CDs: $147,500; Stock (Not Publicly Traded): $8,000"
M001188,Grace,Meng,,2644646.41,"Mutual Funds: $1,324,000; Real Property: $423,500; 5F: $415,000; Fixed Annuity: $215,500; Whole/Universal Insurance: $107,500"
M001176,Jeff,Merkley,,10990000.00,"Real Estate, Residential: $7,500,000; Mutual Funds: $1,676,000; Real Estate, Unimproved Land: $375,000; Bank Deposit: $366,000; Retirement Plans, Defined Benefit Pension: $65,000"
M001233,Mark,Messmer,B.,1970968.67,"Real Property: $997,500; Mutual Funds: $455,000; Whole/Universal Insurance: $229,000; Exchange Traded Funds (ETF): $137,000; Bank Accnts, Money Market Accnts & CDs: $99,500"
M001204,Daniel,Meuser,,69127325.73,"Ownership Interest (Trade or Business): $55,691,000; Mutual Funds: $4,284,500; Bank Accnts, Money Market Accnts & CDs: $4,096,500; Stock: $2,568,500; Stock (Not Publicly Traded): $766,000"
M000687,Kweisi,Mfume,,1100000.00,"Fixed Annuity: $750,000; Mutual Funds: $350,000"
M001205,Carol,Miller,D.,27716766.72,"Ownership Interest (Trade or Business): $16,440,000; Real Property: $6,000,000; Stock: $1,976,500; Mutual Funds: $1,075,000; Exchange Traded Funds (ETF): $980,500"
M001211,Mary,Miller,E.,15790500.00,"Farms: $15,000,000; Other: $750,000; Bank Accnts, Money Market Accnts & CDs: $40,500"
M001222,Max,Miller,L.,11497347.47,"Exchange Traded Funds (ETF): $3,872,500; Real Property: $3,000,000; Mutual Funds: $2,990,000; Hedge Funds & Private Equity Funds (EIF): $603,500; Other: $375,000"
M001215,Mariannette,Miller-Meeks,,1775500.00,"Mutual Funds: $1,759,500; IRA (Held in Cash): $16,000"
M001216,Cory,Mills,,21250000.00,"Real Property: $15,000,000; Ownership Interest (Trade or Business): $6,000,000; Bank Accnts, Money Market Accnts & CDs: $250,000"
M001241,Dave,Min,,2266015.02,"Real Property: $750,000; Bank Accnts, Money Market Accnts & CDs: $415,500; Other: $406,000; 5F: $353,000; Mutual Funds: $256,000"
M001244,Ashley,Moody,,,
M001194,John,Moolenaar,R.,524500.00,"Mutual Funds: $484,000; Bank Accnts, Money Market Accnts & CDs: $40,500"
M001212,Barry,Moore,,2156500.00,"Real Property: $5,647,500; Ownership Interest (Trade or Business): $549,000; Stock (Not Publicly Traded): $75,000; Mutual Funds: $16,000; CT: $8,000"
M001213,Blake,Moore,D.,9704168.84,"Excepted/Qualified Blind Trust: $3,000,000; Real Property: $3,000,000; Ownership Interest (Trade or Business): $1,582,500; Bank Accnts, Money Market Accnts & CDs: $782,500; Exchange Traded Funds (ETF): $480,000"
M001160,Gwen,Moore,,,"Real Property: $350,000"
M001235,Riley,Moore,M.,627785.59,"Mutual Funds: $550,000; Bank Accnts, Money Market Accnts & CDs: $40,500; Stock: $32,500"
M001236,Tim,Moore,,7035797.44,"Bank Accnts, Money Market Accnts & CDs: $3,873,500; Real Property: $1,325,000; Stock: $810,000; Other: $375,000; Mutual Funds: $32,000"
M000934,Jerry,Moran,,3015498.25,"Bank Deposit: $913,500; Mutual Funds, Exchange Traded Fund: $586,000; Mutual Funds: $549,000; Corporate Securities, Stock: $452,000; Corporate Securities, Non-Public Stock: $375,000"
M001224,Nathaniel,Moran,,774831.82,"Mutual Funds: $300,000; Exchange Traded Funds (ETF): $201,500; Pensions: $107,500; Whole/Universal Insurance: $75,000; Bank Accnts, Money Market Accnts & CDs: $64,500"
M001206,Joseph,Morelle,D.,605546.82,"Pensions: $375,000; Exchange Traded Funds (ETF): $97,500; Bank Accnts, Money Market Accnts & CDs: $81,000; Whole/Universal Insurance: $24,000; Mutual Funds: $16,500"
M001242,Bernie,Moreno,,139050369.63,"Real Estate, Residential: $67,532,500; Real Estate, Unimproved Land: $30,000,000; Business Entity, LLC: $10,125,000; Business Entity, Limited Partnership (LP): $7,675,000; Real Estate, Commercial: $7,532,500"
M001234,Kelly,Morrison,,41142818.47,"Mutual Funds: $12,895,500; Ownership Interest (Trade or Business): $9,528,000; Hedge Funds & Private Equity Funds (EIF): $6,682,500; Exchange Traded Funds (ETF): $4,452,500; Stock: $3,733,500"
M001217,Jared,Moskowitz,,12076283.32,"Bank Accnts, Money Market Accnts & CDs: $6,645,500; Stock: $2,790,500; Ownership Interest (Trade or Business): $750,000; Mutual Funds: $621,500; Exchange Traded Funds (ETF): $619,500"
M001196,Seth,Moulton,,7814485.00,"Stock (Not Publicly Traded): $3,857,500; Real Property: $3,000,000; Mutual Funds: $859,500; Bank Accnts, Money Market Accnts & CDs: $40,500; Hedge Funds & Private Equity Funds (EIF): $32,500"
M001219,James,Moylan,C.,549000.00,"Real Property: $375,000; IRA (Held in Cash): $150,000; Bank Accnts, Money Market Accnts & CDs: $24,000"
M001214,Frank,Mrvan,J.,199000.00,"Pensions: $175,000; Bank Accnts, Money Market Accnts & CDs: $16,000; 529 Prepaid Tuition Plan: $8,000"
M001225,Kevin,Mullin,,1115500.00,"Real Property: $750,000; Exchange Traded Funds (ETF): $207,500; Mutual Funds: $150,000; Bank Accnts, Money Market Accnts & CDs: $8,000"
M001190,Markwayne,Mullin,,65815250.94,"Mutual Funds: $26,020,500; Real Estate, Residential: $8,233,000; Real Estate, Commercial: $6,350,000; Life Insurance, Whole: $6,000,000; Business Entity, LLC: $5,250,000"
M001153,Lisa,Murkowski,,2300713.04,"Real Estate, Residential: $750,000; Mutual Funds, Exchange Traded Fund: $738,000; Corporate Securities, Stock: $375,000; Bank Deposit: $214,500; Retirement Plans, Defined Benefit Pension: $75,000"
M001169,Christopher,Murphy,,904000.00,"Bank Deposit: $440,000; Real Estate, Residential: $375,000; Mutual Funds: $81,000; Mutual Funds, Stable Value Fund: $8,000"
M001210,Gregory,Murphy,F.,24014296.04,"Exchange Traded Funds (ETF): $10,675,000; Ownership Interest (Trade or Business): $6,040,500; Real Property: $3,000,000; Mutual Funds: $2,535,000; Bank Accnts, Money Market Accnts & CDs: $282,500"
M001111,Patty,Murray,,3376000.00,"Mutual Funds: $2,362,000; Bank Deposit: $631,500; Annuity, Fixed: $350,000; Retirement Plans, Defined Benefit Pension: $32,500"
N000002,Jerrold,Nadler,,,
N000015,Richard,Neal,E.,217000.00,"Bank Accnts, Money Market Accnts & CDs: $183,000; Mutual Funds: $34,000"
N000191,Joe,Neguse,,825000.00,"Real Property: $750,000; IRA (Held in Cash): $75,000"
N000026,Troy,Nehls,E.,378500.00,"Other: $233,000; Bank Accnts, Money Market Accnts & CDs: $48,000; Fixed Annuity: $32,500; Govt Securities & Agency Debt: $32,500; Mutual Funds: $32,500"
N000189,Dan,Newhouse,,18254609.11,"Farms: $15,750,000; Mutual Funds: $1,575,000; Stock: $432,000; Exchange Traded Funds (ETF): $288,000; Bank Accnts, Money Market Accnts & CDs: $132,000"
N000188,Donald,Norcross,,6162155.73,"Pensions: $4,726,000; Mutual Funds: $749,500; Other: $205,000; Bank Accnts, Money Market Accnts & CDs: $173,500; Exchange Traded Funds (ETF): $140,000"
N000190,Ralph,Norman,,56982659.73,"Real Property: $38,546,000; IRA (Held in Cash): $15,016,000; Stock: $1,459,000; Mutual Funds: $1,017,000; Bank Accnts, Money Market Accnts & CDs: $815,000"
N000147,Eleanor Holmes,Norton,,2543439.62,"Mutual Funds: $1,159,000; Exchange Traded Funds (ETF): $680,000; Stock: $383,500; Bank Accnts, Money Market Accnts & CDs: $180,500; 529 Prepaid Tuition Plan: $75,000"
N000193,Zachary,Nunn,,1399828.17,"Real Property: $550,000; Bank Accnts, Money Market Accnts & CDs: $549,000; 2: $64,000; 1: $40,500; 5: $40,500"
O000019,Jay,Obernolte,,97758000.00,"Ownership Interest (Trade or Business): $52,500,000; Mutual Funds: $39,075,000; Debts Owed to the Filer: $3,183,000; Real Property: $3,000,000"
O000172,Alexandria,Ocasio-Cortez,,49000.00,"Bank Accnts, Money Market Accnts & CDs: $41,000; Mutual Funds: $8,000"
O000175,Andrew,Ogles,,673000.00,"Real Property: $375,000; Other: $158,000; Pensions: $75,000; Bank Accnts, Money Market Accnts & CDs: $32,500; Mutual Funds: $32,500"
O000176,Johnny,Olszewski,,617479.85,"Hedge Funds & Private Equity Funds (EIF): $258,000; Bank Accnts, Money Market Accnts & CDs: $191,000; Mutual Funds: $96,500; 5F: $23,000; Stock: $16,000"
O000173,Ilhan,Omar,,18056500.00,"Ownership Interest (Trade or Business): $18,000,000; Mutual Funds: $40,500; Bank Accnts, Money Market Accnts & CDs: $16,000"
O000177,Robert,Onder,F.,17806575.35,"Mutual Funds: $7,197,500; Exchange Traded Funds (ETF): $3,490,000; Ownership Interest (Trade or Business): $3,000,000; Real Property: $3,000,000; Bank Accnts, Money Market Accnts & CDs: $423,000"
O000174,Jon,Ossoff,,3246875.22,"Trust, Blind: $3,000,000; Mutual Funds: $155,000; Bank Deposit: $56,500; Mutual Funds, Exchange Traded Fund: $24,000; Foreign Bonds, Foreign Bond: $8,000"
O000086,Burgess,Owens,,16000.00,"Bank Accnts, Money Market Accnts & CDs: $16,000"
P000145,Alex,Padilla,,84688.53,"Mutual Funds: $40,500; Bank Deposit: $32,500; Mutual Funds, Exchange Traded Fund: $8,000"
P000034,Frank,Pallone,,4480135.92,"Real Property: $2,625,000; Mutual Funds: $988,000; Fixed Annuity: $375,000; Stock: $211,000; Exchange Traded Funds (ETF): $185,000"
P000609,Gary,Palmer,J.,1587728.51,"Mutual Funds: $1,125,000; Real Property: $375,000; Stock: $73,000"
P000613,Jimmy,Panetta,,398500.00,"Mutual Funds: $366,000; Bank Accnts, Money Market Accnts & CDs: $32,500"
P000614,Chris,Pappas,,4384224.55,"Ownership Interest (Trade or Business): $3,000,000; Mutual Funds: $539,000; Real Property: $407,500; RS: $175,000; Bank Accnts, Money Market Accnts & CDs: $115,500"
P000622,Jimmy,Patronis,,,
P000603,Rand,Paul,,2090141.26,"Mutual Funds: $1,319,500; Business Entity, Limited Partnership (LP): $432,500; Real Estate, Residential: $239,500; Bank Deposit: $40,500; Personal Property, Other: $32,500"
P000197,Nancy,Pelosi,,272305132.20,"Stock: $133,748,000; Ownership Interest (Trade or Business): $70,172,500; Real Property: $45,000,000; Asset-Backed Securities: $4,475,000; Options: $3,000,000"
G000600,Marie Gluesenkamp,Perez,,965000.00,"Real Property: $750,000; Mutual Funds: $107,500; Ownership Interest (Trade or Business): $75,000; Bank Accnts, Money Market Accnts & CDs: $32,500"
P000605,Scott,Perry,,1509000.00,"Mutual Funds: $655,000; Real Property: $525,000; Bank Accnts, Money Market Accnts & CDs: $223,500; 529 Prepaid Tuition Plan: $65,000; Whole/Universal Insurance: $32,500"
P000595,Gary,Peters,C.,7373988.81,"Corporate Securities, Stock: $2,506,000; Mutual Funds: $2,103,500; Bank Deposit: $706,500; Mutual Funds, Exchange Traded Fund: $665,500; Govt Securities, Municipal Security: $531,000"
P000608,Scott,Peters,H.,59274920.51,"Govt Securities & Agency Debt: $14,872,501; Exchange Traded Funds (ETF): $13,670,000; Mutual Funds: $8,540,500; Ownership Interest (Trade or Business): $4,458,000; Stock: $3,000,000"
P000620,Brittany,Pettersen,,855000.00,"Real Property: $750,000; Bank Accnts, Money Market Accnts & CDs: $40,500; 5F: $32,500; Mutual Funds: $24,000; Ownership Interest (Trade or Business): $8,000"
P000048,August,Pfluger,,1627837.77,"Real Property: $750,000; Ownership Interest (Trade or Business): $333,000; Stock: $233,000; Mutual Funds: $202,500; Bank Accnts, Money Market Accnts & CDs: $73,000"
P000597,Chellie,Pingree,,7386907.99,"Real Property: $3,000,000; Hedge Funds & Private Equity Funds (EIF): $3,000,000; Exchange Traded Funds (ETF): $767,500; Bank Accnts, Money Market Accnts & CDs: $550,000"
P000610,Stacey,Plaskett,E.,,
P000607,Mark,Pocan,,1328000.00,"Ownership Interest (Trade or Business): $750,000; Bank Accnts, Money Market Accnts & CDs: $375,000; Mutual Funds: $138,000; Govt Securities & Agency Debt: $65,000"
P000621,Nellie,Pou,,1144632.43,"Bank Accnts, Money Market Accnts & CDs: $565,500; Other: $375,000; Mutual Funds: $107,500; Debts Owed to the Filer: $32,500; Exchange Traded Funds (ETF): $32,500"
P000617,Ayanna,Pressley,,5250000.00,"Real Property: $5,250,000"
Q000023,Mike,Quigley,,,
R000600,Aumua Amata Coleman,Radewagen,,193000.00,"Mutual Funds: $120,000; Real Property: $32,500; Other: $32,500; Bank Accnts, Money Market Accnts & CDs: $8,000"
R000617,Delia,Ramirez,C.,825000.00,"Real Property: $750,000; Ownership Interest (Trade or Business): $75,000"
R000621,Emily,Randall,,112265.89,"Mutual Funds: $75,000; Bank Accnts, Money Market Accnts & CDs: $16,000; Stock: $16,000; IRA (Held in Cash): $8,000"
R000606,Jamie,Raskin,,6570182.86,"Mutual Funds: $2,811,500; Exchange Traded Funds (ETF): $1,840,500; Pensions: $750,000; Bank Accnts, Money Market Accnts & CDs: $489,500; Fixed Annuity: $350,000"
R000122,Jack,Reed,,325495.25,"Mutual Funds, Exchange Traded Fund: $201,500; Bank Deposit: $48,500; Mutual Funds: $40,000"
R000610,Guy,Reschenthaler,,347000.00,"Mutual Funds: $282,500; Bank Accnts, Money Market Accnts & CDs: $40,500; CT: $24,000"
R000618,Pete,Ricketts,,205195791.36,"Corporate Securities, Stock: $63,008,000; Mutual Funds, Exchange Traded Fund: $37,197,500; Bank Deposit: $24,302,500; Real Estate, Unimproved Land: $18,000,000; Real Estate, Residential: $9,000,000"
R000622,Josh,Riley,,1573489.53,"Mutual Funds: $927,500; Exchange Traded Funds (ETF): $375,000; RS: $175,000; Bank Accnts, Money Market Accnts & CDs: $16,500; Stock (Not Publicly Traded): $8,000"
R000584,James,Risch,E.,56533428.92,"Farm: $33,000,000; Real Estate, Commercial: $15,375,000; Corporate Securities, Non-Public Stock: $3,375,000; Real Estate, Residential: $2,250,000; Accounts Receivable, From a Business: $1,125,000"
R000620,Luz,Rivas,M.,3083000.00,"Real Property: $3,000,000; Mutual Funds: $83,000"
R000395,Harold,Rogers,,,
R000575,Mike,Rogers,D.,,
R000612,John,Rose,W.,57956944.14,"Ownership Interest (Trade or Business): $16,122,000; Debts Owed to the Filer: $15,750,000; Farms: $15,000,000; Mutual Funds: $4,520,500; Stock (Not Publicly Traded): $4,232,500"
R000608,Jacky,Rosen,,16895962.17,"Mutual Funds: $11,014,500; Corporate Securities, Stock: $3,346,000; Mutual Funds, Exchange Traded Fund: $1,358,500; Bank Deposit: $430,000"
R000305,Deborah,Ross,K.,5578158.51,"Real Property: $1,950,000; Mutual Funds: $1,777,500; Exchange Traded Funds (ETF): $1,065,500; Stock: $348,500; Bank Accnts, Money Market Accnts & CDs: $221,500"
R000605,Mike,Rounds,,9202349.15,"Mutual Funds, Exchange Traded Fund: $3,449,000; Farm: $3,375,000; Business Entity, LLC: $790,500; Bank Deposit: $640,500; Real Estate, Commercial: $612,500"
R000603,David,Rouzer,,938196.80,"Mutual Funds: $625,000; Exchange Traded Funds (ETF): $210,000; Stock: $48,500; Bank Accnts, Money Market Accnts & CDs: $16,000; IRA (Held in Cash): $8,000"
R000614,Chip,Roy,,1340182.86,"Mutual Funds: $455,500; Bank Accnts, Money Market Accnts & CDs: $407,000; Other: $350,000; Stock: $175,000; Pensions: $40,500"
R000595,Marco,Rubio,,3103931.61,"Real Estate, Residential: $3,000,000; Education Savings Plans, 529 Prepaid Tuition: $48,500; Mutual Funds: $32,500; Bank Deposit: $16,000; Corporate Securities, Stock: $8,000"
R000599,Raul,Ruiz,,737691.00,"Exchange Traded Funds (ETF): $453,500; Mutual Funds: $113,500; Bank Accnts, Money Market Accnts & CDs: $107,500; 5F: $16,000; IRA (Held in Cash): $8,000"
R000619,Michael,Rulli,A.,26911000.00,"Real Property: $21,375,000; Other: $3,750,000; Whole/Universal Insurance: $1,500,000; Bank Accnts, Money Market Accnts & CDs: $253,500; Pensions: $32,500"
R000609,John,Rutherford,H.,1152831.37,"Real Property: $375,000; Whole/Universal Insurance: $375,000; Exchange Traded Funds (ETF): $186,000; Bank Accnts, Money Market Accnts & CDs: $107,500; Mutual Funds: $40,500"
R000579,Patrick,Ryan,,3035879.75,"Mutual Funds: $1,702,500; Stock: $651,000; Bank Accnts, Money Market Accnts & CDs: $355,000; Stock (Not Publicly Traded): $183,000; 5F: $65,000"
S000168,Maria Elvira,Salazar,,2165756.64,"Mutual Funds: $939,000; Exchange Traded Funds (ETF): $654,500; IRA (Held in Cash): $183,000; 5F: $107,500; Stock: $82,500"
S001226,Andrea,Salinas,,765084.38,"Mutual Funds: $326,500; Exchange Traded Funds (ETF): $318,500; Bank Accnts, Money Market Accnts & CDs: $83,000; IRA (Held in Cash): $8,000"
S001156,Linda,Sánchez,T.,1558191.38,"Real Property: $1,500,000; 5F: $32,500; Bank Accnts, Money Market Accnts & CDs: $8,500; Pensions: $8,000; Stock: $8,000"
S000033,Bernard,Sanders,,1154000.00,"Mutual Funds: $648,500; Bank Deposit: $422,500; Annuity, Fixed: $83,000"
S001176,Steve,Scalise,,8000.00,"Bank Accnts, Money Market Accnts & CDs: $8,000"
S001205,Mary Gay,Scanlon,,10094623.12,"Mutual Funds: $6,359,500; Fixed Annuity: $1,125,000; Bank Accnts, Money Market Accnts & CDs: $989,500; Whole/Universal Insurance: $937,500; Exchange Traded Funds (ETF): $269,000"
S001145,Janice,Schakowsky,D.,586000.00,"Mutual Funds: $440,000; Bank Accnts, Money Market Accnts & CDs: $105,500; Whole/Universal Insurance: $32,500; 529 Prepaid Tuition Plan: $8,000"
S001194,Brian,Schatz,,4808500.00,"Real Estate, Residential: $4,200,000; Mutual Funds: $576,000; Bank Deposit: $32,500"
S001150,Adam,Schiff,B.,2089042.72,"Mutual Funds: $875,000; Mutual Funds, Exchange Traded Fund: $832,500; Corporate Securities, Stock: $175,000; Annuity, Fixed: $32,500; Bank Deposit: $16,000"
S001228,Derek,Schmidt,,3446856.42,"Exchange Traded Funds (ETF): $1,134,000; Mutual Funds: $770,000; Real Property: $725,000; Bank Accnts, Money Market Accnts & CDs: $330,000; 5F: $250,000"
S001227,Eric,Schmitt,,1009642.18,"Mutual Funds, Exchange Traded Fund: $563,000; Life Insurance, Whole: $150,000; Govt Securities, US Treasury/Agency Security: $129,500; Retirement Plans, Defined Benefit Pension: $32,500; Mutual Funds: $24,000"
S001190,Bradley Scott,Schneider,,9639551.18,"Hedge Funds & Private Equity Funds (EIF): $4,692,000; Mutual Funds: $1,163,000; Exchange Traded Funds (ETF): $900,000; Bank Accnts, Money Market Accnts & CDs: $439,000; Real Property: $375,000"
S001221,Hillary,Scholten,J.,598012.54,"Mutual Funds: $321,500; Exchange Traded Funds (ETF): $184,000; Fixed Annuity: $32,500; Bank Accnts, Money Market Accnts & CDs: $32,000"
S001216,Kim,Schrier,,29830859.98,"Excepted/Qualified Blind Trust: $12,550,000; Exchange Traded Funds (ETF): $2,651,000; Mutual Funds: $974,000; Bank Accnts, Money Market Accnts & CDs: $790,500; Stock: $107,500"
S000148,Charles,Schumer,E.,2001000.00,"Mutual Funds: $1,072,000; Annuity, Fixed: $382,500; Bank Deposit: $306,500; Deferred Compensation: $175,000; Business Entity, LLC: $65,000"
S001183,David,Schweikert,,703500.00,"Mutual Funds: $703,500"
S001189,Austin,Scott,,1634250.01,"Bank Accnts, Money Market Accnts & CDs: $607,000; Real Property: $582,500; Other: $191,000; Stock: $106,500; Mutual Funds: $72,500"
S001157,David,Scott,,3259215.55,"Real Property: $3,000,000; Whole/Universal Insurance: $250,000; Stock: $8,000"
S001217,Rick,Scott,,504134393.18,"Investment Fund, Private Equity Fund: $115,685,000; Investment Fund, Hedge Fund: $63,032,000; Real Estate, Residential: $40,500,000; Govt Securities, US Treasury/Agency Security: $38,314,000; Personal Property, Other: $37,675,000"
S000185,Robert,Scott,C.,1733629.09,"Mutual Funds: $919,000; Exchange Traded Funds (ETF): $615,000; Stock: $89,000; Bank Accnts, Money Market Accnts & CDs: $48,500"
S001184,Tim,Scott,,5802517.94,"Govt Securities, US Treasury/Agency Security: $6,000,000; Mutual Funds: $2,793,000; Real Estate, Residential: $1,050,000; Corporate Securities, Stock: $1,024,000; Bank Deposit: $328,000"
S001224,Keith,Self,,,
S000250,Pete,Sessions,,9796269.50,"Mutual Funds: $3,563,500; Stock: $2,746,500; Real Property: $1,300,000; Bank Accnts, Money Market Accnts & CDs: $681,500; Exchange Traded Funds (ETF): $220,500"
S001185,Terri,Sewell,A.,533027.36,"Mutual Funds: $328,500; Stock: $91,000; Bank Accnts, Money Market Accnts & CDs: $32,500; IRA (Held in Cash): $8,000"
S001181,Jeanne,Shaheen,,7822500.00,"Real Estate, Commercial: $2,325,000; Business Entity, LLC: $1,925,000; Bank Deposit: $1,675,000; Real Estate, Residential: $925,000; Accounts Receivable, From an Individual: $765,000"
S001232,Tim,Sheehy,Patrick,153043347.06,"Accounts Receivable, From a Business: $56,250,000; Real Estate, Residential: $30,000,000; Corporate Securities, Stock: $21,750,000; Business Entity, LLC: $18,466,000; Mutual Funds: $9,358,000"
S000344,Brad,Sherman,,,
S001207,Mikie,Sherrill,,14681860.92,"Mutual Funds: $4,858,000; Exchange Traded Funds (ETF): $4,761,000; Real Property: $3,000,000; Whole/Universal Insurance: $775,000; Bank Accnts, Money Market Accnts & CDs: $490,000"
S001229,Jefferson,Shreve,,600841673.45,"Options: $177,150,000; Corporate Securities (Bonds & Notes): $120,091,000; Fixed Annuity: $90,000,000; Real Estate Invest. Trust (REIT): $48,000,000; Bank Accnts, Money Market Accnts & CDs: $42,641,000"
S001231,Lateefah,Simon,,229418.76,"Mutual Funds: $175,000; Exchange Traded Funds (ETF): $48,000"
S001148,Michael,Simpson,K.,1261503.34,"Stock: $847,500; PM: $375,000"
S001208,Elissa,Slotkin,,462846.85,"Bank Deposit: $423,500; Corporate Securities, Stock: $40,500"
S000510,Adam,Smith,,633499.26,"Mutual Funds: $183,000; Stock: $160,000; Bank Accnts, Money Market Accnts & CDs: $148,000; Other: $75,500; Pensions: $32,500"
S001172,Adrian,Smith,,2861500.00,"Real Property: $1,650,000; Bank Accnts, Money Market Accnts & CDs: $398,500; Ownership Interest (Trade or Business): $375,000; Mutual Funds: $175,000; Stock (Not Publicly Traded): $150,000"
S000522,Christopher,Smith,H.,240000.00,"Bank Accnts, Money Market Accnts & CDs: $240,000"
S001195,Jason,Smith,,2295000.00,"Real Property: $1,113,500; Other: $758,000; Farms: $375,000; Mutual Funds: $32,500; Debts Owed to the Filer: $8,000"
S001203,Tina,Smith,,5980304.36,"Corporate Securities, Stock: $4,160,500; Mutual Funds: $765,500; Investment Fund, Private Equity Fund: $350,000; Bank Deposit: $298,500; Corporate Securities, Non-Public Stock: $83,000"
S001199,Lloyd,Smucker,,3106872.57,"Ownership Interest (Trade or Business): $3,016,000; Stock (Not Publicly Traded): $32,500; Stock: $32,500; Bank Accnts, Money Market Accnts & CDs: $16,000; Whole/Universal Insurance: $8,000"
S001225,Eric,Sorensen,,83000.00,"Mutual Funds: $75,000; Bank Accnts, Money Market Accnts & CDs: $8,000"
S001200,Darren,Soto,,833000.00,"Real Property: $750,000; IRA (Held in Cash): $75,000; Bank Accnts, Money Market Accnts & CDs: $8,000"
S000929,Victoria,Spartz,,25511628.60,"Real Property: $18,550,000; Farms: $3,000,000; Ownership Interest (Trade or Business): $3,000,000; Stock: $766,000; IRA (Held in Cash): $107,500"
S001218,Melanie,Stansbury,A.,175000.00,"Bank Accnts, Money Market Accnts & CDs: $175,000"
S001211,Greg,Stanton,,2022022.17,"Exchange Traded Funds (ETF): $590,500; Mutual Funds: $473,500; Stock: $375,000; Bank Accnts, Money Market Accnts & CDs: $223,500; 529 Prepaid Tuition Plan: $170,500"
S001212,Pete,Stauber,,1935000.00,"Pensions: $1,271,000; Real Property: $425,000; Ownership Interest (Trade or Business): $140,000; Bank Accnts, Money Market Accnts & CDs: $83,000; Debts Owed to the Filer: $16,000"
S001196,Elise,Stefanik,M.,,
S001213,Bryan,Steil,,2022159.45,"Mutual Funds: $1,362,500; Bank Accnts, Money Market Accnts & CDs: $458,000; Stock: $131,500; IRA (Held in Cash): $8,000"
S001214,W. Gregory,Steube,Gregory,827824.46,"Exchange Traded Funds (ETF): $508,500; Bank Accnts, Money Market Accnts & CDs: $89,000; Ownership Interest (Trade or Business): $75,000; Stock: $75,000; Real Property: $8,000"
S001215,Haley,Stevens,M.,236298.41,"Mutual Funds: $158,000; Exchange Traded Funds (ETF): $48,500; Bank Accnts, Money Market Accnts & CDs: $25,000"
S001159,Marilyn,Strickland,,2458218.33,"Defined Benefit Pension: $925,000; Bank Accnts, Money Market Accnts & CDs: $615,000; Mutual Funds: $441,500; Exchange Traded Funds (ETF): $256,000; Whole/Universal Insurance: $73,000"
S001220,Dale,Strong,W.,20126000.00,"Real Property: $18,425,000; Mutual Funds: $1,136,000; Bank Accnts, Money Market Accnts & CDs: $458,000; Ownership Interest (Trade or Business): $75,000; Other: $24,000"
S001188,Marlin,Stutzman,A.,54375000.00,"Ownership Interest (Trade or Business): $51,375,000; Farms: $3,000,000"
S001230,Suhas,Subramanyam,,2735174.98,"Exchange Traded Funds (ETF): $865,500; Bank Accnts, Money Market Accnts & CDs: $774,000; Mutual Funds: $707,500; Other: $140,000; Fixed Annuity: $83,000"
S001198,Dan,Sullivan,,8431218.19,"Corporate Securities, Stock: $3,000,000; Mutual Funds: $2,356,500; Mutual Funds, Exchange Traded Fund: $1,831,000; Mutual Funds, Stable Value Fund: $383,000; Real Estate, Residential: $375,000"
S001201,Thomas,Suozzi,R.,12674045.88,"Stock: $7,169,500; Real Property: $1,416,000; Ownership Interest (Trade or Business): $623,000; Whole/Universal Insurance: $250,000; Hedge Funds & Private Equity Funds (EIF): $190,500"
S001193,Eric,Swalwell,,415500.00,"Ownership Interest (Trade or Business): $375,000; Bank Accnts, Money Market Accnts & CDs: $32,500; Pensions: $8,000"
S001223,Emilia Strong,Sykes,,538500.00,"Pensions: $450,000; Mutual Funds: $64,500; Bank Accnts, Money Market Accnts & CDs: $16,000; Other: $8,000"
T000472,Mark,Takano,,332000.00,"Fixed Annuity: $175,000; Whole/Universal Insurance: $75,000; Bank Accnts, Money Market Accnts & CDs: $49,500; Mutual Funds: $32,500"
T000490,David,Taylor,J.,16676681.53,"Stock (Not Publicly Traded): $15,000,000; Stock: $665,600; Real Property: $375,000; Mutual Funds: $229,000; Ownership Interest (Trade or Business): $175,000"
T000478,Claudia,Tenney,,1343487.90,"Pensions: $655,000; Mutual Funds: $367,000; Exchange Traded Funds (ETF): $131,500; Bank Accnts, Money Market Accnts & CDs: $121,500; Govt Securities & Agency Debt: $32,500"
T000488,Shri,Thanedar,,41361019.46,"Mutual Funds: $22,140,501; Real Estate Invest. Trust (REIT): $6,000,000; Exchange Traded Funds (ETF): $5,357,501; Exchange Traded Notes: $3,000,000; Stock: $2,332,500"
