bioguide_id,first_name,last_name,middle_name,net_worth_estimate,top_holdings,top_traded_sectors
L000607,Sam,Liccardo,T.,8163737.72,"Real Property: $12,000,000; Defined Benefit Pension: $750,000; Mutual Funds: $652,500; Exchange Traded Funds (ETF): $633,500; Bank Accts, Money Market Accts & CDs: $448,000",
L000582,Ted,Lieu,,3858500.00,"Real Property: $3,375,000; Bank Accts, Money Market Accts & CDs: $272,500; Mutual Funds: $203,000; Govt Securities & Agency Debt: $8,000",
L000397,Zoe,Lofgren,,5710384.61,"Real Property: $3,000,000; Exchange Traded Funds (ETF): $1,231,000; Mutual Funds: $882,500; Govt Securities & Agency Debt: $183,000; Stock (Not Publicly Traded): $175,000",Financials: 79; Health Care: 58; Information Technology: 41; Consumer Discretionary: 38; Utilities: 37
L000583,Barry,Loudermilk,,107500.00,"Bank Accts, Money Market Accts & CDs: $107,500",
L000491,Frank,Lucas,D.,3012500.00,"Real Property: $1,300,000; Farms: $1,300,000; Fixed Annuity: $175,000; Bank Accts, Money Market Accts & CDs: $115,500; Whole/Universal Insurance: $65,000",
L000570,Ben Ray,Luján,,,,
L000571,Cynthia,Lummis,M.,15496389.62,"Farm: $6,000,000; Corporate Securities, Non-Public Stock: $3,000,000; Real Estate, Residential: $3,000,000; Real Estate, Commercial: $1,500,000; Mutual Funds: $1,213,000",Industrials: 1
L000596,Anna Paulina,Luna,,590500.00,"Ownership Interest (Trade or Business): $375,000; Real Property: $175,000; Bank Accts, Money Market Accts & CDs: $40,500",Other: 3
L000603,Morgan,Luttrell,,812278.32,"Exchange Traded Funds (ETF): $331,000; Mutual Funds: $168,000; Other: $131,500; 529 Prepaid Tuition Plan: $65,000; 5F: $32,500",
L000562,Stephen,Lynch,F.,1063000.00,"Real Property: $750,000; Other: $175,000; IRA (Held in Cash): $97,000; Bank Accts, Money Market Accts & CDs: $33,000; Stock: $8,000",Information Technology: 2
M000194,Nancy,Mace,,3428000.00,"Real Property: $3,000,000; Other: $190,500; Bank Accts, Money Market Accts & CDs: $140,000; 5F: $65,000; Whole/Universal Insurance: $32,500",
M001230,Ryan,Mackenzie,,724551.67,"Bank Accts, Money Market Accts & CDs: $415,000; Excepted/Qualified Blind Trust: $175,000; Exchange Traded Funds (ETF): $83,000; Other: $40,500",
M001223,Seth,Magaziner,,652443.09,"Mutual Funds: $338,500; Other: $129,500; Bank Accts, Money Market Accts & CDs: $75,000; 5F: $40,500; Exchange Traded Funds (ETF): $32,500",Other: 1
M000317,Nicole,Malliotakis,,1678638.60,"Bank Accts, Money Market Accts & CDs: $591,751; Stock: $391,000; Mutual Funds: $344,500; Other: $175,000; Exchange Traded Funds (ETF): $56,000",
M001228,Celeste,Maloy,,24000.00,"Mutual Funds: $16,000; Pensions: $8,000",
M000871,Tracey,Mann,,5990508.78,"Stock (Not Publicly Traded): $3,498,500; Real Property: $2,082,000; 529 Prepaid Tuition Plan: $182,500; Bank Accts, Money Market Accts & CDs: $109,000; Exchange Traded Funds (ETF): $89,000",Other: 2
M001231,John,Mannion,W.,456000.00,"Real Property: $375,000; Mutual Funds: $73,000; Bank Accts, Money Market Accts & CDs: $8,000",
M000133,Edward,Markey,J.,,,
M001198,Roger,Marshall,,6043402.43,"Corporate Securities, Non-Public Stock: $3,456,000; Mutual Funds: $1,991,000; Bank Deposit: $199,000; Real Estate, Commercial: $183,000; Business Entity, LLC: $83,000",Consumer Discretionary: 37; Health Care: 32; Communication Services: 29; Information Technology: 25; Consumer Staples: 6
M001184,Thomas,Massie,,3111044.06,"Farms: $3,000,000; Bank Accts, Money Market Accts & CDs: $65,000; Stock: $32,500; Ownership Interest (Trade or Business): $8,000",Consumer Discretionary: 1
M001199,Brian,Mast,J.,925500.00,"Real Property: $750,000; Bank Accts, Money Market Accts & CDs: $175,000; Ownership Interest (Trade or Business): $500",Health Care: 21; Consumer Discretionary: 15; Industrials: 12; Consumer Staples: 10; Energy: 8
M001163,Doris,Matsui,O.,2306000.00,"Bank Accts, Money Market Accts & CDs: $1,216,000; Mutual Funds: $1,090,000",Information Technology: 1
M001208,Lucy,McBath,,1593085.53,"Mutual Funds: $1,584,000; Stock: $8,500",
M001238,Sarah,McBride,,,,
M001157,Michael,McCaul,T.,,,Financials: 3837; Industrials: 3423; Consumer Discretionary: 2849; Information Technology: 2307; Health Care: 2013
M001136,Lisa,McClain,C.,7845690.79,"Stock (Not Publicly Traded): $3,000,000; Stock: $777,500; Fixed Annuity: $750,000; Mutual Funds: $725,000; Bank Accts, Money Market Accts & CDs: $581,500",Information Technology: 165; Financials: 109; Health Care: 100; Consumer Discretionary: 91; Industrials: 87
M001232,April,McClain Delaney,,152745961.34,"Stock (Not Publicly Traded): $41,200,000; Hedge Funds & Private Equity Funds (EIF): $33,871,000; Govt Securities & Agency Debt: $19,185,000; Bank Accts, Money Market Accts & CDs: $17,862,000; Other: $12,180,000",Industrials: 21; Financials: 19; Health Care: 17; Information Technology: 12; Consumer Discretionary: 11
M001227,Jennifer,McClellan,L.,2524944.79,"Other: $758,000; Stock: $550,000; Real Property: $375,000; Mutual Funds: $308,000; 529 Prepaid Tuition Plan: $250,000",Communication Services: 1
M001177,Tom,McClintock,,43470.68,"Pensions: $32,500; Stock: $8,000",
M001143,Betty,McCollum,,32000.00,,
M000355,Mitch,McConnell,,64530115.82,"Mutual Funds: $46,646,500; Trust, General Trust: $4,675,000; Corporate Securities, Stock: $3,457,500; Real Estate, Residential: $3,000,000; Other Securities: $925,000",Financials: 32; Consumer Discretionary: 1; Consumer Staples: 1; Industrials: 1; Materials: 1
M001243,David,McCormick,,177108161.98,"Real Estate, Residential: $73,500,000; Investment Fund, Private Equity Fund: $22,675,000; Govt Securities, Municipal Security: $15,079,500; Govt Securities, US Treasury/Agency Security: $15,075,000; Corporate Securities, Corporate Bond: $11,425,000",Financials: 1; Communication Services: 1
M001218,Richard,McCormick,,1279647.39,"Bank Accts, Money Market Accts & CDs: $350,000; Mutual Funds: $327,500; Stock: $208,000; Ownership Interest (Trade or Business): $175,000; Exchange Traded Funds (ETF): $120,000",Information Technology: 4; Health Care: 4; Industrials: 4; Consumer Staples: 3; Real Estate: 2
M001237,Kristen,McDonald Rivet,,1339000.00,"IRA (Held in Cash): $782,500; Mutual Funds: $374,000; 529 Prepaid Tuition Plan: $75,000; Fixed Annuity: $75,000; Bank Accts, Money Market Accts & CDs: $32,500",
M001240,Addison,McDowell,P.,,,
M001220,Morgan,McGarvey,,1583182.33,"Exchange Traded Funds (ETF): $892,500; Mutual Funds: $328,500; Bank Accts, Money Market Accts & CDs: $91,000; 5F: $75,000; IRA (Held in Cash): $32,000",Information Technology: 13; Consumer Discretionary: 4; Financials: 4; Industrials: 2; Energy: 1
M000312,James,McGovern,P.,3556473.86,"Real Property: $3,000,000; Mutual Funds: $375,000; Bank Accts, Money Market Accts & CDs: $175,000; Stock: $8,000",Communication Services: 2; Industrials: 1
M001239,John,McGuire,J.,1199520.64,"Real Property: $750,000; Stock: $257,000; Bank Accts, Money Market Accts & CDs: $91,000; Mutual Funds: $65,000; Ownership Interest (Trade or Business): $8,500",Communication Services: 2; Information Technology: 2; Health Care: 1
M001229,LaMonica,McIver,,673000.00,"Pensions: $290,500; Bank Accts, Money Market Accts & CDs: $207,500; Fixed Annuity: $175,000",
M001137,Gregory,Meeks,W.,,,
M001226,Robert,Menendez,,1195920.55,"Exchange Traded Funds (ETF): $628,500; Mutual Funds: $319,500; Bank Accts, Money Market Accts & CDs: $147,500; Stock (Not Publicly Traded): $8,000",
M001188,Grace,Meng,,2645218.81,"Mutual Funds: $1,324,000; Real Property: $423,500; 5F: $415,000; Fixed Annuity: $215,500; Whole/Universal Insurance: $107,500",Industrials: 2
M001176,Jeff,Merkley,,10990000.00,"Real Estate, Residential: $7,500,000; Mutual Funds: $1,676,000; Real Estate, Unimproved Land: $375,000; Bank Deposit: $366,000; Retirement Plans, Defined Benefit Pension: $65,000",
M001233,Mark,Messmer,B.,1971228.56,"Real Property: $997,500; Mutual Funds: $455,000; Whole/Universal Insurance: $229,000; Exchange Traded Funds (ETF): $137,000; Bank Accts, Money Market Accts & CDs: $99,500",
M001204,Daniel,Meuser,,69110300.50,"Ownership Interest (Trade or Business): $55,691,000; Mutual Funds: $4,284,500; Bank Accts, Money Market Accts & CDs: $4,096,500; Stock: $2,568,500; Stock (Not Publicly Traded): $766,000",Information Technology: 26; Communication Services: 13; Financials: 10; Consumer Staples: 4; Energy: 4
M000687,Kweisi,Mfume,,1100000.00,"Fixed Annuity: $750,000; Mutual Funds: $350,000",
M001205,Carol,Miller,D.,27724425.15,"Ownership Interest (Trade or Business): $16,440,000; Real Property: $6,000,000; Stock: $1,976,500; Mutual Funds: $1,075,000; Exchange Traded Funds (ETF): $980,500",Health Care: 23; Consumer Staples: 22; Industrials: 16; Financials: 6; Utilities: 6
M001211,Mary,Miller,E.,15790500.00,"Farms: $15,000,000; Other: $750,000; Bank Accts, Money Market Accts & CDs: $40,500",
M001222,Max,Miller,L.,11505313.71,"Exchange Traded Funds (ETF): $3,872,500; Real Property: $3,000,000; Mutual Funds: $2,990,000; Hedge Funds & Private Equity Funds (EIF): $603,500; Other: $375,000",Other: 54
M001215,Mariannette,Miller-Meeks,,1775500.00,"Mutual Funds: $1,759,500; IRA (Held in Cash): $16,000",
M001216,Cory,Mills,,21250000.00,"Real Property: $15,000,000; Ownership Interest (Trade or Business): $6,000,000; Bank Accts, Money Market Accts & CDs: $250,000",
M001241,Dave,Min,,2265753.22,"Real Property: $750,000; Bank Accts, Money Market Accts & CDs: $415,500; Other: $406,000; 5F: $353,000; Mutual Funds: $256,000",Information Technology: 2
M001244,Ashley,Moody,,,,Information Technology: 13; Industrials: 3; Financials: 2; Health Care: 2; Energy: 1
M001194,John,Moolenaar,R.,524500.00,"Mutual Funds: $484,000; Bank Accts, Money Market Accts & CDs: $40,500",
M001212,Barry,Moore,,2156500.00,"Real Property: $5,647,500; Ownership Interest (Trade or Business): $549,000; Stock (Not Publicly Traded): $75,000; Mutual Funds: $16,000; CT: $8,000",Other: 8
M001213,Blake,Moore,D.,9706082.81,"Real Property: $3,000,000; Excepted/Qualified Blind Trust: $3,000,000; Ownership Interest (Trade or Business): $1,582,500; Bank Accts, Money Market Accts & CDs: $782,500; Exchange Traded Funds (ETF): $480,000",Consumer Discretionary: 44; Information Technology: 28; Financials: 18; Health Care: 13; Communication Services: 11
M001160,Gwen,Moore,,,"Real Property: $350,000",
M001235,Riley,Moore,M.,627792.02,"Mutual Funds: $550,000; Bank Accts, Money Market Accts & CDs: $40,500; Stock: $32,500",
M001236,Tim,Moore,,7088591.19,"Bank Accts, Money Market Accts & CDs: $3,873,500; Real Property: $1,325,000; Stock: $810,000; Other: $375,000; Mutual Funds: $32,000",Consumer Discretionary: 46; Industrials: 20; Health Care: 14; Information Technology: 9; Communication Services: 2
M000934,Jerry,Moran,,3021557.23,"Bank Deposit: $913,500; Mutual Funds, ETF/Note: $586,000; Mutual Funds: $549,000; Corporate Securities, Stock: $452,000; Corporate Securities, Non-Public Stock: $375,000",Financials: 42; Health Care: 35; Information Technology: 32; Communication Services: 29; Consumer Staples: 26
M001224,Nathaniel,Moran,,774587.81,"Mutual Funds: $300,000; Exchange Traded Funds (ETF): $201,500; Pensions: $107,500; Whole/Universal Insurance: $75,000; Bank Accts, Money Market Accts & CDs: $64,500",
M001206,Joseph,Morelle,D.,605590.07,"Pensions: $375,000; Exchange Traded Funds (ETF): $97,500; Bank Accts, Money Market Accts & CDs: $81,000; Whole/Universal Insurance: $24,000; Mutual Funds: $16,500",Information Technology: 4; Health Care: 3; Financials: 3; Consumer Discretionary: 2; Utilities: 1
M001242,Bernie,Moreno,,139051189.31,"Real Estate, Residential: $67,532,500; Real Estate, Unimproved Land: $30,000,000; Business Entity, LLC: $10,125,000; Business Entity, Limited Partnership (LP): $7,675,000; Real Estate, Commercial: $7,532,500",Other: 2
M001234,Kelly,Morrison,,41166422.38,"Mutual Funds: $12,895,500; Ownership Interest (Trade or Business): $9,528,000; Hedge Funds & Private Equity Funds (EIF): $6,682,500; Exchange Traded Funds (ETF): $4,452,500; Stock: $3,733,500",Information Technology: 16; Health Care: 11; Industrials: 9; Communication Services: 6; Consumer Staples: 6
M001217,Jared,Moskowitz,,12072957.42,"Bank Accts, Money Market Accts & CDs: $6,645,500; Stock: $2,790,500; Ownership Interest (Trade or Business): $750,000; Mutual Funds: $621,500; Exchange Traded Funds (ETF): $619,500",Health Care: 64; Financials: 54; Information Technology: 46; Industrials: 39; Consumer Discretionary: 36
M001196,Seth,Moulton,,7814439.70,"Stock (Not Publicly Traded): $3,857,500; Real Property: $3,000,000; Mutual Funds: $859,500; Bank Accts, Money Market Accts & CDs: $40,500; Hedge Funds & Private Equity Funds (EIF): $32,500",Communication Services: 4; Consumer Discretionary: 4; Utilities: 1; Materials: 1; Consumer Staples: 1
M001219,James,Moylan,C.,549000.00,"Real Property: $375,000; IRA (Held in Cash): $150,000; Bank Accts, Money Market Accts & CDs: $24,000",
M001214,Frank,Mrvan,J.,199000.00,"Pensions: $175,000; Bank Accts, Money Market Accts & CDs: $16,000; 529 Prepaid Tuition Plan: $8,000",
M001225,Kevin,Mullin,,1115500.00,"Real Property: $750,000; Exchange Traded Funds (ETF): $207,500; Mutual Funds: $150,000; Bank Accts, Money Market Accts & CDs: $8,000",
M001190,Markwayne,Mullin,,65848833.35,"Mutual Funds: $26,020,500; Real Estate, Residential: $8,233,000; Real Estate, Commercial: $6,350,000; Life Insurance, Whole: $6,000,000; Business Entity, LLC: $5,250,000",Information Technology: 66; Industrials: 46; Health Care: 38; Financials: 32; Consumer Discretionary: 30
M001153,Lisa,Murkowski,,2300759.21,"Real Estate, Residential: $750,000; Mutual Funds, ETF/Note: $738,000; Corporate Securities, Stock: $375,000; Bank Deposit: $214,500; Retirement Plans, Defined Benefit Pension: $75,000",
M001169,Christopher,Murphy,,904000.00,"Bank Deposit: $440,000; Real Estate, Residential: $375,000; Mutual Funds: $81,000; Mutual Funds, Stable Value Fund: $8,000",
M001210,Gregory,Murphy,F.,24032482.62,"Exchange Traded Funds (ETF): $10,675,000; Ownership Interest (Trade or Business): $6,040,500; Real Property: $3,000,000; Mutual Funds: $2,535,000; Bank Accts, Money Market Accts & CDs: $282,500",Health Care: 1
M001111,Patty,Murray,,3376000.00,"Mutual Funds: $2,362,000; Bank Deposit: $631,500; Annuity, Fixed: $350,000; Retirement Plans, Defined Benefit Pension: $32,500",Financials: 25; Health Care: 21; Consumer Staples: 21; Industrials: 20; Energy: 16
N000002,Jerrold,Nadler,,,,
N000015,Richard,Neal,E.,217000.00,"Bank Accts, Money Market Accts & CDs: $183,000; Mutual Funds: $34,000",
N000191,Joe,Neguse,,825000.00,"Real Property: $750,000; IRA (Held in Cash): $75,000",
N000026,Troy,Nehls,E.,378500.00,"Other: $233,000; Bank Accts, Money Market Accts & CDs: $48,000; Govt Securities & Agency Debt: $32,500; Mutual Funds: $32,500; Fixed Annuity: $32,500",
N000189,Dan,Newhouse,,18257519.12,"Farms: $15,750,000; Mutual Funds: $1,575,000; Stock: $432,000; Exchange Traded Funds (ETF): $288,000; Bank Accts, Money Market Accts & CDs: $132,000",Information Technology: 35; Consumer Discretionary: 23; Industrials: 17; Financials: 17; Consumer Staples: 16
N000188,Donald,Norcross,,6161251.27,"Pensions: $4,726,000; Mutual Funds: $749,500; Other: $205,000; Bank Accts, Money Market Accts & CDs: $173,500; Exchange Traded Funds (ETF): $140,000",Financials: 1
N000190,Ralph,Norman,,56998741.07,"Real Property: $38,546,000; IRA (Held in Cash): $15,016,000; Stock: $1,459,000; Mutual Funds: $1,017,000; Bank Accts, Money Market Accts & CDs: $815,000",
N000147,Eleanor Holmes,Norton,,2546385.56,"Mutual Funds: $1,159,000; Exchange Traded Funds (ETF): $680,000; Stock: $383,500; Bank Accts, Money Market Accts & CDs: $180,500; 529 Prepaid Tuition Plan: $75,000",Utilities: 1
N000193,Zachary,Nunn,,1399936.07,"Real Property: $550,000; Bank Accts, Money Market Accts & CDs: $549,000; 2: $64,000; 1: $40,500; 5: $40,500",
O000019,Jay,Obernolte,,97758000.00,"Ownership Interest (Trade or Business): $52,500,000; Mutual Funds: $39,075,000; Debts Owed to the Filer: $3,183,000; Real Property: $3,000,000",
O000172,Alexandria,Ocasio-Cortez,,49000.00,"Bank Accts, Money Market Accts & CDs: $41,000; Mutual Funds: $8,000",
O000175,Andrew,Ogles,,673000.00,"Real Property: $375,000; Other: $158,000; Pensions: $75,000; Mutual Funds: $32,500; Bank Accts, Money Market Accts & CDs: $32,500",
O000176,Johnny,Olszewski,,617864.87,"Hedge Funds & Private Equity Funds (EIF): $258,000; Bank Accts, Money Market Accts & CDs: $191,000; Mutual Funds: $96,500; 5F: $23,000; Stock: $16,000",
O000173,Ilhan,Omar,,18056500.00,"Ownership Interest (Trade or Business): $18,000,000; Mutual Funds: $40,500; Bank Accts, Money Market Accts & CDs: $16,000",
O000177,Robert,Onder,F.,17817278.23,"Mutual Funds: $7,197,500; Exchange Traded Funds (ETF): $3,490,000; Ownership Interest (Trade or Business): $3,000,000; Real Property: $3,000,000; Bank Accts, Money Market Accts & CDs: $423,000",
O000174,Jon,Ossoff,,3246911.46,"Trust, Blind: $3,000,000; Mutual Funds: $155,000; Bank Deposit: $56,500; Mutual Funds, ETF/Note: $24,000; Foreign Bonds, Foreign Bond: $8,000",
O000086,Burgess,Owens,,16000.00,"Bank Accts, Money Market Accts & CDs: $16,000",
P000145,Alex,Padilla,,84878.06,"Mutual Funds: $40,500; Bank Deposit: $32,500; Mutual Funds, ETF/Note: $8,000",
P000034,Frank,Pallone,,4478501.21,"Real Property: $2,625,000; Mutual Funds: $988,000; Fixed Annuity: $375,000; Stock: $211,000; Exchange Traded Funds (ETF): $185,000",Consumer Staples: 5; Industrials: 2; Financials: 1; Energy: 1; Utilities: 1
P000609,Gary,Palmer,J.,1586804.23,"Mutual Funds: $1,125,000; Real Property: $375,000; Stock: $73,000",Financials: 57; Health Care: 44; Consumer Discretionary: 37; Information Technology: 33; Consumer Staples: 25
P000613,Jimmy,Panetta,,398500.00,"Mutual Funds: $366,000; Bank Accts, Money Market Accts & CDs: $32,500",
P000614,Chris,Pappas,,4387804.17,"Ownership Interest (Trade or Business): $3,000,000; Mutual Funds: $539,000; Real Property: $407,500; RS: $175,000; Bank Accts, Money Market Accts & CDs: $115,500",
P000622,Jimmy,Patronis,,,,
P000603,Rand,Paul,,2090201.23,"Mutual Funds: $1,319,500; Business Entity, Limited Partnership (LP): $432,500; Real Estate, Residential: $239,500; Bank Deposit: $40,500; Personal Property, Other: $32,500",Other: 1
P000197,Nancy,Pelosi,,272086199.62,"Stock: $133,748,000; Ownership Interest (Trade or Business): $70,172,500; Real Property: $45,000,000; Asset-Backed Securities: $4,475,000; Options: $3,000,000",Information Technology: 69; Financials: 28; Communication Services: 26; Consumer Discretionary: 13; Industrials: 3
G000600,Marie Gluesenkamp,Perez,,965000.00,"Real Property: $750,000; Mutual Funds: $107,500; Ownership Interest (Trade or Business): $75,000; Bank Accts, Money Market Accts & CDs: $32,500",
P000605,Scott,Perry,,1509000.00,"Mutual Funds: $655,000; Real Property: $525,000; Bank Accts, Money Market Accts & CDs: $223,500; 529 Prepaid Tuition Plan: $65,000; Whole/Universal Insurance: $32,500",
P000595,Gary,Peters,C.,7368666.24,"Corporate Securities, Stock: $2,506,000; Mutual Funds: $2,103,500; Bank Deposit: $706,500; Mutual Funds, ETF/Note: $665,500; Govt Securities, Municipal Security: $531,000",Financials: 14; Real Estate: 12; Industrials: 7; Materials: 6; Health Care: 6
P000608,Scott,Peters,H.,59344558.36,"Govt Securities & Agency Debt: $14,872,501; Exchange Traded Funds (ETF): $13,670,000; Mutual Funds: $8,540,500; Ownership Interest (Trade or Business): $4,458,000; Stock: $3,000,000",Financials: 104; Health Care: 61; Information Technology: 47; Industrials: 45; Energy: 33
P000620,Brittany,Pettersen,,855000.00,"Real Property: $750,000; Bank Accts, Money Market Accts & CDs: $40,500; 5F: $32,500; Mutual Funds: $24,000; Ownership Interest (Trade or Business): $8,000",
P000048,August,Pfluger,,1627760.30,"Real Property: $750,000; Ownership Interest (Trade or Business): $333,000; Stock: $233,000; Mutual Funds: $202,500; Bank Accts, Money Market Accts & CDs: $73,000",Communication Services: 10; Financials: 5; Consumer Discretionary: 4; Information Technology: 1
P000597,Chellie,Pingree,,7387642.93,"Real Property: $3,000,000; Hedge Funds & Private Equity Funds (EIF): $3,000,000; Exchange Traded Funds (ETF): $767,500; Bank Accts, Money Market Accts & CDs: $550,000",Other: 25
P000610,Stacey,Plaskett,E.,,,
P000607,Mark,Pocan,,1328000.00,"Ownership Interest (Trade or Business): $750,000; Bank Accts, Money Market Accts & CDs: $375,000; Mutual Funds: $138,000; Govt Securities & Agency Debt: $65,000",Other: 2
P000621,Nellie,Pou,,1145478.62,"Bank Accts, Money Market Accts & CDs: $565,500; Other: $375,000; Mutual Funds: $107,500; Debts Owed to the Filer: $32,500; Exchange Traded Funds (ETF): $32,500",
P000617,Ayanna,Pressley,,5250000.00,"Real Property: $5,250,000",
Q000023,Mike,Quigley,,,,
R000600,Aumua Amata Coleman,Radewagen,,193000.00,"Mutual Funds: $120,000; Real Property: $32,500; Other: $32,500; Bank Accts, Money Market Accts & CDs: $8,000",
R000617,Delia,Ramirez,C.,825000.00,"Real Property: $750,000; Ownership Interest (Trade or Business): $75,000",
R000621,Emily,Randall,,112923.58,"Mutual Funds: $75,000; Bank Accts, Money Market Accts & CDs: $16,000; Stock: $16,000; IRA (Held in Cash): $8,000",Health Care: 3; Consumer Staples: 3; Communication Services: 2; Industrials: 1; Financials: 1
R000606,Jamie,Raskin,,6577193.12,"Mutual Funds: $2,811,500; Exchange Traded Funds (ETF): $1,840,500; Pensions: $750,000; Bank Accts, Money Market Accts & CDs: $489,500; Fixed Annuity: $350,000",Materials: 1
R000122,Jack,Reed,,327818.17,"Mutual Funds, ETF/Note: $201,500; Bank Deposit: $48,500; Mutual Funds: $40,000",Health Care: 68; Information Technology: 48; Industrials: 15; Consumer Staples: 14; Financials: 10
R000610,Guy,Reschenthaler,,347000.00,"Mutual Funds: $282,500; Bank Accts, Money Market Accts & CDs: $40,500; CT: $24,000",Other: 6
R000618,Pete,Ricketts,,205352264.96,"Corporate Securities, Stock: $63,008,000; Mutual Funds, ETF/Note: $37,197,500; Bank Deposit: $24,302,500; Real Estate, Unimproved Land: $18,000,000; Real Estate, Residential: $9,000,000",Health Care: 6; Industrials: 4; Consumer Staples: 3; Energy: 2; Materials: 2
R000622,Josh,Riley,,1574392.75,"Mutual Funds: $927,500; Exchange Traded Funds (ETF): $375,000; RS: $175,000; Bank Accts, Money Market Accts & CDs: $16,500; Stock (Not Publicly Traded): $8,000",
R000584,James,Risch,E.,56538738.18,"Farm: $33,000,000; Real Estate, Commercial: $15,375,000; Corporate Securities, Non-Public Stock: $3,375,000; Real Estate, Residential: $2,250,000; Accts Receivable, From a Business: $1,125,000",
R000620,Luz,Rivas,M.,3083000.00,"Real Property: $3,000,000; Mutual Funds: $83,000",
R000395,Harold,Rogers,,,,Consumer Discretionary: 1
R000575,Mike,Rogers,D.,,,
R000612,John,Rose,W.,57957212.32,"Ownership Interest (Trade or Business): $16,122,000; Debts Owed to the Filer: $15,750,000; Farms: $15,000,000; Mutual Funds: $4,520,500; Stock (Not Publicly Traded): $4,232,500",Communication Services: 4; Financials: 3; Information Technology: 2; Energy: 2; Industrials: 1
R000608,Jacky,Rosen,,16919467.66,"Mutual Funds: $11,014,500; Corporate Securities, Stock: $3,346,000; Mutual Funds, ETF/Note: $1,358,500; Bank Deposit: $430,000",Industrials: 5; Information Technology: 5; Communication Services: 4; Health Care: 4; Consumer Discretionary: 3
R000305,Deborah,Ross,K.,5602409.28,"Real Property: $1,950,000; Mutual Funds: $1,777,500; Exchange Traded Funds (ETF): $1,065,500; Stock: $348,500; Bank Accts, Money Market Accts & CDs: $221,500",Information Technology: 15; Materials: 3; Communication Services: 2; Consumer Discretionary: 1; Health Care: 1
R000605,Mike,Rounds,,9209225.87,"Mutual Funds, ETF/Note: $3,449,000; Farm: $3,375,000; Business Entity, LLC: $790,500; Bank Deposit: $640,500; Real Estate, Commercial: $612,500",Other: 10
R000603,David,Rouzer,,942909.08,"Mutual Funds: $625,000; Exchange Traded Funds (ETF): $210,000; Stock: $48,500; Bank Accts, Money Market Accts & CDs: $16,000; IRA (Held in Cash): $8,000",Communication Services: 2; Financials: 2; Consumer Staples: 2; Information Technology: 2; Consumer Discretionary: 1
R000614,Chip,Roy,,1344702.09,"Mutual Funds: $455,500; Bank Accts, Money Market Accts & CDs: $407,000; Other: $350,000; Stock: $175,000; Pensions: $40,500",Energy: 5; Communication Services: 1
R000595,Marco,Rubio,,3103912.69,"Real Estate, Residential: $3,000,000; Education Savings Plans, 529 Prepaid Tuition: $48,500; Mutual Funds: $32,500; Bank Deposit: $16,000; Corporate Securities, Stock: $8,000",Information Technology: 1; Consumer Staples: 1
R000599,Raul,Ruiz,,738860.78,"Exchange Traded Funds (ETF): $453,500; Mutual Funds: $113,500; Bank Accts, Money Market Accts & CDs: $107,500; 5F: $16,000; IRA (Held in Cash): $8,000",Information Technology: 4; Industrials: 2; Financials: 2; Consumer Staples: 1
R000619,Michael,Rulli,A.,26911000.00,"Real Property: $21,375,000; Other: $3,750,000; Whole/Universal Insurance: $1,500,000; Bank Accts, Money Market Accts & CDs: $253,500; Pensions: $32,500",
R000609,John,Rutherford,H.,1153675.18,"Whole/Universal Insurance: $375,000; Real Property: $375,000; Exchange Traded Funds (ETF): $186,000; Bank Accts, Money Market Accts & CDs: $107,500; Mutual Funds: $40,500",Financials: 45; Health Care: 30; Consumer Staples: 23; Industrials: 22; Energy: 19
R000579,Patrick,Ryan,,3040114.87,"Mutual Funds: $1,702,500; Stock: $651,000; Bank Accts, Money Market Accts & CDs: $355,000; Stock (Not Publicly Traded): $183,000; 5F: $65,000",
S000168,Maria Elvira,Salazar,,2167971.86,"Mutual Funds: $939,000; Exchange Traded Funds (ETF): $654,500; IRA (Held in Cash): $183,000; 5F: $107,500; Stock: $82,500",Energy: 10; Utilities: 4; Health Care: 2
S001226,Andrea,Salinas,,765376.36,"Mutual Funds: $326,500; Exchange Traded Funds (ETF): $318,500; Bank Accts, Money Market Accts & CDs: $83,000; IRA (Held in Cash): $8,000",
S001156,Linda,Sánchez,T.,1558208.80,"Real Property: $1,500,000; 5F: $32,500; Bank Accts, Money Market Accts & CDs: $8,500; Pensions: $8,000; Stock: $8,000",Communication Services: 3; Financials: 3; Information Technology: 2; Health Care: 2; Consumer Discretionary: 2
S000033,Bernard,Sanders,,1154000.00,"Mutual Funds: $648,500; Bank Deposit: $422,500; Annuity, Fixed: $83,000",
S001176,Steve,Scalise,,8000.00,"Bank Accts, Money Market Accts & CDs: $8,000",
S001205,Mary Gay,Scanlon,,10093842.29,"Mutual Funds: $6,359,500; Fixed Annuity: $1,125,000; Bank Accts, Money Market Accts & CDs: $989,500; Whole/Universal Insurance: $937,500; Exchange Traded Funds (ETF): $269,000",Materials: 4; Utilities: 3; Information Technology: 1
S001145,Janice,Schakowsky,D.,586000.00,"Mutual Funds: $440,000; Bank Accts, Money Market Accts & CDs: $105,500; Whole/Universal Insurance: $32,500; 529 Prepaid Tuition Plan: $8,000",
S001194,Brian,Schatz,,4808500.00,"Real Estate, Residential: $4,200,000; Mutual Funds: $576,000; Bank Deposit: $32,500",
S001150,Adam,Schiff,B.,2095270.93,"Mutual Funds: $875,000; Mutual Funds, ETF/Note: $832,500; Corporate Securities, Stock: $175,000; Annuity, Fixed: $32,500; Bank Deposit: $16,000",Health Care: 2; Information Technology: 1
