cadidate name,fec_id,party,state
"TEMURI, PRINCE MUHAMMAD ALI HH",S4NY00230,UPP,NY
"RUTHERFORD, FRANKLIN DELENO 3RD",P40007478,UN,OH
"ZAYAS, MICHAEL MR.",P40008187,IND,NY
"HAWK, COLTON GENE",P40006074,IND,UT
"BEL-AIR, THE FRESH PRINCE OF",P40005886,DEM,CA
"KENNEDY, KYLE",P40004624,REP,CO
"BROWN, JESSICA MARIE",P40004582,REP,KY
"WALLACE, VINCENT WADE",P40004632,AIC,TX
"GRAY, NICHOLAS G",P40004640,W,MI
"SHARMA, PETER ANAND",P40004913,W,NM
"PAVLOVICH, DMITRI",P40004566,COM,MA
"DAVIS, JAMES",S4FL00439,W,FL
"COX, BRIAN JAMES",P40004939,IND,NV
"DOLAN, MATTHEW",P40004947,IND,RI
"KNIGHT, JACKIE",P40008831,NPA,NV
"CRAWFORD, ROCKY DEAN SIR",P40008856,NNE,IL
"MILLER, PAUL ROBERT",P40008864,REP,FL
"TOUCHET, DAVID WAYNE",P40009029,REP,OK
"GREEN WILSON, MONOLITO",P40020224,NON,CA
"TACHIQUIN, JAVI 'TRUJILLO'",H4NV02227,LIB,NV
"MAPP, CHRIS",H8TX27080,REP,TX
"KAMERATH, JON",H4NV03241,IAP,NV
"FERREIRA, TIM 'TJ'",H4NV04157,LIB,NV
"ROBINSON, DAVID II",H4SC02097,DEM,SC
"GLASSER, CHRISTOPHER JAMES",H2MI04278,DEM,MI
"BROUGH, PAUL MATTHEW KING V",P00010785,IND,TX
"RODRIGUEZ, NANCY ELIZABETH MS.",P00011031,DEM,TX
"HAYWARD, WILLIAM REED",H0TX35049,REP,TX
"BROWN, HARVEY K",P40003667,WRI,GA
"DEMBY, HAROLD SUFFIX",P40003741,IDP,AZ
"LOTTENVILLE, CHAD",P40003709,UNK,KS
"CHAPMAN, PATRICK MICHAEL II",P40003725,W,UT
"GROTTA, AARON",P60021797,UNK,KS
"PRADO, RIKI",P40003733,DEM,OR
"JAMISON, TYRONE",P40003766,REP,PA
"ANSTROM, MYKAL",P40003675,IND,NY
"ISLER, DANIEL MOSES",P40003642,IND,VA
"GILLEN, CHRISTOPHER ADAM MR.",P40003865,AIP,NY
"PETTERSEN, BRITTANY LOUISE",H8CO07045,DEM,CO
"FARLEY, STEVE EDWARD",H2FL11133,REP,FL
"ALCANTARA, CHRISTOPHER MANUEL",H2FL11166,NPA,FL
"PALIMENO, JOSEPH",H2GA01256,DEM,GA
"ARENHOLZ, ASHLEY HINSON",H0IA01174,REP,TX
"LUTTRELL, MORGAN JOE",H2TX08182,REP,TX
"FERGUSON, ANDERSON DREW IV",H6GA03113,REP,GA
"BARAKAT, MOHAMMED",S4MD00533,REP,MD
"COX, AMY",H4OH10183,DEM,OH
"HARRIS, HAMPTON SCOTT",H4AL02139,REP,AL
"NEVENIC, ANNA",H2CA06184,DEM,CA
"FLEISCHMANN, CHARLES J",H0TN03254,REP,TN
"NGUYEN, QUOC TUAN MR.",S2FL00656,NPA,FL
"BACCAM, LANON",H4IA03172,DEM,IA
"BERBRICK, WALTER",H4RI01273,DEM,RI
"DRAKE, PHILLIP",P40007395,IND,TX
"DRAKE, PHILLIP",P40008534,IND,TX
"MCCRACKIN, CURTIS M",H4CO03365,REP,CO
"BIAS, JASON AARON",H4CO03399,REP,CO
"STACY, JAMES",H4OK04218,IND,OK
"REYNOLDS, C.D.",H4RI01372,IND,RI
"AYYADURAI, SHIVA DR.",P40012015,IND,MA
"WATKINS, VINSON",H4GA08125,DEM,GA
"LOU, BRUCE C",H4CA11164,REP,CA
"BOISSEAU, THERESA",H4TX10226,DEM,TX
"LOGAN, GEORGE S",H2CT05222,REP,CT
"DILLWORTH, MARGUERITE LURLEN DR",H4MO01209,DEM,MO
"HOFSCHNEIDER, LIANA SABLAN",H4MP00024,IND,MP
"ZELONISH, CHRISTOPHER",H4OH11132,W,OH
"NERO, ANDRE",P40003923,IND,TX
"BODDIE, PRESIDENT R19",P40013591,IND,GA
"CIAPPA, ROCCO",H4TX23112,DEM,TX
"HENDRICK, SAMANTHA",P40013690,IND,MI
"MARKS, JOHN RYAN",H4CA12204,DEM,CA
"LONDON, STEVEN",H4NV03175,REP,NV
"WRIGHT-MCDONALD, REECE MASTER",P40014250,LIB,NY
"BERMAN, JOHN",S4MA00267,REP,WA
"WESBERRY, JONATHAN",P40009235,REP,DE
"WICK, RANDALL",P40009243,DEM,WA
"PHILLIPS, TRENTEN WESTLEY",H4CA01090,IND,CA
"OBOTETTE, OBIOKU BASSEY MISTER",P40009847,REP,GA
"NIXON, NIKI MAURICE MR.",H4NC03075,REP,NC
"AIKEN, CURTIS MORRIS MR III",H4DE01084,DEM,DE
"INSELMAN, WESLEY TODD",P40010084,IND,ID
"SPALDING, CARLA A",H0FL23090,REP,FL
"MCCRACKEN, GRANT",P40015117,REP,CA
"MCCRACKEN, GRANT",P40015125,REP,CA
"MCCRACKEN, GRANT",P40015133,REP,CA
"HOWARD, RISI",H4AR04089,DEM,AR
"INSTERVIL, WILSON",H4FL01163,LIB,FL
"MILLER, BRANDON",H4GA07267,DEM,GA
"HOULAHAN, STEPHEN WILLIAM",H2CA50174,DEM,CA
"FAPARUSI, YOMI FAPAS DR",H4TN05152,IND,TN
"CORSON, JESSE ANDREW",P40010175,UN,VA
"CURRY, JAQUAN",P20005641,IND,SC
"SANTIAGO-MATIAS, JOSELITO",P20005765,REP,MA
"PATTERSON, FREDERICK TAYLOR MR.",P20005948,IND,GA
"HARVEY, TERRANCE JAMES",P20005955,NNE,MI
"CAVANAGH, ERIC SCOTT",P40003584,REP,MD
"WELDE, MATTHEW BRADY MR.",H4WA05267,DEM,WA
"DEAN, RODNEY A. SR.",H4NJ02215,DEM,NJ
"BROOKSBANK, RUSSELL",H4IN09171,LIB,IN
"BILLOPS, SHAWNSY",P40020257,W,VT
"FORSMAN, CATHERINE",P40020265,W,MN
"BILLOPS, SHAWNSY",P40020273,W,VT
"KELLER, TIFFANY GAYLE",P40010332,DEM,MI
"HUDDLESTON, ALAN MR.",P40010340,DEM,MI
"NEWMAN, MARIE",H8IL03102,DEM,IL
"LOCKE, JONATHON ALLEN MR.",H4NY20147,REP,NY
"POWELL, TAMIKO",P40010381,IND,CA
"RAMOS, JONATHON ANGEL",P40010399,FED,CA
"LOVE, PRESTON JR",S4NE00223,DEM,NE
"WILKS, ALTIMONT",H4MD06365,DEM,MD
"HINES, ROBERT NICHOLAS",H2NC05157,REP,NC
"SHOEMAKER, MATT",H4NC13074,REP,NC
"MALOY, CELESTE",H4UT02296,REP,UT
"WILLIAMS, LINDSEY DEMART",H2NY13120,DEM,NY
"COTTER SMASAL, MISSY",H4VA02060,DEM,VA
"TOWNSEND, ANDREW",P40003782,IND,VA
"SULLIVAN, TAYLOR",P40003790,UN,CO
"THALIATH, AJAY",P40003857,DEM,GA
"HARRIS, RON",H4MN03084,DEM,MN
"BANNON, MICHAEL GEORGE MR JR.",P40003899,REP,PA
"MOORE, DESMOND LEVELLE MR.",P40003881,REP,CA
"POWELL, ASHLEY ANN MRS.",P40003808,DEM,MI
"KABIR, MOHAMMAD",P00006544,OTH,NJ
"MCGLOVER, JOHN WILLIAM",P00006973,IND,CA
"AHN, SHINAE MS",P00008193,DEM,CA
"PRIDMORE, JAY P",P00008219,REP,AL
"MERONEY, JAMES EDWIN",P00009670,REP,TX
"DONOVAN, MICHELLE R.E.",H4MI09109,REP,MI
"BONDAR, PAUL L",H4OK00026,REP,OK
"MORALES, EDUARDO",H4OR03168,DEM,OR
"JONAS, MICHAEL",H4OR03200,DEM,OR
"VAN DUYNE, ELIZABETH ANN",H0TX24209,REP,TX
"BAILEY, TOM",H8NC13075,LIB,NC
"GONZALES, ERNEST ANTHONY TONY II",H0TX35015,REP,TX
"RAYPHAND, JAMES MICHAEL",H4MP00032,IND,MP
"BINKLEY, RYAN",P40011868,REP,TX
"RICHARDSON, JOHN WILLIAM MR JR",H4FL18126,NON,FL
"BRAKE, LEVI",H4TN01201,IND,TN
"PUCHTA, DAVID A MR.",P40015208,LIB,CA
"KING, STEPHEN ''SCOOTER''",H4TN03207,IND,TN
"ENSLEY, EARNEST",H4TN04296,IND,TN
"PEREZ-SERRATO, ARMANDO",P40010514,DEM,CA
"CATALA, RYAN JOSHUA",H4TX12040,REP,TX
"CAMPBELL, CAMERON",H4TX38029,DEM,DC
"KANGAS, JOLIAN",H4CA02148,NOP,CA
"LIEW, SARAH DR.",S2CA00872,REP,CA
"PALMER, SCOTT CONROY MR.",P40008039,W,IN
"HART, RHONDA J",H4TX14111,DEM,TX
"JIMENEZ, LUIS MR.",P40008088,REP,WA
"LETLOW, JULIA",H2LA05126,REP,LA
"EBATA, MITCHELL",P40006108,NNE,WI
"GRAUWELMAN, MARK STEPHEN",P40008526,REP,OH
"SELBY, QUADIR",S4NJ00375,DEM,NJ
"BURNETT, KIEMARR SALEH LORD",H4CA06123,REP,CA
"LERMA, ANDREAS",P40009292,OTH,CA
"MANGER, JOSEPH JAY MR.",P40009920,DEM,OK
"LOPEZ, JONATHAN",H4UT04078,DEM,UT
"GRAYSON, CHRISTALYNN FELICIA",P40019051,NPP,WV
"HERSHEY, JASON SEAN",P40004863,W,WA
"PAXSON, CRAIG",P40004871,NNE,TN
"BYERS, AMBER MARIE",P40004889,IND,MI
"BUELOW, ELIZABETH",P40019069,IND,OR
"DALY, THOMAS ALLEN",P60001179,DEM,TN
"OUARITI, ADAM",P40005902,DEM,IL
"BECK, PATRICK",P40005977,W,NM
"DEEAN, KHISTINA CALDWELL MS",P40004590,IND,TX
"BUSH-BOYD, WILLITA D",P40004467,IND,MO
"MCBRIDE, ADAM DR.",P40008781,IND,AL
"ROBINSON, SHAYNE MATTHEW",P40009334,NNE,OR
"JACKSON, MATTHEW",P40009359,UN,VA
"ATKINSON, ERIC",P40009367,IND,FL
"BAIZE, ZANE",P40009375,UN,OK
"HORGES, BRADLEY LAMAR MR. JR.",S4IL00495,W,IL
"ARCHER, DESTINY MR",S4WA00565,REP,WA
"BOUTON, JAMES B",P40009383,REP,WA
"HARTLIEP, BRADLEY SCOTT HRH GENERAL",P40010191,REP,NM
"OROZCO, ALBERTO",H4NV04074,GOP,NV
"OROZCO, ALBERTO",H4NV04082,GOP,NV
"FRIEND, BRIAN",P40010050,IND,NC
"FLORQUIST, CHRISTOPHER PAUL",P00015941,UN,CA
"TYLER, MATHEW LEE",P60005600,IND,CA
"RHODES, LEE",P60006160,DEM,NY
"KOPITKE, KYLE KENLEY",P60015419,IND,MI
"BORING, PAIJ",P60016888,REP,KS
"AYYADURAI, SHIVA DR",S8MA00268,REP,MA
"THOMPSON, DAVID ERIC",H4TX01092,REP,TX
"JIMENEZ, LUIS MR.",P40008443,REP,WA
"RACHAL, TIMOTHY THOMAS LORD",P40008450,REP,IL
"JOHNSON, GARY",H4AL01222,DEM,AL
"IMHOLTE, MATTHEW AUSTIN",P40008146,NON,TX
"ALANIZ, JASON",P40008732,APF,TX
"ALLEN-REESE, POGO MOCHELLO MR",P60005121,REP,TX
"PASTOR, LAURA",H4AZ03133,DEM,AZ
"GIBBS JENSEN, TIEF",H4CA02130,REP,CA
"PETERSEN, RAYMOND DAVID",S4MN00551,REP,MN
"LACEY, JOYCE L",S4MN00569,IDP,MN
"LEE, SUSIE",H6NV04020,DEM,NV
"ELLIOTT, GLENN FREDERICK MR. JR.",S4WV00399,DEM,WV
"BURGESS, CLINT C",H4TX26131,REP,TX
"DELAURO, ROSA L",H0CT03072,DEM,CT
"WEBSTER, DANIEL",H0FL08208,REP,FL
"WOOD, MICHAEL",P40014284,NAP,PA
"DEBERRY, SHAUNESI YVETTE",S4MD00335,IND,MD
"SPREITZER, JEREMY",H2AZ08201,IND,AZ
"SUZARA, JEREMIAH ANGELES",H4CA52085,IND,CA
"CRAVENS, MAURICE RANDALL II",H2KY06217,DEM,KY
"SWING, GARY",H4CO03308,OTH,CO
"VILLAVERDE, CHRISTINE",H2NC08235,REP,NC
"ELWORTH, MARK JR",H4CO03340,LIB,CO
"PARHAM, NICHOLAS",P20005534,IND,LA
"BILLS, JAMES EDWARD",P40004475,IND,TX
"CARROLL, JERRY LEON",P00000679,NP,CA
"COLEMAN, VALERIE LEE MISS",P40006082,REP,WA
"WEISS, JOANNA",H4CA47119,DEM,CA
"MOSSAAD, ISLAM KARAM",P40007494,REP,TX
"WIEBENS, JEFFREY",P40006736,REP,CA
"PARKER, JACOB MATTHEW MR.",P40007502,IND,NV
"CYSEWSKI, ARSE VINCENT",P40007205,DEM,ND
"BOYD, KWAME KHARY",P40008260,REP,NC
"BRANCH, MARCUS ALEXANDER",P40008286,DEM,OH
"NOTO, JOANNE",P40008294,IND,VA
"RICHEY, LOREAL TIARA ME.",P40007007,OTH,GA
"GAILEY, WILLIAM",P40007031,DEM,OR
"RIOS, FELIPE JESUS DR",P40007122,REP,IN
"STAHLE, RAYMOND LYNN",P40007130,W,PA
"CYSEWSKI, ARSE VINCENT",P40007213,DEM,ND
"MINNICH, DEREK MICHEAL",S4CO00460,VET,CO
"WESSON, BRIAN JERRAL",P40009300,REP,TX
"SMITHSON, JODIE",P40009326,DEM,VA
"JOHANSEN, MATTHEW NO",P40006322,NO,ME
"RESENDEZ, ELIUD DEJESUS",P40004483,OTH,TX
"GAUL, MICHAEL JOSEPH",P40004491,CRV,GA
"BRADSHAW, MARQUITA",S0TN00342,DEM,TN
"HAUSKINS, DANIEL OBAMA MR JR",P40005985,GWP,IL
"FLOYD, MICHAEL",P40005993,OTH,FL
"BANKS, MICHAEL JOHN PAUL",P40006009,VET,AZ
"CASH, DAVID MCCULLOUGH",P40006058,DEM,AL
"MARTISKO, MIKE BENJAMIN MR.",P40006439,OTH,PA
"LOVE, JOHN BENARD III",S0TX00308,DEM,TX
"MANCHIN, JOE III",S0WV00090,DEM,WV
"BIAH, NATHAN",H4RI01182,DEM,RI
"WRIGHT-MCDONALD, REECE MASTER",S4PA00253,IND,PA
"YETTER, JOSEPH FREDERICK III",H2OR02156,DEM,OR
"LANZARO-FISHER, JON",H2PA08110,DEM,PA
"JOHNSON, RASHAWN D MR.",H4PA19055,DEM,PA
"MARTIN, JOSEPH S",P40003832,UN,NY
"COMLEY SR, STEPHEN  BRADLEY",P10000024,REP,MA
"STEWART, JACKSON DANIEL MR",P40003915,PFP,CA
"FAUCETT, NATALIE MARIE",H4MO07149,IND,MO
"VANDUSEN-TORRES, DENNIS PAUL MR",P40003956,NON,TX
"CLARK, MICHAEL LYNN MR.",P40004509,AIC,TN
"DEERING, ERNEST LEO",P40004517,NNE,AK
"TUCKER, KEVIN J",P40005969,LIB,TX
"VALENTI, DYLAN CHRISTOPHER MR.",P40004707,FSP,FL
"BIAS, JASON",H4CO03449,REP,CO
"GRANADO, JOSEPH L.",H4CO03456,REP,CO
"OSTA, SAMI MICHEL N/A",H4FL11113,AIC,FL
"JOHNSON, THERESA",P40019044,REP,NY
"KHAN, AISHA S",H4MD03297,DEM,MD
"LANGONE, JOSEPH TYLER",H4TX17122,REP,TX
"DEWICK, KYLE",P40016446,IND,CO
"SANZ MONDRAGON, JOSE MANUEL",H4TX28095,REP,TX
"PEREZ, MARIA ANGELITA",H4TX28103,REP,TX
"THOMPSON, GLENN MR.",H8PA05071,REP,PA
"BUSA, MICHAEL ANTHONY MR",P40003907,NPA,MA
"FIERRO, ANGEL IDALIS",H4TX29051,REP,TX
"BOND, STEVEN R.",H0HI02288,REP,HI
"JOHNSON, BILL",H0OH06189,REP,OH
"MCFEETERS, KENNETH R",H4AL06171,REP,AL
"LARKEY, CHAD S.",P40010282,IND,NM
"SMITH ABRAMS ALMASI, MARCIA KAREN DR P",P40019077,REP,NC
"MURGUIA, JOSE JR",P40007544,APF,CA
"PAUL, JEFF",P40007551,UN,NY
"CHOWEN, DEREK",P40007569,IND,MI
"HARVEY, TERRANCE JAMES",P40009425,DEM,MI
"SHEPPARD, THOMAS MR.",P40007098,REP,TX
"ACEVEDO DIAZ, VANDERELMO JAMES ACEVEDO",P40007163,W,PR
"BLUE, ELIJAH LEWIS",H4CA11149,LIB,CA
"LEON, STEPHEN ALAN MR.",P40007668,DEM,VA
"HAMILTON, JUSTIN EDWARD",P40007338,IND,NC
"BOUNDS, DAVID",P40007692,IND,TX
"MANGER, JOSEPH JAY MR.",P40009938,DEM,OK
"SUAREZ, JACOB MR.",P40009946,IND,NY
"AYYADURAI, SHIVA DR.",S4MA00275,IND,MA
"VAZQUEZ, DANIEL BENETEZ",H4CA36138,AIC,CA
"NOVAK, RYAN DAVID",P40009953,REP,TX
"SCHMITZ, JOSHUA R",P40009961,REP,OH
"MARCY, CARRIE MAE MISS",P40009979,REP,MA
"MASTER, LUCY LIAO MISS.",P40009995,REP,IL
"POWELL, TAMIKO",P40010001,IDP,CA
"MCKELVEY, SEAN GREGORY",H4MD05185,DEM,MD
"MACK, ROD MR",P40010068,IND,GA
"DEL MOORE, NICHOLAS D",S4PA00246,DEM,PA
"TODD, ANDRE",H4CA12212,DEM,CA
"HERNANDEZ, FRANK",H4CO03415,IND,CO
"FRITZ, JOSHUA ARON",P40008799,NNE,AK
"BAMUNDO, MARK",P40008872,UN,MD
"KRAVITZ, SAMUEL",H4IN01178,IND,IN
"EDWARDS., JASEN LEMAR - H.E. EXECUTOR.",P40006561,W,NM
"FAIN, DYLAN LEE MR. N/A",S4TN00500,DEM,TN
"JOHNSON, CHRISTOPHER JAMES",P40006900,IND,MT
"REINBECK, HARRISON",P40006041,REP,PA
"FRANCISCO, HUBERT SEAN",P40010266,IND,KY
"MEIERS, JACOB HENRY",P40006090,REP,OH
"TUXHORN, DAVID LEE MR",P40006132,NPA,OR
"BEY, TAMERLANE TIMUR MR. II",P40006140,IDP,FL
"DAMMEN, KHALEB IAN",H4CO06103,REP,CO
"MUSTAFA, SAHMON",P40006876,DEM,NC
"LEVINE, JACOB STEPHEN",P40008567,MP,OH
"YEAGER, ANN M",P40006025,NNE,OH
"SHAVER, KRISTIE",P40006124,NNE,MO
"WEBSTER, AARON",H4CA01108,DEM,CA
"BROOKS, JOHN ROY",P40009854,IND,LA
"SANSCRAINTE, MATTHEW ALEXANDER MR",S4FL00488,DEM,FL
"ST JOHN, KEVIN EUGENE",P40006280,REP,OH
"BROOKINS, LANCE ALEXANDER SIR SR",P40006884,UN,FL
"MCKOWN, BRITTANY A",P40007106,DEM,OH
"DVORAK, JOHN",P40008641,REP,CA
"FAMILONI, JACOB TAIWO",P40008658,REP,CA
"GUAY, CALEB JAMES",P40008666,REP,GA
"ANOAI, NICHOLAS JOSEPH RAINS",P40008674,REP,ME
"WINTERS, LASHONDRA DIONNE MRS",P40008690,N/A,TX
"LEWIS, JULIAN BISHOP",P60005717,IND,TX
"MAHER, PATRICIA",H4NY04141,DEM,NY
"MIXON, ANDREW",P40021453,FED,TN
"MIDDENDORF, BENJAMIN AUGUST",H4KY03293,W,KY
"HAYES, KEVIN E.",H4NC06193,CON,NC
"DANG, BETTY",P40021487,DEM,CT
"KELLER, CHUCK",H4PA04131,IND,PA
"SCHRANK, ALEXANDER DAVID",H4OH02297,W,OH
"DEFORDE, TRACEY",H4OH11124,W,OH
"KAMA, ULOMA S. DR.",H4GA02110,DEM,GA
"TAYLOR, KENNY",P40015349,DEM,NY
"EKPETE KAMA, ULOMA",H4LA02129,DEM,GA
"BROWN, JAY EDWARD",H4IA04121,DEM,IA
"EKPETE KAMA, ULOMA",H4LA02137,DEM,GA
"GRANDSARD, BRUNO",H4NY10122,DEM,NY
"CIRNER, ANDREW",P40015166,REP,OH
"VARGO, MICHAEL IAN",P40015174,NPA,NV
"BUSS, JOHNNY HATTEN",P40019028,IND,CA
"PHILLIPS, STEPHANIE",S4NV00262,REP,NV
"THOMAS, GION",H4TX38037,DEM,TX
"JOHNSON, RUSTY MR",H4IN07191,LIB,IN
"COLLINGWOOD, PAUL B.",P40010134,OTH,SC
"CYSEWSKI, MASON",S4FL00496,W,ND
"CYSEWSKI, MASON",S4TX00631,GRE,ND
"ALEXANDER-NEAL, MALCOLM",P40010209,TX,CA
"DUNLAP, DAVID RAY",P40008484,LIB,FL
"WEBB, DALE WAYNE MR JR",P40006801,REP,PA
"DOCTOR, JEROME",P40009730,DEM,NY
"BRANDKAMP, SPENCER MR",P40009748,W,AR
"THOMAS, GREGORY MARQUIS",P40009755,DEM,TX
"ROCO, JOHN PACIFICO",P40008179,REP,WA
"ABAIR, REBECCA GAIL MS.",P40008203,REP,TN
"JIMENEZ, LUIS MR.",P40008211,REP,WA
"FARBER, STUART DR.",P40008229,REP,FL
"MOUTOUX, BRIAN IAN",H4NC01111,DEM,CO
"MEIRING, ERIC RICHARD REV",P40008328,IND,CA
"LEDBETTER, MIKE DAVID MR.",P40006926,REP,TX
"ALLEN, TOMMIE LEE IV",P40008161,NNE,TX
"CAMPBELL, CHRISTOPHER JOESPH",P40004616,DEM,PA
"ROSENKRANS, MARC",P40004988,POP,HI
"PETERSON, JOHN",S4WA00532,DEM,WA
"BRANTLEY, DERRICK",H4FL07129,REP,FL
"HASTINGS, NIKOLETTE",P40005753,IND,OK
"SMETHERS, RUSSELL REVEREND",P40015372,NON,NV
"DWOCK, BIG",P40005944,REP,PA
"GWIN, JOHN HOVEY MR JR",P40005951,IND,AL
"WMC, REECE WMC 717 SIR",P40004608,COM,PA
"MCDONALD, REECE WRIGHT- 212 SIR",S4NY00214,DEM,NY
"BOSWELL, MATT",S4FL00454,DEM,FL
"IRIZARRY, RAFAEL",H4CT03108,REP,CT
"NEY, JENNIFER LEE ANN",P20004487,DEM,IA
"FUSCO, MICHAEL ROBERT",P40008427,W,NY
"FUSCO, MICHAEL ROBERT",P40008435,W,NY
"HILBRICH, DAVID A MR",S4MN00460,REP,MN
"POPP, BRET",P40008492,UN,NC
"TEMURI, PRINCE MUHAMMAD ALI HH",S4NY00255,UPP,NY
"CYSEWSKI, MASON VICENT",P40007379,GRE,ND
"HOOPER, ALEXANDER HOOPER",P40007767,ACE,KY
"HOOPER, ALEXANDER HOOPER",P40007775,AIP,KY
"DESILVA, DAVID REED III",P40007270,LIB,AZ
"SCHAFER, SCOTT PRESTON MR.",P40008880,REP,PA
"GIBSON, DAVID",P40007635,AIC,ME
"WEBB, DALE WAYNE MR. JR",P40004194,REP,AZ
"ALTUCHER, JAMES",P40004202,UNK,FL
"THOMPSON, JUSTIN D",P40004210,REP,NE
"GAMBINO, CRUSIFICIO AARON EVERETT MR.",P40008898,REP,MN
"DAMMEN, KHALEB IAN",H4CO06111,REP,CO
"ADAMS, JOSHUA",S4KY00216,REP,KY
"KIRKLAND, KYLE R",H4CA20223,REP,CA
"MCSORLEY, RICHARD C MR",P40008906,REP,KY
"WHITLOCK, DAVID ROBERT MR.",H4AL01230,REP,AL
"JUAREZ, JAVIER",H4MI80019,UN,MI
"REDOVIAN, ANGELA D MS.",P40004327,REP,AZ
"FITZPATRICK, JONATHAN WILLIAM MR.",P40003964,IND,AZ
"VAVAO, TALALUPE FONZIE",P40003972,REP,CA
"RAY, DAVY",H2WA03175,DEM,WA
"MORENO, ELVIRA",H4CA31188,REP,CA
"WHEELER, GREGORY",H4OH13112,REP,OH
"GRILLO, PHILIP SEAN MR.",H4NY03119,REP,NY
"BUSHMAN, LAUREN",S4IN00147,DEM,IN
"KERR, MICHAEL",H2CA10244,GRE,CA
"RADZIUS, DARIUS A. MR.",H4NY03135,DEM,NY
"JOHN, XAN MR.",H4LA03127,REP,LA
"PIGRAM, JIMMYRICO",P40016370,REP,CA
"WILLHITE, LAYNE AUSTIN",H4IL13266,DEM,IL
"NAPPO, MATTHEW J MR.",H4NY03143,UN,NY
"BOUDREAUX, MICHAEL",H4CA20199,REP,CA
"OGLES, BRANDON THOMAS",H4TN07166,REP,TN
"GOODRICH, CHARLES",H4IN05179,REP,IN
"MACEWEN, DREW C",H4WA06133,REP,WA
"DAMIKOLAS, ALLYSON",H4CA40106,DEM,CA
"FRANCE, MIKE",H2CT02161,REP,CT
"THOMAS, KEVIN",H4NY04182,DEM,NY
"FLORA, JOHN",H2NJ07242,DEM,NJ
"EDWARDS, DANA PHILLIP DR.",H4KY05025,REP,KY
"FERNANDEZ, HLSIA",H2FL07289,DEM,FL
"ABID, ZERQA",H4OH15075,DEM,OH
"BUCSHON, LARRY D.",H0IN08114,REP,IN
"IVANOVSKIS, JEREMY DANIEL",H2TX03316,REP,TX
"BELNOME, JOSEPH",H4NJ11141,REP,NJ
"RICE, MARK",H4IL08159,REP,IL
"SWEENEY, JOSEPH J",H4CA10117,IND,CA
"O'NEIL, RUSTEN",S4CA00969,IND,CA
"HALPER, DEAN",H4FL22169,DEM,FL
"SIMMONS, LANDRY MCNORD JR",H4OH11116,REP,OH
"ELWORTH, MARK JR",H4CO03381,OTH,CO
"CHAN, HUNG HUYNH",P40008245,DEM,CA
"ARCHULETA, VALDAMAR",H4CO01161,REP,CO
"WHITLOW, STUART NORMAN MR.",H4TX31081,DEM,TX
"STREETER, JESSE",P40007890,REP,PA
"DICAPRIO, LEONARDO WILHELM",P40006314,UNT,MO
"CHIKA, DIANA LYNN MS",P40006421,IND,FL
"ALEXANDER, TIMOTHY",H2NJ02193,DEM,NJ
"STRUVE, PRESTON TYLER MR",P40008385,REP,UT
"FALLICK-WANG, KATRINA",H4UT04060,DEM,UT
"PARKER, BRANDON HUGH",P40008393,UN,AL
"HUFFMAN, JARED",P40008401,REP,MS
"BUNEA, NICOLAE ALBERT",P40008419,DEM,NY
"MADIGAN, THOMAS JOHN MR.",S4MT00167,REP,MT
"TEMURI, PRINCE MUHAMMAD ALI HH",S4NY00248,WUP,NY
"WILDER, JEFFREY",H4PA11060,REP,PA
"CLARK, DANIEL MARCEL",P40006454,IND,GA
"TOULME, A.C. LORD JR.",P40006694,DEM,FL
"O'DONNELL, JOHN ROBERT",H4AZ06128,DEM,AZ
"CANADA, JOSEPH WILLIAM GOD  100%",P40006769,GOD,CA
"LEVINE, DANIEL LOUIS",P40007510,NPA,MI
"LEVASSEUR, JOSEPH",H4NH01292,REP,NH
"MAGNER, JEFFREY LOUIS",P40006850,NNE,FL
"MEADOWS, SAMANTHA",H2OH02127,DEM,OH
"VIGUE, AUSTIN",H4AL02089,DEM,AL
"ANDERSON, WILLIE JEFFEERSON",H4FL02088,REP,FL
"ANDERSON, WILLIE JEFFEERSON",H4FL02096,REP,FL
"MURPHY, MATTHEW JOSEPH MR.",P40009433,REP,MA
"NELSON, SCOTT WAYNE MR",P40009441,IND,IN
"GRIFFIN, CLIFFORD DAVID",P40004079,IND,FL
"STEWART, KEVIN G MR",H4AL06155,IND,AL
"TINGLE, RALPH R JR",P40004392,RES,CO
"ELGIN, TJ SIR",P40004400,IND,CT
"LANCE, NICHOLAS",P40004012,IND,AZ
"LOWE, STEFAN ARTHUR",P40004178,REP,CA
"SAVAGE, SHAUN",P40004186,REP,OR
"CAMP, JOJO",P40004152,IND,CO
"MANN, CHEZ ANDREW HILL",P40006207,NNE,CO
"MANTANONA, NICHOLAS BRENT",P40004087,OTH,NY
"KINMAN, JEREMY WAYNE MR.",P40004111,REP,OK
"WILSON, JUDAH",P40004301,UN,IN
"WHITE, DARRYL JC",P40008575,NON,OH
"GIPSON, PATRICK LEE",H4CA30214,REP,CA
"HEDGER, KRISTIN RUTH",S4ND00061,NPA,ND
"BARDOL, DAVID CHRISTOPHE MR.",P40006462,W,CA
"BUCHANAN, MATTHEW COE MR.",P40007171,NNE,FL
"SWING, MICHAEL D.",P40007189,DEM,FL
"GLADDEN, JESSE DWIGHT",P40007411,FWD,KS
"CURTISS, RICHARD C. MR.",P40006017,REP,NY
"ROGERS, DYKEBA LECOLE DYKEBA MS",P40008740,DEM,NC
"CANADAY, DORIS ANN",S4MO00227,SEP,MO
