candidate name,party,fec_id,cid
"Ferguson, Drew",R,H6GA03113,N00039090
"Fermo, Paul",D,H2PA01107,N00049741
"Fernandez, Francisco",D,H2NM01227,N00048007
"Fernandez, Tatiana",D,H2FL07289,N00051174
"Fernandez, Teresa Leger",D,H0NM03102,N00044559
"Fernandez, Veronica",I,H2NJ07267,N00050414
"Ferrara, Nicholas",R,H2NJ03290,N00050673
"Ferrigno, Trevor",3,H2NJ05345,N00051594
"Fetterman, John",D,S6PA00274,N00038201
"Fewings, Danielle",D,H2TX35110,N00048051
"Figliola, Anthony",R,H2NY01174,N00049700
"Fikre, Teddy",I,H2VA08186,N00051119
"Finkenauer, Abby",D,S2IA00164,N00040888
"Finstad, Brad",R,H2MN01223,N00050649
"Fischbach, Michelle",R,H0MN07091,N00045251
"Fischer, Jason",R,H2FL04187,N00051034
"Fisher, Tara",L,H2NJ06236,N00051080
"Fitzgerald, Mike",D,H2NY12213,N00048740
"Fitzgerald, Scott",R,H0WI05113,N00045434
"Fitzpatrick, Brian",R,H6PA08277,N00038779
"Fix, Jeffrey M",R,H2OH15178,N00048563
"Flaherty, David",R,S2NC00752,N00051252
"Flanagan, Brian",L,H2CO05265,N00051889
"Flanagan, Tricia",R,H2NJ03233,N00043415
"Flannery, Bryan",D,H2OH11201,N00048021
"Fleischmann, Chuck",R,H0TN03254,N00030815
"Fleming, Bridget",D,H0NY01202,N00046027
"Fleming, Natalie",R,S0ID00172,N00043657
"Fleming, Robert M",R,S2OR00226,N00051257
"Fletcher, Isaiah",L,H2NJ01161,N00051075
"Fletcher, Lizzie",D,H8TX07140,N00041194
"Fletcher, Michael",D,H2OH12142,N00051102
"Flinn, George",I,H0TN08287,N00031656
"Flisser, Miriam",R,H2NY16115,N00051801
"Flood, Mike",R,H2NE01118,N00050145
"Flora, Deborah",R,S2CO00258,N00049386
"Flora, John",R,H2NJ07242,N00050150
"Flores, Julio Cesar",3,H2CA42254,N00051361
"Flores, Mayra",R,H2TX34113,N00048049
"Flores-Gibson, Martha",R,H2CA21217,N00049055
"Florschutz, Otto",R,H2AK00283,N00051317
"Flory, Jenn",R,S2AL00129,N00048093
"Flowers, Berney",R,H2MD02335,N00050132
"Flowers, Brian",R,H0MS02082,N00046233
"Flowers, Marcus",D,H2GA14044,N00047948
"Flynn, Carrick",D,H2OR06090,N00050171
"Flynn, Jim P",I,H2FL20282,N00048976
"Flynn, John",R,S2CT00264,N00044996
"Flyunt, Mikhail Peter",R,H2DC01037,N00049496
"Fogg, Matthew",D,H6MD05222,N00039116
"Foldi, Matt",R,H2MD06328,N00051058
"Forbes, Stephen",D,H8CA17105,N00043117
"Ford, Jerry",R,H2TX08166,N00048774
"Ford, Mike",D,H2GA09234,N00050347
"Fore, Jessica",D,H2GA10273,N00050096
"Fort, Vincent",D,H2GA13103,N00050097
"Forte, Tina",R,H2NY14128,N00049710
"Fortenberry, Jeff",R,H4NE01064,N00026631
"Foster, Andrew",R,S2IA00180,N00050526
"Foster, Bill",D,H8IL14067,N00029139
"Foster, Jack",D,S2AR00123,N00049975
"Foster, Laurel",3,H2AK00408,N00051329
"Foster, Russell",D,H0TX04151,N00045538
"Foster, William",I,H2AZ06296,N00049424
"Foushee, Valerie",D,H2NC06114,N00049652
"Fowler, Steven",R,H2TX28099,N00049345
"Fox, Al",D,S2FL00680,N00027736
"Fox, Joy",D,H2RI02176,N00050276
"Fox, Richard",R,H2CA16167,N00050306
"Fox, Stephanie",D,H2PA18226,N00049759
"Fox-Spencer, Belinda",I,H0WV03193,N00047636
"Foxx, Virginia",R,H4NC05146,N00026166
"Fragnoli, Kathy",D,H2TX24163,N00049823
"France, Mike",R,H2CT02161,N00047936
"Francis, Quanda",D,H2NY10332,N00051562
"Frank, Aaron",I,S2WI00318,N00048135
"Frankel, Lois",D,H2FL14053,N00002893
"Franken, Mike",D,S2IA00172,N00045355
"Frankenfield, Jeff",I,H2CA24211,N00050311
"Franklin, Scott",R,H0FL15104,N00046760
"Franzese, Dan",R,H2FL21108,N00048507
"Fratto, Mario",R,H2NY23152,N00049714
"Fredrich, John Karl",I,H8CA18095,N00043119
"Fredrick, Val",R,S2KY00129,N00049238
"Fredrickson, Matthew",R,H2OH14114,N00050441
"Fredsell, Erik",R,H2NC04127,N00048727
"Free, Lucretia",R,H2AZ02394,N00049418
"Fremgen, Jimmy",D,H2CA06317,N00048659
"French, Leslie",R,H2WA03183,N00049352
"French, Michael Alexander Mr.",R,H2TX21136,N00048593
"Friedbaum, Jeremy",R,S0UT00215,N00006375
"Friend, Brian",R,H2NC03129,N00050273
"Friend, Lorie",R,S2MD00602,N00051155
"Friese, Randy",D,H2AZ02329,N00048152
"Frisch, Adam",D,H2CO03351,N00050325
"Friscia, Larry",R,H2NJ11210,N00049691
"Frix, Avery",R,H2OK02257,N00050921
"Froedge, Maxwell",I,H2KY06225,N00051903
"Frosch, David",I,H2OK05227,N00051518
"Frost, Maxwell",D,H2FL10259,N00049075
"Fry, Russell",R,H2SC07280,N00049165
"Fugate, Demetrius",R,H2FL22213,N00046392
"Fulcher, Russ",R,H8ID01124,N00041335
"Fulford, Robin",D,H2TX02383,N00049780
"Fuller, Scott Allen",R,H2WV01136,N00049912
"Fullmer, Julie",R,H2UT01292,N00050729
"Fung, Allan",R,H2RI02226,N00050462
"Furrh, Samuel James",3,H2TN09224,N00050185
"Furze, Marcus",D,H2CT05248,N00050583
"Fusha, Liri",D,H2MD02384,N00051585
"Fyfe, Matt",D,H2IN09191,N00048517
"Gabehart, Jason",I,S2IN00158,N00048408
"Gacis, Cherif",D,H2TX21169,N00049179
"Gaddis, Charlie",R,H2OH13249,N00049731
"Gaddis, Joshua",R,H2AL04071,N00047905
"Gaddy, Susan",R,S2NC00778,N00051310
"Gaetz, Matt",R,H6FL01119,N00039503
"Gaghan, James",R,S2NC00380,N00048416
"Gailliard, James",D,H2NC02246,N00049632
"Gaither, Larry",3,H6SC05145,N00039579
"Galdo, Damon",R,H2NJ01187,N00051202
"Gale, Andrew",L,H2MI01159,N00051791
"Gale, Sean",R,S2PA00372,N00048129
"Gallagher, Mike",R,H6WI08155,N00039330
"Gallant, Katherine",R,H2OR02180,N00051215
"Gallardo, Stephanie",D,H2WA09115,N00048057
"Gallego, Ruben",D,H4AZ07043,N00036097
"Gallegos, Salvador",R,H2TX08281,N00049792
"Gallo, Michael",L,H2NJ02243,N00051077
"Gallo, Vincent",R,H2TX26192,N00049825
"Galluch, David",R,H2PA05074,N00048571
"Gamba, Mark",D,H0OR05096,N00044355
"Gandley, Dean",R,H0NY01244,N00050771
"Ganorkar, Mahesh",R,H2NC06106,N00049651
"Gant, Richard ""Nap""",I,S2AR00156,N00051306
"Gao, Ruth",D,S2KY00111,N00048636
"Garamendi, John",D,H0CA10149,N00030856
"Garapati, Abhiram",R,H0TX31030,N00043922
"Garbarino, Andrew",R,H0NY02234,N00046030
"Garcia Holmes, Michelle",R,H0NM01189,N00045745
"Garcia, Ben",R,H2WA04181,N00049353
"Garcia, Cassy",R,H2TX28149,N00049835
"Garcia, Cristina",D,H2CA42213,N00049465
"Garcia, Eleanor",3,S6CA00980,N00039922
"Garcia, Eric",D,H0CA22110,N00045378
"Garcia, Jeannette",R,H2AZ03186,N00051493
"Garcia, Jesus",D,H8IL04134,N00042114
"Garcia, Kevin Andres",L,H2MD08217,N00050380
"Garcia, Mike",R,H0CA25105,N00044298
"Garcia, Robert",D,H2CA47188,N00049470
"Garcia, Sylvia",D,H8TX29052,N00042282
"Garcia-Ureste, Alia",R,H8TX16125,N00042255
"Gardner, C.W.",R,S2MO00809,N00051705
"Garin, Carlos",R,H2FL28020,N00051272
"Garner, James",I,S2AR00164,N00051307
"Garrett, Mykale",D,H2MI12206,N00051063
"Garrison, Jessica Jean",R,S2OK00160,N00050023
"Garrity, James",I,H2CA15144,N00051028
"Garza, Julio",D,H2TX15161,N00049800
"Garza, Julio",R,H6TX29072,N00038833
"Garza, Mauro",R,H8TX21331,N00042271
"Garza, Rochelle",D,H2TX34162,N00048928
"Gash, Eric",D,H2NC11205,N00048535
"Gashi, Vedat",D,H2NY16081,N00050430
"Gaskin, Guy",R,H2MN05232,N00051636
"Gaskins, Barbara",D,H2NC03095,N00048726
"Gates, Derrick",R,H2CA33196,N00048479
"Gatewood, Byron",R,H2GA06198,N00050249
"Gavarone, Theresa",R,H2OH09171,N00049727
"Gay, Derrik",D,H2TX24148,N00048926
"Gay-Dagnogo, Sherry J",D,H2MI13279,N00050392
"Gearing, Charles",D,H2TX05220,N00048292
"Geels, Courtney",R,H2NC13185,N00049311
"Geffeney, Tyler",R,H2CA52188,N00051031
"Gehlsen, Jim",D,H2VA01116,N00049878
"Geist, Tim",R,H2CA01250,N00050296
"Geller, Eddie",D,H2FL15100,N00049080
"Genant, Pamela",D,H2NC13235,N00049667
"Genovese, Sal",D,H6CA31126,N00028200
"Genrich, Lynn",L,H2NJ12143,N00051918
"Gentle, Adam",D,H2FL25067,N00048197
"Gentle, Terry",R,H2NC12252,N00049663
"George, Yahanseh",R,H2GA07139,N00049092
"Geppi, Mike",R,H2MD02376,N00051279
"Gerawork, Dereje",D,H2VA11230,N00050205
"Gerhardt, Erik",L,S2PA00430,N00044736
"Geter, Angela",D,S2SC00111,N00049403
"Gi, Nicole",D,H2HI02623,N00051387
"Gibbons, Mike",R,S8OH00086,N00041286
"Gibbons, Thomas",R,H2AK00291,N00051318
"Gibbs, Bob",R,H0OH18077,N00031128
"Gibbs, John",R,H2MI03197,N00049594
"Giblin, Scott",R,H0CA05107,N00045123
"Gibson, Corey",R,H2WA14016,N00049191
"Gibson, James Francis",R,H2CA36454,N00049277
"Giglio, David",R,H2CA16134,N00048162
"Gilbert, Bill",3,H2RI02259,N00051565
"Gilbert, Hank",D,H0TX01108,N00045288
"Gilbert, Jeremy",R,S2ID00111,N00048102
"Gilbert, Madison Gesiotto",R,H2OH09163,N00049726
"Giles, Dave",R,H6AZ09010,N00036982
"Gill, Louis",D,H2CA23163,N00049451
"Gill, Ricky",R,H2CA10228,N00033038
"Gillen, Laura",D,H2NY04244,N00050425
"Gillespie, Patrick",R,H2TX33248,N00050722
"Gilsdorf, Gareth",I,H2AZ09217,N00050295
"Gimenez, Carlos",R,H0FL26036,N00046394
"Giove, Salvador",D,H2UT04098,N00050731
"Gipson, Patrick Lee",R,H2CA30325,N00050314
"Girard, Yvonne",R,S2CA00997,N00036109
"Girl, Maebe A.",D,H0CA28174,N00044848
"Giroux, Jenn",R,H2OH01202,N00051091
"Gitau, Benson",R,H2TX07143,N00050278
"Gizinski, Adam",R,H2VA05117,N00049883
"Glasser, Chris",D,H2MI04278,N00050637
"Gleason, Peter",D,H2NY10340,N00051743
"Glenn, Jo",D,S2OK00178,N00050024
"Glines, Allen",D,S2UT00302,N00048134
"Gluck, George",D,H2MD08175,N00034065
"Glumaz, Paul",R,H2WA07119,N00049905
"Godbee, Ralph L. Rev. Jr.",D,H2MI13238,N00050141
"Godette, Marla",I,H2IN02329,N00051900
"Godfrey, Aaron",D,H8OH16090,N00040945
"Godfrey, Curtis",D,H4IN07159,N00036129
"Godfrey, Marcus",L,H2CA01185,N00048158
"Godlewski, Sarah",D,S2WI00359,N00048455
"Goldberg, Albert",R,H2NV03245,N00051421
"Goldberg, Bart",D,H2MI05176,N00050385
"Golden, Jared",D,H8ME02185,N00041668
"Golden, Priscilla",D,H2TX23157,N00049821
"Goldman, Dan",D,H2NY10308,N00051424
"Goldstein, Matthew",I,H2NY10290,N00051423
"Goldstein, Michael",R,H2CT04076,N00046472
"Gomez, Blanca",D,H0CA08226,N00047670
"Gomez, Jimmy",D,H8CA34266,N00040597
"Gonsalves, Mark",R,H2GA07154,N00044516
"Gonzales, Caesar",R,H2GA13111,N00046765
"Gonzales, Christopher",R,H0CA45160,N00045660
"Gonzales, Jericho",R,H2MI02157,N00050382
"Gonzales, Tony",R,H0TX35015,N00044592
"Gonzales, Victoria",I,H2NM01383,N00051919
"Gonzalez, Gilberto",D,H2PA02154,N00048757
"Gonzalez, Jesus",R,H2NY06173,N00048896
"Gonzalez, Patricia",R,H2FL24052,N00049523
"Gonzalez, Ryan",R,H0CO06135,N00046165
"Gonzalez, Vicente",D,H6TX15162,N00038809
"Good, Bob",R,H0VA05160,N00045557
"Gooden, Lance",R,H8TX05144,N00042237
"Goodman, David",I,H2CA26158,N00049452
"Goodman, Gavin",L,H2AL07181,N00051340
"Goodrum, Cassandra",D,H2IL01265,N00049543
"Goodwin, Alfe",R,H2PA05116,N00050452
"Goodwin, Greg",D,H2OR06132,N00051219
"Goodwin, Kathy",3,H8MI05124,N00043923
"Goodwin, Kelvin",R,H2TX30186,N00049841
"Gordon, Dan",R,H0WA08111,N00045817
"Gordon, Jacqueline",D,H0NY02192,N00044564
"Gordon, Pamela",R,H2OK02273,N00050923
"Gore, Laverne",R,H0OH11098,N00045764
"Gore, Rhonda",D,H2AL04097,N00050786
"Gorman, Gerold Lee",D,H2NV02569,N00051417
"Gorman, Jeff",R,H0CA20122,N00045475
"Gorman, Lynn",I,H2OH07217,N00049725
"Gorman, Mark",D,H2CA07125,N00049051
"Gorman, Meg",D,H0TN03452,N00046911
"Gosar, Paul",R,H0AZ01259,N00030771
"Gotsch, Nathan",I,H2IN03228,N00050626
"Gottheimer, Josh",D,H6NJ05171,N00036944
"Grabovsky, Angela",R,H2IN07179,N00050268
"Graham, Bill",3,S2OH00485,N00050019
"Graham, Charles",D,H2NC09183,N00048728
"Graham, David",L,S2KS00154,N00051818
"Graham, Devin Lance",R,S2LA00200,N00052081
"Granda, Grace",I,S2FL00425,N00045371
"Granger, Dustin",D,H2LA03089,N00048712
"Granger, Kay",R,H6TX12060,N00008799
"Grant, Steven B",I,S2FL00508,N00048393
"Grassley, Caleb Alexander Madam",L,H2ID02174,N00048701
"Grassley, Chuck",R,S0IA00028,N00001758
"Grasso, Gary",R,H2IL06124,N00049550
"Graves, Garret",R,H4LA06153,N00036135
"Graves, Sam",R,H0MO06073,N00013323
"Gray, Adam",D,H2CA13115,N00050061
"Gray, Alex",R,S2OK00202,N00050762
"Gray, Antonio Darnell",D,H2GA13061,N00049096
"Gray, Chuck",R,H2WY01032,N00048328
"Gray, Edward A",I,S2FL00771,N00052073
"Gray, Giulianna",R,H2CO08012,N00048969
"Gray, Molly",D,H2VT01068,N00049899
"Gray, Phil",L,H6TX01261,N00039153
"Gray, Steve",R,H2NJ04223,N00050674
"Gray, Terence R Mr. I",D,H2FL10226,N00048682
"Gray-Jackson, Elvi",D,S2AK00184,N00050513
"Grayson, Alan",D,H6FL08213,N00028418
"Grayson, Dena",D,H6FL09187,N00037444
"Grayson, Richard",D,H2OK04154,N00050922
"Green, Al",D,H4TX09095,N00026686
"Green, Curtis",D,H2NJ02227,N00049676
"Green, Grace",R,H2IL11181,N00050266
"Green, Jennifer-Ruth",R,H2IN01172,N00048707
"Green, Karen",D,H2FL08139,N00050809
"Green, Mark",R,H8TN07076,N00041873
"Green, Steven",D,H2NY09136,N00048013
"Greene, Clifford Mark",R,H8WA08064,N00029911
"Greene, Joan",D,H8AZ05154,N00041063
"Greene, Marjorie Taylor",R,H0GA06192,N00044701
"Greer, Phillip Joseph",L,H2AL05227,N00051339
"Greeson, Jeffrey",R,H2NH02237,N00049137
"Gregg, Perry",D,H2FL08097,N00048181
"Gregory, Jeff",R,H0NC10177,N00031977
"Gregory, Justin",R,H2KY03255,N00051185
"Greitens, Eric",R,S2MO00536,N00048413
"Grellner, Randy",R,S2OK00251,N00051161
"Grey Bull, Lynnette",D,H0WY01036,N00047272
"Greywolf, Justin",L,H2WA08190,N00048844
"Griffie, Michael",D,H2MI13212,N00049603
"Griffin, Jim",R,H2CT01221,N00047104
"Griffin, Karyn",I,H2AK00465,N00051335
"Griffin, Lance",R,H2MD03200,N00050133
"Griffin, Morris",D,H0CA33158,N00032210
"Griffin, Peter",3,S2NV00282,N00048429
"Griffin, Thomas",R,H2MS03169,N00051404
"Griffith, Morgan",R,H0VA09055,N00032029
"Griffith, William",D,H2CA47162,N00047637
"Griffiths, Benjamin",R,S2NC00448,N00048422
"Griggs, Joyce",D,H0GA01029,N00013262
"Grijalva, Raul M",D,H2AZ07070,N00025284
"Grimes, Demetries",R,H8FL26054,N00042410
"Grooms, Matt",D,H2NC04143,N00049642
"Gross, Al",I,H2AK01166,N00044975
"Grossman, Kyle",L,H2IA04133,N00050098
"Grothman, Glenn",R,H4WI06048,N00036409
"Gruenhagen, Alycia",D,H0MN07125,N00047477
"Grundmann, Don",I,S4CA00332,N00012707
"Gryder, Scott",R,H2IL14102,N00050115
"Guenther, John",R,S2WA00510,N00051718
"Guerrero, Selinda",D,H2NM01201,N00048005
"Guest, Michael",R,H8MS03125,N00042458
"Guillemette, Joanne",R,H0IL01145,N00031378
"Guillory, Allen",R,H0LA05179,N00047735
"Guillory, Brett",R,H2TX02367,N00049169
"Gunby, Trish",D,H2MO02201,N00048994
"Gungurstein, Shoshana",I,S2AK00218,N00051466
"Gustafson, Claire",R,H4NJ01118,N00036322
"Gustafson, Corey",R,H2CA50232,N00050578
"Guthrie, Brett",R,H8KY02031,N00029675
"Gutierrez, Marco",D,H2NC11270,N00051196
"Gutierrez, Paul",R,S2CA00849,N00043674
"Gutierrez, Rex Dale Alexander",R,H2CA31158,N00048962
"Guyett, Matthew",R,H2PA15115,N00049752
"Guzman, Alixandria",3,H2AZ08219,N00051884
"Haddad, Roberto",D,H2TX15153,N00049799
"Haderlein, Elizabeth",D,H2IL16156,N00051623
"Haff, Grayson",R,H2NC13177,N00049132
"Hagedorn, Jim",R,H0MN01045,N00031390
"Hageman, Harriet",R,H2WY00166,N00049197
"Hagg, Jacob",R,H2MI07131,N00050863
"Hagglund, Bob",R,S2WA00429,N00049264
"Hahn, Kara",D,H2NY01117,N00048736
"Hahn, Pat",R,S8NY00199,N00042040
"Hahn, Pat",R,H2NY01240,N00051287
"Haire, Marvin Jonathan",D,H2TX36142,N00050195
"Hajjar, Jafar",R,H2TX07085,N00048773
"Hakami, Ariana",R,H2CA36496,N00050569
"Hakola, Liz",3,H2MI01167,N00051792
"Halbleib, Conor",D,H2KY05177,N00050130
"Halcro, Andrew",R,H2AK01224,N00051023
"Hale, Merritt",R,H2VA06206,N00049884
"Hall, Julie",R,H0MA04259,N00046975
"Hall, Matt",D,H2IN05157,N00050122
"Hall, Myron",R,S2CA01185,N00050231
"Hall, William",L,H2CT02203,N00051895
"Hallman, Wes",R,H2CA28188,N00050566
"Halter, Alexander",R,H2NJ11269,N00051415
"Hamblin, Laird Fetzer",R,S2UT00377,N00050036
"Hamdan, Benine",R,H2NY10134,N00048548
"Hamilton, Jane",D,H2TX30137,N00048596
"Hamilton, Michaelangelo Collins",D,H2FL23153,N00051271
"Hamilton, Paul V",R,S2KY00186,N00051249
"Hamilton, Tamika",R,H0CA03128,N00044486
"Hamilton, Wendy",D,H2DC01011,N00047789
"Hammond, Alyssia",D,S2NC00737,N00051007
"Hammond, Larry Guy",L,H8SC07071,N00043458
"Hampson, Beth",D,H2CA02225,N00049427
"Hamrick, Jenna",D,S2NC00430,N00048421
"Hancock, Adam",R,H2CA45182,N00049467
"Hanifan, Timothy",D,H2NV02502,N00049143
"Hanks, Ron",R,S2CO00233,N00049384
"Hannoush, Joe",L,H2FL06216,N00051731
"Hano, Michael",D,H2NY13179,N00051745
"Hansel, George",R,H2NH02294,N00051409
"Hansen, Aaron",R,H2WA06160,N00048324
"Hansen, Brian",D,H2NV02577,N00051418
"Hansen, Jimmy",L,S2UT00427,N00051017
"Hanson, Meagan",R,H2GA06172,N00048868
"Hanson, Tom",R,H8IL05073,N00030240
"Hanson, Tommy",R,H2IL05241,N00051505
"Hanusa, Mary Ann",R,H2IA03093,N00048207
"Harbick, Darin",R,S2OR00168,N00049256
"Harbin, Blake",R,H0GA06200,N00046183
"Harbour, Joanna",R,H0OR03174,N00046904
"Harden, Dave",D,H2MD01238,N00048221
"Hardenbrook, Jeff",D,H2OH08058,N00025346
"Harder, Josh",D,H8CA10126,N00040853
"Harder, Kathleen",D,H2OR06074,N00049739
"Hardy, Cresent",R,H2NV01330,N00035628
"Hardy, Omari",D,H2FL20217,N00048504
"Harman, Matt",D,H2OH07183,N00049722
"Harmon, Mark",D,H2TN02120,N00006054
"Haro, Osbert",D,H0TX34018,N00046836
"Harp, Suzanne",R,H2TX03282,N00049336
"Harper, Jack",R,H2AZ09258,N00051618
"Harper, Jesse",3,S2SC00194,N00051713
"Harper, John",R,H2TX04140,N00049788
"Harper, Kenneth",R,S2NC00521,N00048643
"Harper, Morgan",D,S2OH00469,N00044914
"Harrigan, Pat",R,H2NC13243,N00050144
"Harris, Andy",R,H8MD01094,N00029147
"Harris, James Frank",R,H2TX30244,N00050193
"Harris, Kevin",D,H2FL24045,N00049522
"Harris, Ron",D,H2MO06194,N00025532
"Harris, Ronald",D,S2MO00742,N00051699
"Harris, Thomas",R,H8MD07091,N00029521
"Harris-Till, Joshua",D,H2OK05169,N00050701
"Harrison, Brian",R,H2TX06269,N00048296
"Harrison, Raven",R,H2TX26200,N00049826
"Harrison, Sean",R,H2CA10210,N00049432
"Harshaw, Ronald",D,H2MO01187,N00049611
"Harshbarger, Diana",R,H0TN01118,N00046688
"Hart, Cody",R,H0WA02221,N00047412
"Hartpence, Kenneth",R,H2FL09152,N00047790
"Hartwick, Steve",D,H2UT02480,N00050730
"Hartzler, Vicky",R,S2MO00593,N00031005
"Harvey, Stephen",R,H2KY02133,N00048711
"Harvey, Tom",I,S2CO00332,N00052068
"Harvey-Hall, Phyllis",D,H0AL02202,N00045944
"Harwell, Beth",R,H2TN05404,N00050472
"Hash, Martin",I,S2WA00551,N00051722
"Hassan, Maggie",D,S6NH00091,N00038397
"Hasso, Nicole",R,H2IA03101,N00048869
"Hastings, Michael",R,H2MN01140,N00048233
"Hatcher, Phyllis D",D,H2GA10208,N00048697
"Hathaway, Quintessa",D,H2AR02095,N00049038
"Hathaway-Altman, Susan",R,H2IL11264,N00050832
"Haugen, Mark",D,H2ND01014,N00050883
"Hauskins, Daniel Jr",3,S2IL00176,N00048634
"Hausman, Matt",R,H2IL13195,N00050363
"Hawk, Danielle",D,H2FL03163,N00048177
"Hawkins, Brian",R,H2CA01177,N00047911
"Hawkins, Dominika",R,H2GA13137,N00050822
"Hawkins, Reba",R,S2MD00578,N00046555
"Hawkins, Shay",R,H2OH13231,N00049730
"Hayden, Alison",R,H0CA15247,N00045124
"Hayden, Keith R Jr",I,H2FL18138,N00051897
"Hayes, Jahana",D,H8CT05245,N00043421
"Hayes, James",R,S2PA00497,N00048648
"Hayes, John",R,H2PA05090,N00049747
"Haygood, James",R,H2GA14135,N00050352
"Hays, Lauren",D,H2AR03283,N00048148
"Hayslett, Kevin",R,H2FL13287,N00050088
"Haywood, Lee",R,H0NC06241,N00046243
"Healey, Bob",R,H2NJ03258,N00049678
"Heaton, Andrew",R,H2CO05240,N00050580
"Heberling, Martin",D,H2OH05070,N00050690
"Heeg, Andrea",R,H2IL11165,N00050111
"Heimlich, Phil",R,H2OH08082,N00029159
"Heineman, Aaron",3,H8UT03329,N00041230
"Heines, Matt",R,H0WA01140,N00047080
"Heintz, Ted",I,H2AK00416,N00051330
"Heiwig, Daniel",R,H2IN09282,N00050372
"Helali, Christopher",3,S2VT00284,N00047779
"Heldut, Andrew",D,H2IL09144,N00050617
"Helling, Steve",D,H2WY00174,N00051667
"Helmick, Charlie",R,H0IL17091,N00045240
"Helms, Teresa",R,H2NC09191,N00049129
"Hemphill, James",R,H2OH11250,N00048749
"Hendler, Reuven",D,H2NJ03274,N00050147
"Hendricks, Daniel",R,S2CO00282,N00050998
"Hendricks, Jeanne",D,H2MN06214,N00049609
"Hendry, Bob",R,H2TN08150,N00049773
"Henley, John",R,H2VA10232,N00049896
"Henley, Ronnie",I,H2TN08200,N00047844
"Henning, Christopher",R,H2KY02141,N00048874
"Hennrich, Brent",D,H2WA03134,N00048320
"Henry, Chris",3,S2OR00234,N00051820
"Henry, Juli",R,S2CO00159,N00048098
"Henry, Will",L,H2IN02311,N00050753
"Henson, Audrey",R,H2FL13279,N00048974
"Hercules, Rhonda",R,H2WV02217,N00051131
"Herle, Dhruva",D,S2CA00930,N00047849
"Hern, Kevin",R,H8OK01157,N00040829
"Hernandez, Bob",D,H2KS04149,N00051509
"Hernandez, Daniel",D,H2AZ02345,N00048468
"Hernandez, Miguel",R,H2NY14144,N00049712
"Hernandez, Peter",R,H2CA18163,N00049443
"Hernandez, Salomon Sr.",I,S2FL00722,N00051243
"Herrell, Yvette",R,H8NM02156,N00041454
"Herring, Wade",D,H2GA01249,N00048509
"Herrod, Chris",R,H2UT03330,N00034218
"Hershey, Edward",3,H2IL04178,N00051899
"Hess, Bo",D,H2NC11197,N00048534
"Heuer, Mitch",R,H2MT01136,N00050879
"Heussner, Todd",R,H2GA10265,N00049095
"Hewer, Nathan",L,H2MI02181,N00051793
"Hewett, Don",R,H2WA10063,N00043907
"Hibbitts, William",D,H0KY05148,N00044876
"Higgins, Brian M",D,H4NY27076,N00027060
"Higgins, Clay",R,H6LA03148,N00039953
"Higgins, Eileen",D,H2FL27097,N00051181
"Higgins, Jim",L,H2MO02078,N00005076
"Hildner, Jonathan",D,H2TX31150,N00049011
"Hill, Christopher",R,H2DE01039,N00049069
"Hill, French",R,H4AR02141,N00035792
"Hill, Ken",D,H2SC04170,N00051434
"Hill, Natasha",D,H2WA05105,N00049904
"Hill, Sid",I,S0AK00162,N00032983
"Hill, Steve",D,H2CA25234,N00048855
"Hill, Tartisha",D,H2TX05246,N00049789
"Hill, Tony",D,H2FL04195,N00051035
"Hill, Vonciel Jones",D,H2TX30152,N00049838
"Hilliard, Jerry",D,H2MI02173,N00042852
"Himes, Jim",D,H8CT04172,N00029070
"Hindle, Chris",R,H0AZ07090,N00045007
"Hines, Bo",R,H2NC05157,N00047993
"Hinsdale, Kesha Ram",D,H2VT00144,N00050207
"Hinson, Ashley",R,H0IA01174,N00044521
"Hinterlong, Matt",D,H2TX06244,N00048294
"Hirt, Bill",R,S2WA00528,N00051719
"Hitchner, Scott Jr",R,H2NJ02235,N00049677
"Hites, Becky",R,H2FL09178,N00048182
"Hobson, Etha",3,H2MI05168,N00048715
"Hockstedler, Bill",R,S2NV00332,N00049247
"Hodge, Jevin",D,H2AZ06221,N00048469
"Hodges, Bradley",I,S2IL00275,N00051004
"Hodges, Monte",D,H2AR01113,N00049412
"Hoeppner, Christopher",3,H2PA03160,N00051927
"Hoeven, John",R,S0ND00093,N00031688
"Hoffman, Shane",I,S2OH00576,N00052090
"Hoffman, Vanessa",R,H0MD05241,N00046210
"Hofsheier, Rick",I,H0OR01145,N00044046
"Hogan, David",R,H2TX38072,N00050196
"Hoggatt, Holden",R,H2LA03121,N00051626
"Hoh, Matthew",3,S2NC00562,N00049242
"Hohman, Eric",R,H2TX28131,N00049834
"Holden, Steven",D,H2NY24127,N00048748
"Holder, Bryan",3,H4IA03149,N00036798
"Holic, Jason",I,H2FL10291,N00048394
"Holland, George",D,H6IN06024,N00003754
"Holland, Luke",R,S2OK00194,N00050761
"Holland, Mark",D,S2KS00113,N00049393
"Holley, Adam",R,S2OK00244,N00051010
"Hollie, Derrick",R,H4VA04082,N00052133
"Hollier, Adam",D,H2MI13246,N00050142
"Hollingsworth, Trey",R,H6IN09176,N00038429
"Hollister, Bob",D,H2PA11114,N00049751
"Hollister, Jessica Hosinger",D,H2LA05175,N00047976
"Holloway, LaShonda",D,H6FL05193,N00038415
"Holman Leak, Barrett",D,H2CA53020,N00048483
"Holmes, Greg",D,H2MD04240,N00034227
"Holmes, Jim",D,H2AZ08169,N00047909
"Holness, Dale",D,H2FL20159,N00048189
