reason,key,first,last,firstname1,lastanme1
no match,sheldon whitehouse,Sheldon,Whitehouse,Sheldon,Whitehouse
no match,sheldon whitehouse,Sheldon,Whitehouse,Sheldon,Whitehouse
no match,sheldon whitehouse,Sheldon,Whitehouse,Sheldon,Whitehouse
no match,george whitesides,George,Whitesides,George,Whitesides
no match,george whitesides,George,Whitesides,George,Whitesides
no match,george whitesides,George,Whitesides,George,Whitesides
no match,george whitesides,George,Whitesides,George,Whitesides
no match,george whitesides,George,Whitesides,George,Whitesides
no match,roger wicker,Roger,Wicker,Roger,Wicker
no match,roger wicker,Roger,Wicker,Roger,Wicker
no match,roger wicker,Roger,Wicker,Roger,Wicker
no match,roger wicker,Roger,Wicker,Roger,Wicker
no match,roger wicker,Roger,Wicker,Roger,Wicker
no match,tony wied,Tony,Wied,Tony,Wied
no match,tony wied,Tony,Wied,Tony,Wied
no match,tony wied,Tony,Wied,Tony,Wied
no match,tony wied,Tony,Wied,Tony,Wied
no match,tony wied,Tony,Wied,Tony,Wied
no match,nikema williams,Nikema,Williams,Nikema,Williams
no match,nikema williams,Nikema,Williams,Nikema,Williams
no match,nikema williams,Nikema,Williams,Nikema,Williams
no match,nikema williams,Nikema,Williams,Nikema,Williams
no match,nikema williams,Nikema,Williams,Nikema,Williams
no match,robert wittman,Robert,Wittman,Robert,Wittman
no match,robert wittman,Robert,Wittman,Robert,Wittman
no match,robert wittman,Robert,Wittman,Robert,Wittman
no match,robert wittman,Robert,Wittman,Robert,Wittman
no match,robert wittman,Robert,Wittman,Robert,Wittman
no match,joe biden,Joe,Biden,Joseph,Biden
no match,joe biden,Joe,Biden,Joseph,Biden
no match,joe biden,Joe,Biden,Joseph,Biden
no match,joe biden,Joe,Biden,Joseph,Biden
no match,joe biden,Joe,Biden,Joseph,Biden
no match,robert kennedy,Robert,Kennedy,Robert,Kennedy
no match,robert kennedy,Robert,Kennedy,Robert,Kennedy
no match,robert kennedy,Robert,Kennedy,Robert,Kennedy
no match,robert kennedy,Robert,Kennedy,Robert,Kennedy
no match,robert kennedy,Robert,Kennedy,Robert,Kennedy
no match,donald trump,Donald,Trump,Donald,Trump
no match,donald trump,Donald,Trump,Donald,Trump
no match,donald trump,Donald,Trump,Donald,Trump
no match,donald trump,Donald,Trump,Donald,Trump
no match,donald trump,Donald,Trump,Donald,Trump
no match,jd vance,JD,Vance,JD,Vance
no match,jd vance,JD,Vance,JD,Vance
no match,jd vance,JD,Vance,JD,Vance
no match,jd vance,JD,Vance,JD,Vance
no match,jd vance,JD,Vance,JD,Vance
no match,kamala harris,Kamala,Harris,Kamala,Harris
no match,kamala harris,Kamala,Harris,Kamala,Harris
no match,kamala harris,Kamala,Harris,Kamala,Harris
no match,kamala harris,Kamala,Harris,Kamala,Harris
no match,kamala harris,Kamala,Harris,Kamala,Harris
