first_name,middle_name,nick_name,last_name,suffix,title,chamber,State,state_abbr,District,Party,Terms,URL,name_slug,bioguide_id,date_of_birth
James,P.,,McGovern,,Representative,house,Massachusetts,MA,2,Democratic,House: 1997-Present,https://www.congress.gov/member/james-mcgovern/M000312,james-mcgovern,M000312,
John,J.,,McGuire,,Representative,house,Virginia,VA,5,Republican,House: 2025-Present,https://www.congress.gov/member/john-mcguire/M001239,john-mcguire,M001239,8/24/68
LaMonica,,,McIver,,Representative,house,New Jersey,NJ,10,Democratic,House: 2024-Present,https://www.congress.gov/member/lamonica-mciver/M001229,lamonica-mciver,M001229,6/20/86
Gregory,W.,,Meeks,,Representative,house,New York,NY,5,Democratic,House: 1997-Present,https://www.congress.gov/member/gregory-meeks/M001137,gregory-meeks,M001137,9/25/53
Robert,,,Menendez,,Representative,house,New Jersey,NJ,8,Democratic,House: 2023-Present,https://www.congress.gov/member/robert-menendez/M001226,robert-menendez,M001226,
Grace,,,Meng,,Representative,house,New York,NY,6,Democratic,House: 2013-Present,https://www.congress.gov/member/grace-meng/M001188,grace-meng,M001188,10/1/75
Jeff,,,Merkley,,Senator,senate,Oregon,OR,,Democratic,Senate: 2009-Present,https://www.congress.gov/member/jeff-merkley/M001176,jeff-merkley,M001176,10/24/56
Mark,B.,,Messmer,,Representative,house,Indiana,IN,8,Republican,House: 2025-Present,https://www.congress.gov/member/mark-messmer/M001233,mark-messmer,M001233,12/16/67
Daniel,,,Meuser,,Representative,house,Pennsylvania,PA,9,Republican,House: 2019-Present,https://www.congress.gov/member/daniel-meuser/M001204,daniel-meuser,M001204,
Kweisi,,,Mfume,,Representative,house,Maryland,MD,7,Democratic,"House: 1987-1997, 2020-Present",https://www.congress.gov/member/kweisi-mfume/M000687,kweisi-mfume,M000687,10/24/48
Carol,D.,,Miller,,Representative,house,West Virginia,WV,1,Republican,House: 2019-Present,https://www.congress.gov/member/carol-miller/M001205,carol-miller,M001205,11/4/50
Mary,E.,,Miller,,Representative,house,Illinois,IL,15,Republican,House: 2021-Present,https://www.congress.gov/member/mary-miller/M001211,mary-miller,M001211,8/27/59
Max,L.,,Miller,,Representative,house,Ohio,OH,7,Republican,House: 2023-Present,https://www.congress.gov/member/max-miller/M001222,max-miller,M001222,11/13/88
Mariannette,,,Miller-Meeks,,Representative,house,Iowa,IA,1,Republican,House: 2021-Present,https://www.congress.gov/member/mariannette-miller-meeks/M001215,mariannette-miller-meeks,M001215,9/6/55
Cory,,,Mills,,Representative,house,Florida,FL,7,Republican,House: 2023-Present,https://www.congress.gov/member/cory-mills/M001216,cory-mills,M001216,7/13/80
Dave,,,Min,,Representative,house,California,CA,47,Democratic,House: 2025-Present,https://www.congress.gov/member/dave-min/M001241,dave-min,M001241,3/5/76
Ashley,,,Moody,,Senator,senate,Florida,FL,,Republican,Senate: 2025-Present,https://www.congress.gov/member/ashley-moody/M001244,ashley-moody,M001244,3/28/75
John,R.,,Moolenaar,,Representative,house,Michigan,MI,2,Republican,House: 2015-Present,https://www.congress.gov/member/john-moolenaar/M001194,john-moolenaar,M001194,5/8/61
Barry,,,Moore,,Representative,house,Alabama,AL,1,Republican,House: 2021-Present,https://www.congress.gov/member/barry-moore/M001212,barry-moore,M001212,9/26/66
Blake,D.,,Moore,,Representative,house,Utah,UT,1,Republican,House: 2021-Present,https://www.congress.gov/member/blake-moore/M001213,blake-moore,M001213,6/22/80
Gwen,,,Moore,,Representative,house,Wisconsin,WI,4,Democratic,House: 2005-Present,https://www.congress.gov/member/gwen-moore/M001160,gwen-moore,M001160,4/18/51
Riley,M.,,Moore,,Representative,house,West Virginia,WV,2,Republican,House: 2025-Present,https://www.congress.gov/member/riley-moore/M001235,riley-moore,M001235,7/1/80
Tim,,,Moore,,Representative,house,North Carolina,NC,14,Republican,House: 2025-Present,https://www.congress.gov/member/tim-moore/M001236,tim-moore,M001236,10/2/70
Jerry,,,Moran,,Senator,senate,Kansas,KS,,Republican,Senate: 2011-Present | House: 1997-2011,https://www.congress.gov/member/jerry-moran/M000934,jerry-moran,M000934,5/29/54
Nathaniel,,,Moran,,Representative,house,Texas,TX,1,Republican,House: 2023-Present,https://www.congress.gov/member/nathaniel-moran/M001224,nathaniel-moran,M001224,9/23/74
Joseph,D.,,Morelle,,Representative,house,New York,NY,25,Democratic,House: 2018-Present,https://www.congress.gov/member/joseph-morelle/M001206,joseph-morelle,M001206,4/29/57
Bernie,,,Moreno,,Senator,senate,Ohio,OH,,Republican,Senate: 2025-Present,https://www.congress.gov/member/bernie-moreno/M001242,bernie-moreno,M001242,2/14/67
Kelly,,,Morrison,,Representative,house,Minnesota,MN,3,Democratic,House: 2025-Present,https://www.congress.gov/member/kelly-morrison/M001234,kelly-morrison,M001234,2/2/69
Jared,,,Moskowitz,,Representative,house,Florida,FL,23,Democratic,House: 2023-Present,https://www.congress.gov/member/jared-moskowitz/M001217,jared-moskowitz,M001217,12/18/80
Seth,,,Moulton,,Representative,house,Massachusetts,MA,6,Democratic,House: 2015-Present,https://www.congress.gov/member/seth-moulton/M001196,seth-moulton,M001196,10/24/78
James,C.,,Moylan,,Delegate,house,Guam,GU,At Large,Republican,House: 2023-Present,https://www.congress.gov/member/james-moylan/M001219,james-moylan,M001219,
Frank,J.,,Mrvan,,Representative,house,Indiana,IN,1,Democratic,House: 2021-Present,https://www.congress.gov/member/frank-mrvan/M001214,frank-mrvan,M001214,
Kevin,,,Mullin,,Representative,house,California,CA,15,Democratic,House: 2023-Present,https://www.congress.gov/member/kevin-mullin/M001225,kevin-mullin,M001225,6/15/70
Markwayne,,,Mullin,,Senator,senate,Oklahoma,OK,,Republican,Senate: 2023-Present | House: 2013-2023,https://www.congress.gov/member/markwayne-mullin/M001190,markwayne-mullin,M001190,7/26/77
Lisa,,,Murkowski,,Senator,senate,Alaska,AK,,Republican,Senate: 2002-Present,https://www.congress.gov/member/lisa-murkowski/M001153,lisa-murkowski,M001153,5/22/57
Christopher,,,Murphy,,Senator,senate,Connecticut,CT,,Democratic,Senate: 2013-Present | House: 2007-2013,https://www.congress.gov/member/christopher-murphy/M001169,christopher-murphy,M001169,
Gregory,F.,,Murphy,,Representative,house,North Carolina,NC,3,Republican,House: 2019-Present,https://www.congress.gov/member/gregory-murphy/M001210,gregory-murphy,M001210,
Patty,,,Murray,,Senator,senate,Washington,WA,,Democratic,Senate: 1993-Present,https://www.congress.gov/member/patty-murray/M001111,patty-murray,M001111,10/11/50
Jerrold,,,Nadler,,Representative,house,New York,NY,12,Democratic,House: 1991-Present,https://www.congress.gov/member/jerrold-nadler/N000002,jerrold-nadler,N000002,
Richard,E.,,Neal,,Representative,house,Massachusetts,MA,1,Democratic,House: 1989-Present,https://www.congress.gov/member/richard-neal/N000015,richard-neal,N000015,2/14/49
Joe,,,Neguse,,Representative,house,Colorado,CO,2,Democratic,House: 2019-Present,https://www.congress.gov/member/joe-neguse/N000191,joe-neguse,N000191,5/13/84
Troy,E.,,Nehls,,Representative,house,Texas,TX,22,Republican,House: 2021-Present,https://www.congress.gov/member/troy-nehls/N000026,troy-nehls,N000026,4/7/68
Dan,,,Newhouse,,Representative,house,Washington,WA,4,Republican,House: 2015-Present,https://www.congress.gov/member/dan-newhouse/N000189,dan-newhouse,N000189,7/10/55
Donald,,,Norcross,,Representative,house,New Jersey,NJ,1,Democratic,House: 2014-Present,https://www.congress.gov/member/donald-norcross/N000188,donald-norcross,N000188,12/13/58
Ralph,,,Norman,,Representative,house,South Carolina,SC,5,Republican,House: 2017-Present,https://www.congress.gov/member/ralph-norman/N000190,ralph-norman,N000190,6/20/53
Eleanor,Holmes,,Norton,,Delegate,house,District of Columbia,DC,At Large,Democratic,House: 1991-Present,https://www.congress.gov/member/eleanor-norton/N000147,eleanor-norton,N000147,
Zachary,,,Nunn,,Representative,house,Iowa,IA,3,Republican,House: 2023-Present,https://www.congress.gov/member/zachary-nunn/N000193,zachary-nunn,N000193,
Jay,,,Obernolte,,Representative,house,California,CA,23,Republican,House: 2021-Present,https://www.congress.gov/member/jay-obernolte/O000019,jay-obernolte,O000019,8/18/70
Alexandria,,,Ocasio-Cortez,,Representative,house,New York,NY,14,Democratic,House: 2019-Present,https://www.congress.gov/member/alexandria-ocasio-cortez/O000172,alexandria-ocasio-cortez,O000172,10/13/89
Andrew,,,Ogles,,Representative,house,Tennessee,TN,5,Republican,House: 2023-Present,https://www.congress.gov/member/andrew-ogles/O000175,andrew-ogles,O000175,
Johnny,,,Olszewski,,Representative,house,Maryland,MD,2,Democratic,House: 2025-Present,https://www.congress.gov/member/johnny-olszewski/O000176,johnny-olszewski,O000176,9/10/82
Ilhan,,,Omar,,Representative,house,Minnesota,MN,5,Democratic,House: 2019-Present,https://www.congress.gov/member/ilhan-omar/O000173,ilhan-omar,O000173,10/4/82
Robert,F.,,Onder,,Representative,house,Missouri,MO,3,Republican,House: 2025-Present,https://www.congress.gov/member/robert-onder/O000177,robert-onder,O000177,
Jon,,,Ossoff,,Senator,senate,Georgia,GA,,Democratic,Senate: 2021-Present,https://www.congress.gov/member/jon-ossoff/O000174,jon-ossoff,O000174,2/16/87
Burgess,,,Owens,,Representative,house,Utah,UT,4,Republican,House: 2021-Present,https://www.congress.gov/member/burgess-owens/O000086,burgess-owens,O000086,8/2/51
Alex,,,Padilla,,Senator,senate,California,CA,,Democratic,Senate: 2021-Present,https://www.congress.gov/member/alex-padilla/P000145,alex-padilla,P000145,3/22/73
Frank,,,Pallone,,Representative,house,New Jersey,NJ,6,Democratic,House: 1987-Present,https://www.congress.gov/member/frank-pallone/P000034,frank-pallone,P000034,10/30/51
Gary,J.,,Palmer,,Representative,house,Alabama,AL,6,Republican,House: 2015-Present,https://www.congress.gov/member/gary-palmer/P000609,gary-palmer,P000609,5/14/54
Jimmy,,,Panetta,,Representative,house,California,CA,19,Democratic,House: 2017-Present,https://www.congress.gov/member/jimmy-panetta/P000613,jimmy-panetta,P000613,10/1/69
Chris,,,Pappas,,Representative,house,New Hampshire,NH,1,Democratic,House: 2019-Present,https://www.congress.gov/member/chris-pappas/P000614,chris-pappas,P000614,6/4/80
Jimmy,,,Patronis,,Representative,house,Florida,FL,1,Republican,House: 2025-Present,https://www.congress.gov/member/jimmy-patronis/P000622,jimmy-patronis,P000622,4/13/72
Rand,,,Paul,,Senator,senate,Kentucky,KY,,Republican,Senate: 2011-Present,https://www.congress.gov/member/rand-paul/P000603,rand-paul,P000603,1/7/63
Nancy,,,Pelosi,,Representative,house,California,CA,11,Democratic,House: 1987-Present,https://www.congress.gov/member/nancy-pelosi/P000197,nancy-pelosi,P000197,3/26/40
Marie,Gluesenkamp,,Perez,,Representative,house,Washington,WA,3,Democratic,House: 2023-Present,https://www.congress.gov/member/marie-perez/G000600,marie-perez,G000600,
Scott,,,Perry,,Representative,house,Pennsylvania,PA,10,Republican,House: 2013-Present,https://www.congress.gov/member/scott-perry/P000605,scott-perry,P000605,5/27/62
Gary,C.,,Peters,,Senator,senate,Michigan,MI,,Democratic,Senate: 2015-Present | House: 2009-2015,https://www.congress.gov/member/gary-peters/P000595,gary-peters,P000595,12/1/58
Scott,H.,,Peters,,Representative,house,California,CA,50,Democratic,House: 2013-Present,https://www.congress.gov/member/scott-peters/P000608,scott-peters,P000608,6/17/58
Brittany,,,Pettersen,,Representative,house,Colorado,CO,7,Democratic,House: 2023-Present,https://www.congress.gov/member/brittany-pettersen/P000620,brittany-pettersen,P000620,12/6/81
August,,,Pfluger,,Representative,house,Texas,TX,11,Republican,House: 2021-Present,https://www.congress.gov/member/august-pfluger/P000048,august-pfluger,P000048,12/28/78
Chellie,,,Pingree,,Representative,house,Maine,ME,1,Democratic,House: 2009-Present,https://www.congress.gov/member/chellie-pingree/P000597,chellie-pingree,P000597,4/2/55
Stacey,E.,,Plaskett,,Delegate,house,Virgin Islands,VI,At Large,Democratic,House: 2015-Present,https://www.congress.gov/member/stacey-plaskett/P000610,stacey-plaskett,P000610,
Mark,,,Pocan,,Representative,house,Wisconsin,WI,2,Democratic,House: 2013-Present,https://www.congress.gov/member/mark-pocan/P000607,mark-pocan,P000607,8/14/64
Nellie,,,Pou,,Representative,house,New Jersey,NJ,9,Democratic,House: 2025-Present,https://www.congress.gov/member/nellie-pou/P000621,nellie-pou,P000621,5/20/56
Ayanna,,,Pressley,,Representative,house,Massachusetts,MA,7,Democratic,House: 2019-Present,https://www.congress.gov/member/ayanna-pressley/P000617,ayanna-pressley,P000617,2/3/74
Mike,,,Quigley,,Representative,house,Illinois,IL,5,Democratic,House: 2009-Present,https://www.congress.gov/member/mike-quigley/Q000023,mike-quigley,Q000023,10/17/58
Aumua,Amata,,Coleman Radewagen,,Delegate,house,American Samoa,AS,At Large,Republican,House: 2015-Present,https://www.congress.gov/member/aumua-amata-radewagen/R000600,aumua-amata-radewagen,R000600,
Delia,C.,,Ramirez,,Representative,house,Illinois,IL,3,Democratic,House: 2023-Present,https://www.congress.gov/member/delia-ramirez/R000617,delia-ramirez,R000617,6/2/83
Emily,,,Randall,,Representative,house,Washington,WA,6,Democratic,House: 2025-Present,https://www.congress.gov/member/emily-randall/R000621,emily-randall,R000621,10/3/85
Jamie,,,Raskin,,Representative,house,Maryland,MD,8,Democratic,House: 2017-Present,https://www.congress.gov/member/jamie-raskin/R000606,jamie-raskin,R000606,12/13/62
Jack,,,Reed,,Senator,senate,Rhode Island,RI,,Democratic,Senate: 1997-Present | House: 1991-1997,https://www.congress.gov/member/john-reed/R000122,john-reed,R000122,
Guy,,,Reschenthaler,,Representative,house,Pennsylvania,PA,14,Republican,House: 2019-Present,https://www.congress.gov/member/guy-reschenthaler/R000610,guy-reschenthaler,R000610,4/17/83
Pete,,,Ricketts,,Senator,senate,Nebraska,NE,,Republican,Senate: 2023-Present,https://www.congress.gov/member/pete-ricketts/R000618,pete-ricketts,R000618,8/19/64
Josh,,,Riley,,Representative,house,New York,NY,19,Democratic,House: 2025-Present,https://www.congress.gov/member/josh-riley/R000622,josh-riley,R000622,1/21/81
James,E.,,Risch,,Senator,senate,Idaho,ID,,Republican,Senate: 2009-Present,https://www.congress.gov/member/james-risch/R000584,james-risch,R000584,
Luz,M.,,Rivas,,Representative,house,California,CA,29,Democratic,House: 2025-Present,https://www.congress.gov/member/luz-rivas/R000620,luz-rivas,R000620,2/6/74
Harold,,,Rogers,,Representative,house,Kentucky,KY,5,Republican,House: 1981-Present,https://www.congress.gov/member/harold-rogers/R000395,harold-rogers,R000395,
Mike,D.,,Rogers,,Representative,house,Alabama,AL,3,Republican,House: 2003-Present,https://www.congress.gov/member/mike-rogers/R000575,mike-rogers,R000575,7/16/58
John,W.,,Rose,,Representative,house,Tennessee,TN,6,Republican,House: 2019-Present,https://www.congress.gov/member/john-rose/R000612,john-rose,R000612,2/23/65
Jacky,,,Rosen,,Senator,senate,Nevada,NV,,Democratic,Senate: 2019-Present | House: 2017-2019,https://www.congress.gov/member/jacky-rosen/R000608,jacky-rosen,R000608,8/2/57
Deborah,K.,,Ross,,Representative,house,North Carolina,NC,2,Democratic,House: 2021-Present,https://www.congress.gov/member/deborah-ross/R000305,deborah-ross,R000305,6/20/63
Mike,,,Rounds,,Senator,senate,South Dakota,SD,,Republican,Senate: 2015-Present,https://www.congress.gov/member/mike-rounds/R000605,mike-rounds,R000605,10/24/54
David,,,Rouzer,,Representative,house,North Carolina,NC,7,Republican,House: 2015-Present,https://www.congress.gov/member/david-rouzer/R000603,david-rouzer,R000603,2/16/72
Chip,,,Roy,,Representative,house,Texas,TX,21,Republican,House: 2019-Present,https://www.congress.gov/member/chip-roy/R000614,chip-roy,R000614,8/7/72
Marco,,,Rubio,,Senator,senate,Florida,FL,,Republican,Senate: 2011-2025,https://www.congress.gov/member/marco-rubio/R000595,marco-rubio,R000595,
Raul,,,Ruiz,,Representative,house,California,CA,25,Democratic,House: 2013-Present,https://www.congress.gov/member/raul-ruiz/R000599,raul-ruiz,R000599,8/25/72
Michael,A.,,Rulli,,Representative,house,Ohio,OH,6,Republican,House: 2024-Present,https://www.congress.gov/member/michael-rulli/R000619,michael-rulli,R000619,3/11/69
John,H.,,Rutherford,,Representative,house,Florida,FL,5,Republican,House: 2017-Present,https://www.congress.gov/member/john-rutherford/R000609,john-rutherford,R000609,9/2/52
Patrick,,,Ryan,,Representative,house,New York,NY,18,Democratic,House: 2022-Present,https://www.congress.gov/member/patrick-ryan/R000579,patrick-ryan,R000579,
Maria,Elvira,,Salazar,,Representative,house,Florida,FL,27,Republican,House: 2021-Present,https://www.congress.gov/member/maria-salazar/S000168,maria-salazar,S000168,
Andrea,,,Salinas,,Representative,house,Oregon,OR,6,Democratic,House: 2023-Present,https://www.congress.gov/member/andrea-salinas/S001226,andrea-salinas,S001226,12/6/69
Linda,T.,,Snchez,,Representative,house,California,CA,38,Democratic,House: 2003-Present,https://www.congress.gov/member/linda-sanchez/S001156,linda-sanchez,S001156,1/28/69
Bernard,,,Sanders,,Senator,senate,Vermont,VT,,Independent,Senate: 2007-Present | House: 1991-2007,https://www.congress.gov/member/bernie-sanders/S000033,bernie-sanders,S000033,9/8/41
Steve,,,Scalise,,Representative,house,Louisiana,LA,1,Republican,House: 2008-Present,https://www.congress.gov/member/steve-scalise/S001176,steve-scalise,S001176,10/6/65
Mary,Gay,,Scanlon,,Representative,house,Pennsylvania,PA,5,Democratic,House: 2018-Present,https://www.congress.gov/member/mary-gay-scanlon/S001205,mary-gay-scanlon,S001205,8/30/59
Janice,D.,,Schakowsky,,Representative,house,Illinois,IL,9,Democratic,House: 1999-Present,https://www.congress.gov/member/janice-schakowsky/S001145,janice-schakowsky,S001145,
Brian,,,Schatz,,Senator,senate,Hawaii,HI,,Democratic,Senate: 2012-Present,https://www.congress.gov/member/brian-schatz/S001194,brian-schatz,S001194,10/20/72
Adam,B.,,Schiff,,Senator,senate,California,CA,,Democratic,Senate: 2024-Present | House: 2001-2024,https://www.congress.gov/member/adam-schiff/S001150,adam-schiff,S001150,6/22/60
Derek,,,Schmidt,,Representative,house,Kansas,KS,2,Republican,House: 2025-Present,https://www.congress.gov/member/derek-schmidt/S001228,derek-schmidt,S001228,1/23/68
Eric,,,Schmitt,,Senator,senate,Missouri,MO,,Republican,Senate: 2023-Present,https://www.congress.gov/member/eric-schmitt/S001227,eric-schmitt,S001227,6/20/75
Bradley,Scott,,Schneider,,Representative,house,Illinois,IL,10,Democratic,"House: 2013-2015, 2017-Present",https://www.congress.gov/member/bradley-schneider/S001190,bradley-schneider,S001190,
Hillary,J.,,Scholten,,Representative,house,Michigan,MI,3,Democratic,House: 2023-Present,https://www.congress.gov/member/hillary-scholten/S001221,hillary-scholten,S001221,2/22/82
Kim,,,Schrier,,Representative,house,Washington,WA,8,Democratic,House: 2019-Present,https://www.congress.gov/member/kim-schrier/S001216,kim-schrier,S001216,8/23/68
Charles,E.,,Schumer,,Senator,senate,New York,NY,,Democratic,Senate: 1999-Present | House: 1981-1999,https://www.congress.gov/member/charles-schumer/S000148,charles-schumer,S000148,
David,,,Schweikert,,Representative,house,Arizona,AZ,1,Republican,House: 2011-Present,https://www.congress.gov/member/david-schweikert/S001183,david-schweikert,S001183,3/3/62
Austin,,,Scott,,Representative,house,Georgia,GA,8,Republican,House: 2011-Present,https://www.congress.gov/member/austin-scott/S001189,austin-scott,S001189,12/10/69
David,,,Scott,,Representative,house,Georgia,GA,13,Democratic,House: 2003-Present,https://www.congress.gov/member/david-scott/S001157,david-scott,S001157,6/27/45
Rick,,,Scott,,Senator,senate,Florida,FL,,Republican,Senate: 2019-Present,https://www.congress.gov/member/rick-scott/S001217,rick-scott,S001217,12/1/52
Robert,C.,Bobby,Scott,,Representative,house,Virginia,VA,3,Democratic,House: 1993-Present,https://www.congress.gov/member/robert-scott/S000185,robert-scott,S000185,
Tim,,,Scott,,Senator,senate,South Carolina,SC,,Republican,Senate: 2013-Present | House: 2011-2013,https://www.congress.gov/member/tim-scott/S001184,tim-scott,S001184,9/19/65
Keith,,,Self,,Representative,house,Texas,TX,3,Republican,House: 2023-Present,https://www.congress.gov/member/keith-self/S001224,keith-self,S001224,3/20/53
Pete,,,Sessions,,Representative,house,Texas,TX,17,Republican,"House: 1997-2019, 2021-Present",https://www.congress.gov/member/pete-sessions/S000250,pete-sessions,S000250,3/22/55
Terri,A.,,Sewell,,Representative,house,Alabama,AL,7,Democratic,House: 2011-Present,https://www.congress.gov/member/terri-sewell/S001185,terri-sewell,S001185,1/1/65
Jeanne,,,Shaheen,,Senator,senate,New Hampshire,NH,,Democratic,Senate: 2009-Present,https://www.congress.gov/member/jeanne-shaheen/S001181,jeanne-shaheen,S001181,1/28/47
Tim,,,Sheehy,,Senator,senate,Montana,MT,,Republican,Senate: 2025-Present,https://www.congress.gov/member/tim-sheehy/S001232,tim-sheehy,S001232,11/18/85
Brad,,,Sherman,,Representative,house,California,CA,32,Democratic,House: 1997-Present,https://www.congress.gov/member/brad-sherman/S000344,brad-sherman,S000344,10/24/54
Mikie,,,Sherrill,,Representative,house,New Jersey,NJ,11,Democratic,House: 2019-Present,https://www.congress.gov/member/mikie-sherrill/S001207,mikie-sherrill,S001207,1/19/72
Jefferson,,,Shreve,,Representative,house,Indiana,IN,6,Republican,House: 2025-Present,https://www.congress.gov/member/jefferson-shreve/S001229,jefferson-shreve,S001229,9/24/65
Lateefah,,,Simon,,Representative,house,California,CA,12,Democratic,House: 2025-Present,https://www.congress.gov/member/lateefah-simon/S001231,lateefah-simon,S001231,1/29/77
Michael,K.,,Simpson,,Representative,house,Idaho,ID,2,Republican,House: 1999-Present,https://www.congress.gov/member/michael-simpson/S001148,michael-simpson,S001148,
Elissa,,,Slotkin,,Senator,senate,Michigan,MI,,Democratic,Senate: 2025-Present | House: 2019-2025,https://www.congress.gov/member/elissa-slotkin/S001208,elissa-slotkin,S001208,7/10/76
Adam,,,Smith,,Representative,house,Washington,WA,9,Democratic,House: 1997-Present,https://www.congress.gov/member/adam-smith/S000510,adam-smith,S000510,6/15/65
Adrian,,,Smith,,Representative,house,Nebraska,NE,3,Republican,House: 2007-Present,https://www.congress.gov/member/adrian-smith/S001172,adrian-smith,S001172,12/19/70
Christopher,H.,,Smith,,Representative,house,New Jersey,NJ,4,Republican,House: 1981-Present,https://www.congress.gov/member/christopher-smith/S000522,christopher-smith,S000522,
Jason,,,Smith,,Representative,house,Missouri,MO,8,Republican,House: 2013-Present,https://www.congress.gov/member/jason-smith/S001195,jason-smith,S001195,6/16/80
Tina,,,Smith,,Senator,senate,Minnesota,MN,,Democratic,Senate: 2018-Present,https://www.congress.gov/member/tina-smith/S001203,tina-smith,S001203,3/4/58
Lloyd,,,Smucker,,Representative,house,Pennsylvania,PA,11,Republican,House: 2017-Present,https://www.congress.gov/member/lloyd-smucker/S001199,lloyd-smucker,S001199,1/23/64
Eric,,,Sorensen,,Representative,house,Illinois,IL,17,Democratic,House: 2023-Present,https://www.congress.gov/member/eric-sorensen/S001225,eric-sorensen,S001225,3/18/76
Darren,,,Soto,,Representative,house,Florida,FL,9,Democratic,House: 2017-Present,https://www.congress.gov/member/darren-soto/S001200,darren-soto,S001200,2/25/78
Victoria,,,Spartz,,Representative,house,Indiana,IN,5,Republican,House: 2021-Present,https://www.congress.gov/member/victoria-spartz/S000929,victoria-spartz,S000929,10/6/78
Melanie,A.,,Stansbury,,Representative,house,New Mexico,NM,1,Democratic,House: 2021-Present,https://www.congress.gov/member/melanie-stansbury/S001218,melanie-stansbury,S001218,1/31/79
Greg,,,Stanton,,Representative,house,Arizona,AZ,4,Democratic,House: 2019-Present,https://www.congress.gov/member/greg-stanton/S001211,greg-stanton,S001211,3/8/70
Pete,,,Stauber,,Representative,house,Minnesota,MN,8,Republican,House: 2019-Present,https://www.congress.gov/member/pete-stauber/S001212,pete-stauber,S001212,5/10/66
Elise,M.,,Stefanik,,Representative,house,New York,NY,21,Republican,House: 2015-Present,https://www.congress.gov/member/elise-stefanik/S001196,elise-stefanik,S001196,7/2/84
Bryan,,,Steil,,Representative,house,Wisconsin,WI,1,Republican,House: 2019-Present,https://www.congress.gov/member/bryan-steil/S001213,bryan-steil,S001213,3/3/81
W.,Gregory,,Steube,,Representative,house,Florida,FL,17,Republican,House: 2019-Present,https://www.congress.gov/member/w-steube/S001214,w-steube,S001214,
Haley,M.,,Stevens,,Representative,house,Michigan,MI,11,Democratic,House: 2019-Present,https://www.congress.gov/member/haley-stevens/S001215,haley-stevens,S001215,6/24/83
Marilyn,,,Strickland,,Representative,house,Washington,WA,10,Democratic,House: 2021-Present,https://www.congress.gov/member/marilyn-strickland/S001159,marilyn-strickland,S001159,9/25/62
Dale,W.,,Strong,,Representative,house,Alabama,AL,5,Republican,House: 2023-Present,https://www.congress.gov/member/dale-strong/S001220,dale-strong,S001220,5/8/70
Marlin,A.,,Stutzman,,Representative,house,Indiana,IN,3,Republican,"House: 2010-2017, 2025-Present",https://www.congress.gov/member/marlin-stutzman/S001188,marlin-stutzman,S001188,8/31/76
Suhas,,,Subramanyam,,Representative,house,Virginia,VA,10,Democratic,House: 2025-Present,https://www.congress.gov/member/suhas-subramanyam/S001230,suhas-subramanyam,S001230,9/26/86
Dan,,,Sullivan,,Senator,senate,Alaska,AK,,Republican,Senate: 2015-Present,https://www.congress.gov/member/dan-sullivan/S001198,dan-sullivan,S001198,11/13/64
Thomas,R.,,Suozzi,,Representative,house,New York,NY,3,Democratic,House: 2017-Present,https://www.congress.gov/member/thomas-suozzi/S001201,thomas-suozzi,S001201,
Eric,,,Swalwell,,Representative,house,California,CA,14,Democratic,House: 2013-Present,https://www.congress.gov/member/eric-swalwell/S001193,eric-swalwell,S001193,11/16/80
Emilia,Strong,,Sykes,,Representative,house,Ohio,OH,13,Democratic,House: 2023-Present,https://www.congress.gov/member/emilia-sykes/S001223,emilia-sykes,S001223,1/4/86
Mark,,,Takano,,Representative,house,California,CA,39,Democratic,House: 2013-Present,https://www.congress.gov/member/mark-takano/T000472,mark-takano,T000472,12/10/60
David,J.,,Taylor,,Representative,house,Ohio,OH,2,Republican,House: 2025-Present,https://www.congress.gov/member/david-taylor/T000490,david-taylor,T000490,11/16/69
Claudia,,,Tenney,,Representative,house,New York,NY,24,Republican,"House: 2017-2019, 2021-Present",https://www.congress.gov/member/claudia-tenney/T000478,claudia-tenney,T000478,2/4/61
Shri,,,Thanedar,,Representative,house,Michigan,MI,13,Democratic,House: 2023-Present,https://www.congress.gov/member/shri-thanedar/T000488,shri-thanedar,T000488,2/22/55
Bennie,G.,,Thompson,,Representative,house,Mississippi,MS,2,Democratic,House: 1993-Present,https://www.congress.gov/member/bennie-thompson/T000193,bennie-thompson,T000193,1/28/48
Glenn,,,Thompson,,Representative,house,Pennsylvania,PA,15,Republican,House: 2009-Present,https://www.congress.gov/member/glenn-thompson/T000467,glenn-thompson,T000467,7/27/59
Mike,,,Thompson,,Representative,house,California,CA,4,Democratic,House: 1999-Present,https://www.congress.gov/member/mike-thompson/T000460,mike-thompson,T000460,1/24/51
John,,,Thune,,Senator,senate,South Dakota,SD,,Republican,Senate: 2005-Present | House: 1997-2003,https://www.congress.gov/member/john-thune/T000250,john-thune,T000250,1/7/61
Thomas,P.,,Tiffany,,Representative,house,Wisconsin,WI,7,Republican,House: 2020-Present,https://www.congress.gov/member/thomas-tiffany/T000165,thomas-tiffany,T000165,
Thomas,,,Tillis,,Senator,senate,North Carolina,NC,,Republican,Senate: 2015-Present,https://www.congress.gov/member/thomas-tillis/T000476,thomas-tillis,T000476,
William,R.,,Timmons,,Representative,house,South Carolina,SC,4,Republican,House: 2019-Present,https://www.congress.gov/member/william-timmons/T000480,william-timmons,T000480,4/30/84
